step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31]
0,0.000744914636015892,0.5,0.0,0.0,-2.841187000274658,-0.00028329697670415044,-0.10729064047336578,0.0,-0.3045254945755005,0.0,3.3673983740323266e-11,-5.00000006675716e-11,0.05432134494185448,-5.175318241119385,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-0.1524178385734558,2.995321035385132,0.0078810453414917,0.09503702819347382,-0.03537910059094429,-0.9540356993675232,-1.0,0.0,0.0,-0.0018298868089914322,0.014151787385344505,0.057704418897628784,-0.16519731283187866,0.03794471174478531,0.32574185729026794,0.061784349381923676,-0.019816119223833084,0.09434057772159576,0.25390681624412537,-0.4123774468898773,-0.35195595026016235,-0.39315545558929443,-0.4694517254829407,-0.387228399515152,-0.4831323027610779,-3.2092666625976562,-0.21519635617733002,0.23344536125659943,0.972369909286499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.9796357750892639,0.5,0.0,0.0,-3.281412363052368,-0.0047409627586603165,-0.06340813636779785,0.0,0.0,0.0,3.3379729535987224e-11,-5.00000006675716e-11,3.6706037521362305,-4.9977641105651855,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-0.07068568468093872,-1.3349428176879883,-0.04283022880554199,0.06669086217880249,0.020857427269220352,-0.9710267782211304,-1.0,0.0,0.0,0.004291614517569542,0.023562034592032433,0.03943582624197006,-0.15866515040397644,0.04586746543645859,0.25152891874313354,0.15609042346477509,0.07422924041748047,-0.06505843251943588,-0.1500389724969864,0.25446251034736633,0.26592686772346497,-0.3974555432796478,0.5012109279632568,-0.04905256628990173,0.210651695728302,-1.1096770763397217,0.9410208463668823,0.3826834261417389,0.9238795638084412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.000839860353153199,0.5,0.0,0.0,-5.264534950256348,-4.236534732626751e-05,-0.10467679053544998,0.0,-0.3046637773513794,0.0,7.528217632613021e-12,-5.00000006675716e-11,0.41727107763290405,-5.528151035308838,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-0.15478262305259705,2.981666326522827,-0.16497735679149628,0.10180003941059113,-0.026174986734986305,-0.9972027540206909,-1.0,0.0,0.0,0.013180837035179138,0.02483782358467579,0.09740690886974335,-0.22614264488220215,-0.015132722444832325,0.1684739589691162,0.044182583689689636,0.09155380725860596,0.09929486364126205,0.31873345375061035,-0.4015968441963196,-0.4299631118774414,-0.4117856025695801,-0.51809161901474,-0.630560040473938,-0.5839351415634155,-3.6951348781585693,-0.7363490462303162,0.5224985480308533,0.8526401519775391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.775277853012085,0.5,0.0,0.0,-1.9296573400497437,-0.0055442191660404205,-0.07276122272014618,0.0,-0.11251211166381836,0.0,3.992789779361239e-11,-5.00000006675716e-11,1.6168417930603027,-5.427319526672363,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.08311043679714203,-0.9981905221939087,-0.05483236908912659,0.13753433525562286,-0.020390857011079788,-0.9844011664390564,-1.0,0.0,0.0,0.03299510478973389,0.0267885010689497,0.09188127517700195,-0.2380717545747757,-0.018801473081111908,0.1004396602511406,0.1458982229232788,0.054514553397893906,-0.05971324443817139,-0.06798899918794632,0.030827278271317482,0.2670797109603882,-0.3738747537136078,0.48667487502098083,-0.26321324706077576,0.1883159577846527,-1.4453620910644531,0.48157089948654175,0.649448037147522,0.760405957698822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0012445063330233097,0.5,0.0,0.0,-3.4693374633789062,-0.003561800578609109,-0.07500973343849182,0.0,-0.8413665890693665,0.0,1.686167004633088e-11,-5.00000006675716e-11,0.24570325016975403,-6.143462657928467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.16996611654758453,2.9568393230438232,-0.09886101633310318,0.11311717331409454,-0.04651609808206558,-1.0100589990615845,-1.0,0.0,0.0,0.04582513868808746,0.04560801386833191,0.1450537145137787,-0.29874202609062195,-0.0538882315158844,0.006839679554104805,0.04464704543352127,0.0797957330942154,0.05580095201730728,0.26862332224845886,-0.446601003408432,-0.41578561067581177,-0.39004355669021606,-0.44005608558654785,-0.5807255506515503,-0.3273465633392334,-3.549760580062866,-1.1633479595184326,0.760405957698822,0.649448037147522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.7882809042930603,0.5,0.0,0.0,-1.7859032154083252,-0.00017063204722944647,-0.07544741034507751,0.0,-0.6981325149536133,0.0,1.7834388479909258e-11,-5.00000006675716e-11,12.695290565490723,-6.061821937561035,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.005377575755119324,-2.4211878776550293,0.003266245126724243,0.1319630891084671,0.007827606052160263,-1.0213385820388794,-1.0,0.0,0.0,0.07258279621601105,0.03263505548238754,0.11476917564868927,-0.26739588379859924,-0.014110906049609184,-0.017218777909874916,0.1293943077325821,0.15450428426265717,-0.09599260240793228,-0.25063905119895935,0.3148738741874695,0.43545204401016235,0.04518141224980354,0.47840166091918945,-0.08693605661392212,0.2968739867210388,-1.422866702079773,0.38183313608169556,0.8526401519775391,0.522498607635498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0023024994879961014,0.5,0.0,0.0,-3.932814359664917,-0.0024389545433223248,-0.10708301514387131,0.0,-1.0847872495651245,0.0,-1.534252065671371e-11,-5.00000006675716e-11,2.2859418392181396,-6.416646957397461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-0.002135545015335083,2.5221362113952637,0.1580454558134079,0.10721243917942047,-0.007810469716787338,-0.9725413918495178,-1.0,0.0,0.0,0.10350073128938675,0.04843971133232117,0.14878027141094208,-0.32177555561065674,-0.04872594028711319,-0.0227084681391716,0.03811521828174591,0.12481722980737686,0.04124971851706505,0.2298096865415573,-0.36370664834976196,-0.3477114140987396,0.045643504709005356,-0.4978368282318115,-0.755457878112793,-0.2812049984931946,-3.8726465702056885,-1.5995259284973145,0.9238795638084412,0.3826834261417389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.9797758460044861,0.5,0.0,0.0,-1.83792245388031,-0.000705936283338815,-0.06852692365646362,0.0,-1.3153767585754395,0.0,2.107622409930343e-11,-5.00000006675716e-11,8.461013793945312,-6.7811384201049805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.14248473942279816,-1.7634143829345703,-0.12751555442810059,0.14734290540218353,0.022874649614095688,-0.998289942741394,-1.0,0.0,0.0,0.13060057163238525,0.04320983588695526,0.1296125054359436,-0.3049728274345398,0.009363936260342598,-0.0303824320435524,-0.01945533975958824,0.10892273485660553,-0.0888298749923706,-0.22196583449840546,0.21163339912891388,0.36613112688064575,-0.03297886624932289,-0.11008117347955704,-0.2187069058418274,0.33511871099472046,-1.9046404361724854,-0.07910233736038208,0.972369909286499,0.2334454208612442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.20041589438915253,0.5,0.0,0.0,-2.457404613494873,-0.002155741909518838,-0.028408417478203773,0.0,-1.396307349205017,0.0,-2.8931815276855843e-11,-5.00000006675716e-11,13.844172477722168,-6.932582855224609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,-0.13148370385169983,0.4834786057472229,-0.10004473477602005,0.10118833184242249,0.006588134914636612,-1.0288715362548828,-1.0,0.0,0.0,0.16368506848812103,0.031622305512428284,0.12055312842130661,-0.3363286852836609,0.042228907346725464,-0.016972580924630165,-0.023980900645256042,0.22241897881031036,-0.0012382984859868884,0.044867075979709625,-0.2432941049337387,0.11213105171918869,0.004559618420898914,0.012028420343995094,-0.5062956809997559,0.10866408795118332,-3.5339736938476562,-0.3074132204055786,0.9969173073768616,0.07845908403396606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.565208375453949,0.5,0.0,0.0,-3.330831527709961,-0.00152018538210541,-0.011143620125949383,0.0,-1.3961511850357056,0.0,3.1416130547717858e-12,-5.00000006675716e-11,7.100590229034424,-6.975148677825928,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,0.03343747556209564,-0.29623836278915405,-0.15729308128356934,0.09422369301319122,-0.009478271007537842,-0.9465604424476624,-1.0,0.0,0.0,0.20556887984275818,0.03428102284669876,0.127407506108284,-0.3579484522342682,0.05857574939727783,-0.025321707129478455,-0.033849649131298065,0.2347404509782791,-0.03818058595061302,0.00484196562319994,-0.005258211400359869,0.10121741145849228,0.0436776839196682,-0.03345603868365288,-0.27437373995780945,0.05297262966632843,-2.605520486831665,-0.749507486820221,0.9969173073768616,-0.07845905423164368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
