step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,curr_x_L,curr_x_R,curr_z_L,curr_z_R,left_target,rcs_phase_with_place,right_target,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],policy[29],policy[30],policy[31],policy[32],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31],critic[32],critic[33],critic[34],critic[35]
274,0.005425525829195976,0.5,0.0,0.0,-3.2390053272247314,-0.00023700146994087845,-0.006765320897102356,0.0,-0.69801926612854,0.0,-1.4159023953297378e-10,-4.033536352143763e-11,0.01887550763785839,-3.8956985473632812,-4.16096830368042,-16.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,-0.07434524595737457,0.0,34.405517578125,0.15000000596046448,-3.653523317215246e-10,-3.9711106625262005e-10,4.236060287265975e-12,1.5449443807602492e-11,1.2693119125217756e-11,240.49107360839844,-6.09612447327601e-12,0.0037217140197753906,-0.6909686326980591,-0.03511062264442444,0.14225241541862488,-0.038948193192481995,-0.9896619915962219,-0.8067072629928589,0.0,0.0,0.4279384911060333,-4.306098937988281,0.1967252641916275,-1.0245158672332764,-0.21834149956703186,0.6875904202461243,-0.03226316720247269,0.051285505294799805,-0.1686064600944519,-0.10511226952075958,-0.15088452398777008,0.4077347218990326,0.10510144382715225,-0.005619341041892767,-1.018174171447754,-0.06807932257652283,12.722131729125977,-1.5914639234542847,-0.64944988489151,0.7604044079780579,0.12693119049072266,-0.04236060380935669,-0.060961246490478516,-0.15449444949626923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,0.0015376934316009283,0.5,0.0,0.0,-1.6599677801132202,-0.0011012554168701172,-0.03622724115848541,0.0,-0.41079163551330566,0.0,-1.5975702705173234e-10,-4.033536352143763e-11,0.0018148795934394002,-3.6556556224823,-4.16096830368042,-16.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,-0.09892713278532028,0.0,33.621124267578125,0.15000000596046448,-3.6541442094417675e-10,-4.048388291266747e-10,4.190432723039095e-12,1.4236417600343998e-11,1.2755226562466415e-11,234.44674682617188,1.6316414365447063e-12,-0.06434878706932068,-1.1554855108261108,-0.027841567993164062,0.13304536044597626,-0.033503010869026184,-1.0155220031738281,-0.8067072629928589,0.0,0.0,0.42970144748687744,-4.326430320739746,0.1700349599123001,-1.0275113582611084,-0.13331376016139984,0.7075244784355164,0.03827095776796341,0.034996457397937775,-0.17303447425365448,-0.09036344289779663,-0.0234398003667593,0.3406117260456085,0.05673057958483696,0.2807716429233551,-0.9997894167900085,-0.02118206024169922,11.96169662475586,0.1526477187871933,-0.5224989056587219,0.85263991355896,0.12755227088928223,-0.041904330253601074,0.01631641387939453,-0.14236417412757874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,4.823059498448856e-05,0.5,0.0,0.0,-3.880528688430786,-0.01433874573558569,-0.26004719734191895,0.0,0.0,0.0,-1.797420129401317e-10,-4.033536352143763e-11,3.598032708396204e-05,-3.2560513019561768,-4.16096830368042,-16.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,-0.9985877275466919,0.0,31.905466079711914,0.15000000596046448,-3.6620984023016945e-10,-4.11877004724559e-10,4.131974276622152e-12,1.2247248354357865e-11,1.355066232833213e-11,213.57223510742188,8.669805325045576e-12,0.13019712269306183,-2.3509843349456787,-0.033989593386650085,0.16616114974021912,-0.011967688798904419,-1.0166131258010864,-0.8067072629928589,0.0,0.0,0.42864537239074707,-4.360002040863037,0.11836891621351242,-1.0084710121154785,-0.0717051774263382,0.6984880566596985,0.13050073385238647,0.04410061985254288,-0.23354125022888184,-0.2795209586620331,0.2543887794017792,0.25840383768081665,-0.11187803745269775,0.50213623046875,-0.7046180963516235,-0.13522759079933167,7.752871036529541,3.014531135559082,-0.3826855421066284,0.9238786697387695,0.13550662994384766,-0.04131974279880524,0.08669805526733398,-0.12247247993946075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,0.010490628890693188,0.5,0.0,0.0,-6.399999618530273,-0.0009151801350526512,-1.5392347574234009,0.0,0.0,0.0,-1.7761186965614684e-10,-4.033536352143763e-11,0.000824817456305027,-2.873807668685913,-4.16096830368042,-16.0,8.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.15000000596046448,-3.693440830954131e-10,-4.136377906860389e-10,4.276358780974654e-12,9.07489361434699e-12,1.6684867029659323e-11,0.0,1.0430574806652437e-11,0.12537722289562225,-0.7264044284820557,0.0694480687379837,0.09997381269931793,0.037435222417116165,-0.9459474682807922,-0.8067072629928589,0.0,0.0,0.42592698335647583,-4.398789882659912,0.10668737441301346,-0.9321379065513611,-0.1267773061990738,0.6165324449539185,0.23857459425926208,0.02969489060342312,-0.11236923187971115,-0.07713385671377182,0.4390694797039032,-0.3959200382232666,-0.42618328332901,0.5215352177619934,-0.2723778188228607,-0.883242130279541,-4.258913993835449,5.996835231781006,-0.2334456592798233,0.9723698496818542,0.16684865951538086,-0.042763590812683105,0.10430574417114258,-0.09074893593788147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,0.013926808722317219,0.5,0.0,0.0,-4.869838237762451,-0.0007686324534006417,-0.1792502999305725,0.0,0.0,0.0,-1.4572569539961222e-10,-4.033536352143763e-11,0.021117016673088074,-2.561317205429077,-4.16096830368042,-15.72850227355957,8.0,0.0,0.0,-19.999998092651367,0.0,0.0,8.0,-6.025541305541992,0.0,13.147319793701172,0.15000000596046448,-3.735680653704776e-10,-4.1344272450061226e-10,4.008878732447707e-12,5.337047644105031e-12,2.0908854508894237e-11,53.10654067993164,1.0235500814970155e-11,-0.006392046809196472,-0.8772465586662292,0.14945904910564423,0.09561601281166077,0.048908840864896774,-0.9708603620529175,-0.8067072629928589,0.0,0.0,0.4356933534145355,-4.4392805099487305,0.09487176686525345,-0.8512414693832397,-0.20562975108623505,0.5419737696647644,0.32933345437049866,0.09177597612142563,-0.13518492877483368,-0.12270104885101318,0.3468043804168701,-0.40615564584732056,-0.372929185628891,0.5381566286087036,-0.5906104445457458,-1.4944931268692017,-7.192966938018799,3.0233750343322754,-0.07846123725175858,0.996917188167572,0.20908856391906738,-0.04008878767490387,0.1023550033569336,-0.05337047576904297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,0.6842135190963745,0.5,0.0,0.0,-4.825512409210205,-0.008769544772803783,-0.0019447909435257316,0.0,0.0,0.0,-1.1467636562567662e-10,-4.033536352143763e-11,2.1353559494018555,-2.5252292156219482,-5.200698375701904,-2.2881221771240234,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.23288221657276154,0.0,13.14703369140625,0.15000000596046448,-3.7737002411830645e-10,-4.1341113865556167e-10,4.780547051969064e-12,3.6831202150644504e-12,-7.233319498922697e-11,103.89803314208984,1.0203933184516067e-11,-0.08567158877849579,1.5725764036178589,0.02112254500389099,0.05231649801135063,-0.03340321034193039,-0.9621781706809998,-0.8067072629928589,0.0,0.0,0.4369204044342041,-4.451053619384766,0.08756106346845627,-0.8086888790130615,-0.2766711711883545,0.4596761465072632,0.37274089455604553,-0.029970744624733925,-0.10229229182004929,0.2032521814107895,0.14170387387275696,-0.3848991096019745,-0.4299182891845703,0.02223309874534607,-0.6901822090148926,-1.8964505195617676,-7.178282737731934,3.174302816390991,0.07845892012119293,0.9969173669815063,-0.7233319282531738,-0.04780547320842743,0.10203933715820312,-0.03683120012283325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,0.38528260588645935,0.5,0.0,0.0,-5.737362384796143,-0.0007777313585393131,-0.02673134207725525,0.0,0.0,0.0,-7.834839027553997e-11,-4.033536352143763e-11,6.774373531341553,-2.540287971496582,-5.200698375701904,-2.2881221771240234,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.0028804701287299395,0.0,27.338743209838867,0.15000000596046448,-3.837870576894886e-10,-4.134620146256651e-10,6.497134427685403e-12,3.6703973194107675e-12,-6.591615447915089e-11,215.64297485351562,1.0254812624066467e-11,-0.11268358677625656,0.7485637664794922,0.17380382120609283,0.09415328502655029,0.03126102313399315,-0.9854958653450012,-0.8067072629928589,0.0,0.0,0.43337783217430115,-4.477567195892334,0.10182613879442215,-0.7258113622665405,-0.35090747475624084,0.3834013342857361,0.42634642124176025,-0.0503293052315712,-0.11462827026844025,0.1067642942070961,0.4416390359401703,-0.38831472396850586,-0.39489880204200745,0.2874501645565033,-0.24249789118766785,-1.4217071533203125,-6.258426666259766,1.9905812740325928,0.23344340920448303,0.9723703861236572,-0.6591615676879883,-0.06497134268283844,0.10254812240600586,-0.03670397400856018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,0.3769490718841553,0.5,0.0,0.0,-5.640635013580322,-0.00020573302754200995,-0.002705794293433428,0.0,0.0,0.0,-8.938879497710772e-11,-4.033536352143763e-11,4.41496467590332,-2.5684385299682617,-5.200698375701904,-2.2881221771240234,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.007391853258013725,0.0,31.905433654785156,0.15000000596046448,-3.9003583696128885e-10,-4.134566300439957e-10,8.743207546846321e-12,3.670137978251109e-12,-5.966737520735066e-11,251.72073364257812,1.0249422838226607e-11,0.10908125340938568,0.278026819229126,0.03667175769805908,0.11933283507823944,-0.04838472604751587,-0.9722242951393127,-0.8067072629928589,0.0,0.0,0.41251444816589355,-4.481173038482666,0.1198573186993599,-0.6503900289535522,-0.4211373031139374,0.3036099672317505,0.5051829814910889,-0.11240744590759277,-0.13588079810142517,-0.0041391849517822266,0.4397151470184326,-0.4125150740146637,-0.3523406386375427,0.3510541617870331,-0.17859630286693573,-1.4076627492904663,-6.232370376586914,2.505964517593384,0.3826833963394165,0.9238795638084412,-0.5966737270355225,-0.08743207156658173,0.1024942398071289,-0.03670138120651245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,0.3882930278778076,0.5,0.0,0.0,-5.053415298461914,-3.15936267725192e-05,-0.009636165574193,0.0,0.0,0.0,-8.942024204428023e-11,-4.033536352143763e-11,4.477967739105225,-2.6681673526763916,-5.200698375701904,-2.2881221771240234,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.017177119851112366,0.0,33.62110900878906,0.15000000596046448,-3.9588199385320877e-10,-4.134292630464387e-10,1.1333786339995378e-11,3.677008784258584e-12,-5.382123219321855e-11,265.52728271484375,1.0222053238584383e-11,0.1368134766817093,0.440581738948822,0.10788176953792572,0.09604372084140778,0.029625404626131058,-1.0248255729675293,-0.8067072629928589,0.0,0.0,0.40484344959259033,-4.49604606628418,0.13324129581451416,-0.5620842576026917,-0.4969867169857025,0.22116021811962128,0.5837178230285645,-0.024214476346969604,-0.043740756809711456,0.013385034166276455,0.39769673347473145,-0.4371306896209717,-0.4206036627292633,0.4367492198944092,-0.22926920652389526,-1.513406753540039,-6.6391682624816895,3.391618251800537,0.5224969387054443,0.8526411652565002,-0.5382122993469238,-0.11333787441253662,0.10222053527832031,-0.03677009046077728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,0.39135393500328064,0.5,0.0,0.0,-5.162994384765625,-2.0597381080733612e-05,-0.0010011045960709453,0.0,0.0,0.0,-8.888560720787808e-11,-4.033536352143763e-11,4.595063209533691,-2.8504271507263184,-5.200698375701904,-2.2881221771240234,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.02969873882830143,0.0,34.40550994873047,0.15000000596046448,-4.015201782170408e-10,-4.133897113511864e-10,1.4100164612285138e-11,3.688217699998608e-12,-4.818301313491702e-11,272.1159973144531,1.01825240947373e-11,0.1945558339357376,0.3222627639770508,-0.15002278983592987,0.12891915440559387,-0.02726292796432972,-1.0055594444274902,-0.8067072629928589,0.0,0.0,0.3961796164512634,-4.523407459259033,0.13729912042617798,-0.4860738515853882,-0.5796202421188354,0.14491070806980133,0.650554895401001,-0.041849661618471146,-0.10402369499206543,0.022394990548491478,0.44363218545913696,-0.43121767044067383,-0.4223293364048004,0.4676840305328369,-0.11788409948348999,-1.4574933052062988,-6.4746809005737305,3.6314544677734375,0.6494480967521667,0.7604058980941772,-0.4818301200866699,-0.1410016417503357,0.10182523727416992,-0.036882176995277405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,0.3898213505744934,0.5,0.0,0.0,-5.110278129577637,-1.5827743482077494e-05,-0.003123996779322624,0.0,-0.24713575839996338,0.0,-8.880472052164023e-11,-4.033536352143763e-11,4.600694179534912,-3.123878240585327,-5.200698375701904,-2.2881221771240234,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.04227360337972641,0.0,34.81588363647461,0.15000000596046448,-4.0695333214380014e-10,-4.1334058398234674e-10,1.6993189841385536e-11,3.701865636945856e-12,-4.274988349428632e-11,275.8560791015625,1.0133409736323706e-11,0.03319314122200012,0.2757008671760559,0.08867807686328888,0.09882080554962158,-0.011300712823867798,-1.038099765777588,-0.8067072629928589,0.0,0.0,0.3696414530277252,-4.5349249839782715,0.14305007457733154,-0.40435224771499634,-0.6624208688735962,0.06964550167322159,0.7499062418937683,-0.08502904325723648,-0.08303193747997284,-0.006819718983024359,0.36907345056533813,-0.43706008791923523,-0.42886099219322205,0.4669991433620453,-0.05221593752503395,-1.43545401096344,-6.434876441955566,4.184642791748047,0.7604048252105713,0.6494494080543518,-0.42749881744384766,-0.16993188858032227,0.1013340950012207,-0.037018656730651855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,0.3832532465457916,0.5,0.0,0.0,-4.9515557289123535,-1.3436101653496735e-05,-0.0064911809749901295,0.0,-0.6468241810798645,0.0,-8.903972004148386e-11,-4.033536352143763e-11,4.5170111656188965,-3.4978435039520264,-5.200698375701904,-2.2881221771240234,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.05405791476368904,0.0,35.048702239990234,0.15000000596046448,-4.1217307344965093e-10,-4.1328307442967116e-10,1.9971741274660282e-11,3.716984619400732e-12,-3.753013524954163e-11,278.2845458984375,1.0075902785733337e-11,0.1411103755235672,0.5258961319923401,-0.0804329514503479,0.11850890517234802,-0.045154277235269547,-0.9631807208061218,-0.8067072629928589,0.0,0.0,0.35555484890937805,-4.5614423751831055,0.15755073726177216,-0.3279079794883728,-0.7411743402481079,-0.0055979173630476,0.8304482698440552,-0.04566449671983719,-0.11902791261672974,0.0809500440955162,0.40481534600257874,-0.4280177056789398,-0.39365845918655396,0.4384656846523285,-0.02521604672074318,-1.4396600723266602,-6.34352445602417,4.984659194946289,0.8526402711868286,0.522498369216919,-0.3753013610839844,-0.19971740245819092,0.10075902938842773,-0.037169843912124634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,0.3746030628681183,0.5,0.0,0.0,-4.171108245849609,-2.3701506506768055e-05,-0.00696710217744112,0.0,-0.6981325149536133,0.0,-8.953289498681016e-11,-4.033536352143763e-11,4.374752521514893,-3.52713942527771,-5.200698375701904,-2.2881221771240234,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.07438495755195618,0.0,35.18500518798828,0.15000000596046448,-4.1936498718087023e-10,-4.1321199240051953e-10,2.118392440630945e-11,3.7339064132280164e-12,-3.033823886555709e-11,280.0949401855469,1.0004806878793904e-11,0.12167589366436005,0.1658029705286026,-0.01093629002571106,0.18310977518558502,0.009770005941390991,-0.9758977293968201,-0.8067072629928589,0.0,0.0,0.36085519194602966,-4.5736517906188965,0.15993604063987732,-0.25219881534576416,-0.8200050592422485,-0.0256633423268795,0.9318461418151855,-0.06985802203416824,-0.10873931646347046,-0.005500510334968567,0.42555734515190125,-0.40741321444511414,0.004491597414016724,0.5176486372947693,0.0711638480424881,-1.2844423055648804,-6.129938125610352,5.770604133605957,0.9238789081573486,0.38268494606018066,-0.30338239669799805,-0.2118392437696457,0.10004806518554688,-0.03733906149864197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,0.3810180127620697,0.5,0.0,0.0,-3.2714929580688477,-1.4541539712809026e-05,-0.029084712266921997,0.0,-0.6981318593025208,0.0,-8.970838655253388e-11,-4.033536352143763e-11,4.381880283355713,-3.565519332885742,-5.200698375701904,-2.2881221771240234,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.06895250082015991,0.0,35.2618408203125,0.15000000596046448,-4.26967239341991e-10,-4.1314546228576887e-10,2.2344933195417305e-11,3.75044049635842e-12,-2.2735976296095473e-11,281.38323974609375,9.938240334850246e-12,0.12454070150852203,0.2504551410675049,0.03445899486541748,0.1470688283443451,0.02212587371468544,-0.9619303345680237,-0.8067072629928589,0.0,0.0,0.342778742313385,-4.59250545501709,0.1677461713552475,-0.17745882272720337,-0.8989889621734619,-0.029454926028847694,1.0229754447937012,-0.05696951225399971,-0.09498682618141174,0.0453854463994503,0.43122315406799316,-0.4175550639629364,-0.029000943526625633,0.48741623759269714,0.0666176974773407,-1.1495941877365112,-6.35630989074707,7.4555439949035645,0.9723700284957886,0.23344503343105316,-0.22735977172851562,-0.22344933450222015,0.09938240051269531,-0.0375044047832489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,0.21739888191223145,0.5,0.0,0.0,-3.2454018592834473,-0.0014887773431837559,-0.011664645746350288,0.0,-0.6981318593025208,0.0,-9.451073951227684e-11,-4.033536352143763e-11,2.6805644035339355,-3.6682639122009277,-5.200698375701904,-2.2881221771240234,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.021319374442100525,0.0,35.29669952392578,0.15000000596046448,-4.342059212181226e-10,-4.1309927700794447e-10,2.3624000325406236e-11,3.763639573606259e-12,-1.5497303093581216e-11,282.1215515136719,9.892081945239717e-12,-0.09659605473279953,0.08844490349292755,-0.09115051478147507,0.12918803095817566,0.00713115930557251,-0.966038703918457,-0.8067072629928589,0.0,0.0,0.35461676120758057,-4.604238510131836,0.17316573858261108,-0.0840083435177803,-0.9642890691757202,-0.033509738743305206,1.1038320064544678,-0.024425921961665154,-0.12601080536842346,-0.0405987910926342,0.3704218566417694,-0.27834683656692505,-0.024169886484742165,0.3208695948123932,0.11457285284996033,-1.0528565645217896,-6.235801696777344,8.523385047912598,0.996917188167572,0.07846059650182724,-0.15497303009033203,-0.23623999953269958,0.09892082214355469,-0.037636399269104004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,0.06151757389307022,0.5,0.0,0.0,-3.2836861610412598,-0.0011796230683103204,-0.00468919612467289,0.0,-0.6981318593025208,0.0,-1.107922364962377e-10,-4.033536352143763e-11,0.605695366859436,-3.805493116378784,-5.200698375701904,-2.2881221771240234,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.0002512271166779101,0.0,35.29669952392578,0.15000000596046448,-4.4038414581670793e-10,-4.1309000664568885e-10,2.4831038267225658e-11,3.768549708405011e-12,-9.31906721929332e-12,282.2044372558594,9.882782960046743e-12,0.03247055411338806,-0.69720059633255,0.040704578161239624,0.17378786206245422,-0.03659047558903694,-0.9815142750740051,-0.8067072629928589,0.0,0.0,0.34647271037101746,-4.635747909545898,0.16779489815235138,-0.0006360989063978195,-1.020836353302002,-0.030457552522420883,1.155827283859253,-0.0457603819668293,-0.07504256069660187,-0.12870214879512787,0.3701091706752777,-0.09062061458826065,0.009851599112153053,0.20574472844600677,0.1745450794696808,-0.9880115985870361,-5.945042610168457,9.137043952941895,0.9969173073768616,-0.07845956087112427,-0.09319067001342773,-0.248310387134552,0.09882783889770508,-0.03768549859523773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,0.008526328019797802,0.5,0.0,0.0,-3.391547441482544,-0.01771678775548935,-0.007084105163812637,0.0,-0.6981313228607178,0.0,-1.34087060899013e-10,-4.033536352143763e-11,0.04437032714486122,-3.9655022621154785,-5.200698375701904,-2.2881221771240234,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.027422845363616943,0.0,35.2618408203125,0.15000000596046448,-4.449728363553618e-10,-4.1318432009163075e-10,2.5780910392625422e-11,3.766113722963871e-12,-4.730367139660352e-12,280.8818359375,9.977102477520816e-12,0.0627482682466507,-1.532930612564087,-0.15068645775318146,0.15594981610774994,0.04398082569241524,-0.9459863901138306,-0.8067072629928589,0.0,0.0,0.34581032395362854,-4.656505107879639,0.12916038930416107,0.06675335019826889,-1.012251615524292,-0.03240397572517395,1.1763103008270264,-0.03139420598745346,-0.16705970466136932,-0.1506742686033249,0.37044697999954224,0.035906679928302765,-0.0338619090616703,-0.004002088215202093,0.17120769619941711,-0.87607741355896,-5.942908763885498,9.971229553222656,0.9723702669143677,-0.23344402015209198,-0.04730367660522461,-0.2578091025352478,0.09977102279663086,-0.03766113519668579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,0.017623035237193108,0.5,0.0,0.0,-3.351175308227539,-0.0015060488367453218,-0.002660250524058938,0.0,-0.6981313228607178,0.0,-1.4601152231730197e-10,-4.033536352143763e-11,0.02335287444293499,-4.091111183166504,-5.200698375701904,-2.2881221771240234,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.0005985273746773601,0.0,35.18500518798828,0.15000000596046448,-4.4781972574625684e-10,-4.131934794315839e-10,2.625849537807312e-11,3.762964332493235e-12,-1.883506805383517e-12,280.1800842285156,9.986305185560873e-12,-0.04741242527961731,-1.6488885879516602,0.15851764380931854,0.07130308449268341,-0.013272896409034729,-0.9882409572601318,-0.8067072629928589,0.0,0.0,0.350017249584198,-4.684792995452881,0.0940656065940857,0.11971727758646011,-1.007853388786316,-0.01813449151813984,1.2056680917739868,-0.03939216956496239,-0.18262560665607452,-0.1628052443265915,0.23924970626831055,0.05155292898416519,-0.0335068516433239,0.10931890457868576,0.1491142362356186,-0.9232251644134521,-5.618648529052734,9.573524475097656,0.9238793253898621,-0.38268399238586426,-0.018835067749023438,-0.26258495450019836,0.09986305236816406,-0.03762964904308319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,0.08696209639310837,0.5,0.0,0.0,-3.262303352355957,-0.0003584960359148681,-0.002647350076586008,0.0,-0.6981313228607178,0.0,-1.318793962923337e-10,-4.033536352143763e-11,0.17497208714485168,-4.125547885894775,-5.200698375701904,-2.2881221771240234,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.010712012648582458,0.0,35.0487060546875,0.15000000596046448,-4.491695348995961e-10,-4.1316747245723207e-10,2.6138953848620083e-11,3.767567854917608e-12,-5.336761306311277e-13,279.3654479980469,9.960269588271675e-12,-0.10875052958726883,-0.7828400731086731,0.02162298560142517,0.10381375253200531,0.003571685403585434,-1.038669228553772,-0.8067072629928589,0.0,0.0,0.3499659597873688,-4.720448017120361,0.07411608099937439,0.14183714985847473,-1.041996717453003,-0.016415204852819443,1.2425942420959473,0.04149356111884117,-0.11364500969648361,-0.12183880060911179,0.02047467790544033,-0.10600848495960236,0.018832100555300713,0.2602466642856598,0.10719858109951019,-1.0471271276474,-5.2151007652282715,9.28236198425293,0.8526408076286316,-0.5224974751472473,-0.005336761474609375,-0.2613895535469055,0.09960269927978516,-0.037675678730010986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,0.07643924653530121,0.5,0.0,0.0,-3.266378402709961,-0.0003465981571935117,-0.007883477956056595,0.0,-0.6981313228607178,0.0,-1.192890786150258e-10,-4.033536352143763e-11,0.3903825581073761,-4.103127956390381,-5.200698375701904,-2.2881221771240234,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.012353385798633099,0.0,34.815887451171875,0.15000000596046448,-4.493733996024929e-10,-4.131313346977805e-10,2.551598168865077e-11,3.774477692203293e-12,-3.298282599730612e-13,277.8798828125,9.92412575728796e-12,-0.09906516224145889,-0.7797040343284607,0.04817919433116913,0.06710246205329895,-0.007060479372739792,-1.0088809728622437,-0.8067072629928589,0.0,0.0,0.3341723382472992,-4.743686676025391,0.0716712549328804,0.1299946904182434,-1.0640580654144287,-0.023302605375647545,1.3020135164260864,-0.0291711688041687,-0.08379506319761276,-0.1146409884095192,-0.03163230046629906,-0.11398269981145859,-0.02926446869969368,0.28847599029541016,0.07288993895053864,-1.0661176443099976,-4.438694953918457,8.853404998779297,0.7604054808616638,-0.649448573589325,-0.0032982826232910156,-0.25515982508659363,0.09924125671386719,-0.03774477541446686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,0.09838032722473145,0.5,0.0,0.0,-3.266028642654419,-0.0003768839524127543,-0.008330841548740864,0.0,-0.6981325149536133,0.0,-1.1889675355369889e-10,-4.033536352143763e-11,0.4571042060852051,-4.042491436004639,-5.200698375701904,-2.2881221771240234,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.013710957020521164,0.0,34.405517578125,0.15000000596046448,-4.4837689117116497e-10,-4.130910336019866e-10,2.4442101120847326e-11,3.7816971776294395e-12,-1.3263225153575808e-12,275.01324462890625,9.883833335111447e-12,0.16244669258594513,-1.057175874710083,-0.13453999161720276,0.06624449789524078,-0.01546846330165863,-1.0343996286392212,-0.8067072629928589,0.0,0.0,0.3382517993450165,-4.751399993896484,0.05674783140420914,0.11685942858457565,-1.100472331047058,-0.030632805079221725,1.3765660524368286,-0.01885165646672249,-0.12267734110355377,-0.07200265675783157,-0.15171650052070618,-0.10463692992925644,-0.03179240971803665,0.2521919310092926,-0.003728758543729782,-1.1094505786895752,-3.6918082237243652,8.336204528808594,0.6494489312171936,-0.7604052424430847,-0.013263225555419922,-0.24442102015018463,0.09883832931518555,-0.03781697154045105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,0.44053977727890015,0.5,0.0,0.0,-3.2111823558807373,-0.00020244010374881327,-0.05624916031956673,0.0,-0.6981318593025208,0.0,-1.0412737339038358e-10,-4.033536352143763e-11,2.5113799571990967,-3.9438042640686035,-5.200698375701904,-2.2881221771240234,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.029508693143725395,0.0,33.621124267578125,0.15000000596046448,-4.462914759972847e-10,-4.131117670169715e-10,2.296353732167411e-11,3.790509572887402e-12,-3.41172229356701e-12,268.48699951171875,9.904575423713702e-12,0.1699068397283554,0.08755068480968475,0.03734472393989563,0.017384324222803116,-0.01701921969652176,-0.9713645577430725,-0.8067072629928589,0.0,0.0,0.34865424036979675,-4.77786111831665,0.041343219578266144,0.04476890712976456,-1.1695553064346313,-0.03526333346962929,1.4350703954696655,0.005425959825515747,-0.07663766294717789,0.00416681170463562,-0.3473949432373047,-0.31755155324935913,0.026402682065963745,0.3432653248310089,-0.13188055157661438,-1.2833563089370728,-1.9536073207855225,6.737171173095703,0.522497832775116,-0.8526406288146973,-0.03411722183227539,-0.22963538765907288,0.0990457534790039,-0.037905097007751465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
