step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,curr_x_L,curr_x_R,curr_z_L,curr_z_R,left_target,rcs_phase_with_place,right_target,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],policy[29],policy[30],policy[31],policy[32],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31],critic[32],critic[33],critic[34],critic[35]
10,0.57747483253479,0.5,0.0,0.0,-3.5759105682373047,-0.005213338416069746,-0.031835418194532394,0.0,-0.9043115377426147,0.0,2.8516777481057964e-11,-4.033536352143763e-11,2.398770332336426,-6.694769859313965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,9.394760143444092e-12,5.1874681633590214e-11,4.253054158853686e-11,3.0160589303829255e-11,-9.394766214976258e-12,0.0,-5.187468857248412e-11,-0.07317972183227539,-0.07683397829532623,0.19921959936618805,0.237395778298378,0.040077317506074905,-1.0162899494171143,-0.8067072629928589,0.0,0.0,0.2541612386703491,0.06519191712141037,0.2258254587650299,0.21298182010650635,-0.52292400598526,-0.03249157965183258,0.06575442105531693,0.19668065011501312,0.02900288812816143,-0.06572996824979782,-0.03457726910710335,0.03532826527953148,0.022239863872528076,0.49349942803382874,0.09292356669902802,-0.36206239461898804,-5.2995195388793945,1.1558902263641357,0.9723699688911438,-0.23344527184963226,-0.09394766390323639,-0.42530542612075806,-0.5187469124794006,0.06331849098205566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.16684018075466156,0.5,0.0,0.0,-3.9861083030700684,-0.0024185182992368937,-0.08352038264274597,0.0,-0.6981325149536133,0.0,8.658375232062365e-12,-4.033536352143763e-11,3.0267271995544434,-6.059201240539551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,1.2265603463457175e-11,4.680927520595013e-11,3.644327548069093e-11,2.316550250236471e-11,-1.226561040235108e-11,0.0,-4.680927867539708e-11,-0.0016698986291885376,0.5317283868789673,-0.0011321455240249634,0.2321551889181137,-0.004157237708568573,-0.9880823493003845,-0.8067072629928589,0.0,0.0,0.29891496896743774,0.06786231696605682,0.24330838024616241,0.13840842247009277,-0.5108160376548767,-0.01829906553030014,0.1746480017900467,0.2536310851573944,0.012707233428955078,0.041547179222106934,-0.3783446252346039,0.12834782898426056,0.013582396320998669,0.5072104334831238,-0.2945178747177124,-0.36931952834129333,-6.095386505126953,3.906975746154785,0.9238795638084412,-0.3826833963394165,-0.12265610694885254,-0.36443275213241577,-0.46809276938438416,0.13326936960220337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.28145039081573486,0.5,0.0,0.0,-3.3763036727905273,-0.00015552340482827276,-0.09037872403860092,0.0,-0.6981318593025208,0.0,2.2329275581323138e-11,-4.033536352143763e-11,2.023561477661133,-5.5198140144348145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,1.63933987912257e-11,3.981466892288843e-11,2.961143830138013e-11,1.632870401391262e-11,-1.6393403995396127e-11,0.0,-3.981467239233538e-11,-0.09415751695632935,0.36128324270248413,0.14116324484348297,0.2115352600812912,0.037752117961645126,-0.941792368888855,-0.8067072629928589,0.0,0.0,0.33399686217308044,0.06314097344875336,0.2511584758758545,0.07199455052614212,-0.4729161262512207,-0.01876225881278515,0.2594142556190491,0.19689257442951202,-0.0227065272629261,0.04188702628016472,-0.40645575523376465,0.2660463750362396,0.02492348663508892,0.46493974328041077,-0.24356001615524292,-0.34021273255348206,-4.979034423828125,6.6977081298828125,0.8526402115821838,-0.5224984884262085,-0.16393403708934784,-0.29611438512802124,-0.39814671874046326,0.2016373574733734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.46765241026878357,0.5,0.0,0.0,-3.202300548553467,-0.00024186648079194129,-0.0481266975402832,0.0,-0.6981318593025208,0.0,1.087954899781085e-11,-4.033536352143763e-11,4.549674034118652,-5.099849224090576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,2.0933895242269962e-11,3.1876706135802735e-11,2.254928015144042e-11,1.0012162973693783e-11,-2.093390044644039e-11,0.0,-3.187670960524969e-11,-0.025216981768608093,0.010547220706939697,-0.10933469980955124,0.22989456355571747,0.0017571821808815002,-0.9982438087463379,-0.8067072629928589,0.0,0.0,0.39129695296287537,0.06805085390806198,0.2494153529405594,-0.00015925243496894836,-0.4100368916988373,-0.025317642837762833,0.3610190451145172,0.26404687762260437,0.021783089265227318,-0.0168596301227808,-0.3841469883918762,0.28372591733932495,-0.031886398792266846,0.4678414463996887,-0.1582249402999878,-0.27745741605758667,-4.869115352630615,8.886170387268066,0.760405957698822,-0.649448037147522,-0.20933900773525238,-0.22549279034137726,-0.31876710057258606,0.2648027539253235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.41230055689811707,0.5,0.0,0.0,-3.299839735031128,-0.0012332024052739143,-0.0030004880391061306,0.0,-0.6981318593025208,0.0,4.6440880654974315e-12,-4.033536352143763e-11,5.429767608642578,-4.768266201019287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000596046448,2.494947824727145e-11,2.4394019790263677e-11,1.5563963312592577e-11,4.131105180160688e-12,-2.494948345144188e-11,0.0,-2.4394024994434105e-11,-0.17657779157161713,-0.05155928432941437,0.037483543157577515,0.26907604932785034,-0.00028727203607559204,-0.9339500665664673,-0.8067072629928589,0.0,0.0,0.4530930519104004,0.08313193172216415,0.24407215416431427,-0.08080786466598511,-0.3733057975769043,-0.018985027447342873,0.46253252029418945,0.25381380319595337,0.013572531752288342,0.01770002208650112,-0.3061262369155884,0.22375543415546417,-0.02647438645362854,0.45607492327690125,-0.14324060082435608,-0.3444414436817169,-4.354530334472656,9.06092643737793,0.649448037147522,-0.760405957698822,-0.24949483573436737,-0.1556396335363388,-0.24394024908542633,0.32361334562301636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.05279169976711273,0.5,0.0,0.0,-3.3174593448638916,-0.004688107408583164,-0.004434211645275354,0.0,-0.6981318593025208,0.0,2.2203979974100285e-11,-4.033536352143763e-11,0.912962019443512,-4.968739986419678,0.0,-4.851590156555176,-79.99999237060547,0.0,0.0,0.0,0.0,0.0,0.0,-0.09731070697307587,0.0,33.62111282348633,0.15000000596046448,2.6906607150656292e-11,2.4257949815531532e-11,1.2703220420018368e-11,3.773008381419141e-12,-2.690661235482672e-11,12.179086685180664,-2.4257953284978484e-11,-0.11710233241319656,0.6241066455841064,-0.005234748125076294,0.2987595796585083,-0.032169707119464874,-0.9455949068069458,-0.8067072629928589,0.0,0.0,0.48091229796409607,0.07808175683021545,0.2579275369644165,-0.11663881689310074,-0.3238842487335205,-0.023535093292593956,0.3613230586051941,0.04547349736094475,0.034709054976701736,0.055567026138305664,-0.11898642033338547,0.1717764437198639,0.04205894470214844,-0.3329409658908844,-0.11898684501647949,-0.3235463798046112,-3.832310199737549,8.649001121520996,0.5224986672401428,-0.8526400923728943,-0.26906612515449524,-0.12703220546245575,-0.24257953464984894,0.32719433307647705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.4888569414615631,0.5,0.0,0.0,-3.5712268352508545,-0.17541323602199554,-0.0018051528604701161,0.0,-0.6981318593025208,0.0,2.8035820193172967e-11,-4.033536352143763e-11,2.1589717864990234,-5.158593654632568,0.0,-4.851590156555176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014718658290803432,0.0,31.90545082092285,0.15000000596046448,2.8494673634527068e-11,2.3466293144758232e-11,1.118583871362322e-11,3.794598316120279e-12,-2.8494678838697496e-11,12.500019073486328,-2.3466294879481708e-11,-0.08737368136644363,-1.0699877738952637,-0.1604958027601242,0.23683525621891022,0.0313786081969738,-0.9498483538627625,-0.8067072629928589,0.0,0.0,0.4770191013813019,0.08580131828784943,0.24538393318653107,-0.12509267032146454,-0.26963502168655396,-0.03432692587375641,0.32199665904045105,0.06252961605787277,-0.04596778750419617,-0.08656992763280869,0.07938820123672485,0.34962770342826843,0.026292938739061356,-0.3382229804992676,-0.10638722777366638,0.06069490313529968,-3.7123990058898926,8.513588905334473,0.38268351554870605,-0.9238795042037964,-0.2849467992782593,-0.11185838282108307,-0.2346629649400711,0.3269784152507782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.5620073080062866,0.5,0.0,0.0,-3.28110933303833,-0.00045986889745108783,-0.0012115571880713105,0.0,-0.6981318593025208,0.0,2.2619428032000233e-13,-4.033536352143763e-11,7.471036911010742,-5.350520133972168,0.0,-4.851590156555176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03733134642243385,0.0,27.338796615600586,0.15000000596046448,3.098412151847363e-11,2.3212314015363944e-11,9.816305754362098e-12,3.79320533316907e-12,-3.098412845736753e-11,10.965882301330566,-2.321231575008742e-11,0.02273695170879364,-1.9769914150238037,-0.16077174246311188,0.22611476480960846,7.658451795578003e-05,-0.95078045129776,-0.8067072629928589,0.0,0.0,0.48996737599372864,0.07653893530368805,0.2184339016675949,-0.10221482068300247,-0.19895876944065094,-0.028705639764666557,0.3086625039577484,0.06398450583219528,0.009054499678313732,-0.1473306566476822,0.031089497730135918,0.4049193859100342,-0.01549637969583273,-0.09941918402910233,-0.10734011232852936,0.05460035800933838,-3.7580130100250244,8.168571472167969,0.23344537615776062,-0.972369909286499,-0.3098412752151489,-0.09816305339336395,-0.23212316632270813,0.32699233293533325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.15968240797519684,0.5,0.0,0.0,-3.2085328102111816,-0.001073298160918057,-0.002711018780246377,0.0,-0.6981318593025208,0.0,9.527036277934275e-12,-4.033536352143763e-11,2.853633165359497,-5.474412441253662,0.0,-4.851590156555176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08446525037288666,0.0,13.147187232971191,0.15000000596046448,3.465463679908076e-11,2.3288364292550767e-11,8.494079571652602e-12,3.80649851916548e-12,-3.4654640268527714e-11,5.245418548583984,-2.3288369496721195e-11,0.1058586984872818,-1.3091150522232056,0.1358882337808609,0.1739932894706726,-0.045126114040613174,-1.0266926288604736,-0.8067072629928589,0.0,0.0,0.49529075622558594,0.08399263024330139,0.19612522423267365,-0.11510399729013443,-0.13873328268527985,-0.02993941679596901,0.28665125370025635,-0.009655487723648548,0.07457663863897324,-0.11097598075866699,-0.05017484351992607,0.27791616320610046,-0.04140086472034454,0.007017415948212147,-0.15545815229415894,-0.002846762537956238,-3.616668224334717,7.673083782196045,0.07845927774906158,-0.9969173073768616,-0.3465464115142822,-0.08494079113006592,-0.23288369178771973,0.32685941457748413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.05627982318401337,0.5,0.0,0.0,-3.2021875381469727,-0.0005461823311634362,-0.017260609194636345,0.0,-0.698133111000061,0.0,3.4224425377038514e-11,-4.033536352143763e-11,0.44725123047828674,-5.505419731140137,0.0,-4.851590156555176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15892958641052246,0.0,-13.14716625213623,0.15000000596046448,3.9038890176090746e-11,2.3391287171103947e-11,7.411560948300533e-12,3.822028631084162e-12,-3.903889711498465e-11,-26.623477935791016,-2.799805526310095e-11,0.1466141790151596,-0.8705212473869324,0.1307383030653,0.12352719902992249,-0.014390461146831512,-0.971114993095398,-0.8067072629928589,0.0,0.0,0.505707859992981,0.09924637526273727,0.1687576323747635,-0.12058617919683456,-0.09551053494215012,-0.019353535026311874,0.29125574231147766,0.04219457134604454,0.02473350800573826,-0.11370624601840973,-0.13178902864456177,0.2294086515903473,0.020925795659422874,0.07299637794494629,-0.17181766033172607,-0.005032539367675781,-2.881525993347168,6.584343910217285,-0.07845897972583771,-0.9969173073768616,-0.39038896560668945,-0.07411561906337738,-0.27998054027557373,-0.03822028636932373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.005838435608893633,0.5,0.0,0.0,-3.2591712474823,-0.0019186901627108455,-0.03378605842590332,0.0,-0.6981318593025208,0.0,5.591116111758332e-11,-4.033536352143763e-11,0.030137868598103523,-5.423917293548584,0.0,-4.851590156555176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04960859566926956,0.0,-27.338790893554688,0.15000000596046448,4.4674996341198536e-11,2.3103848695305018e-11,6.384536562625831e-12,3.845958274073524e-12,-4.467500674953939e-11,-57.14273452758789,-2.7710616787302023e-11,0.08488662540912628,-0.09607712924480438,-0.1398250311613083,0.20211125910282135,-0.045877404510974884,-0.9614296555519104,-0.8067072629928589,0.0,0.0,0.5151723623275757,0.10602082312107086,0.15345624089241028,-0.17847581207752228,-0.05652453005313873,-0.030960649251937866,0.31085240840911865,-0.00812522228807211,0.04317685589194298,-0.004572737496346235,-0.36343544721603394,0.11039123684167862,-0.005052620079368353,0.2105039805173874,-0.3754594922065735,0.04907792806625366,-2.473371982574463,4.804563522338867,-0.23344531655311584,-0.972369909286499,-0.44675004482269287,-0.06384536623954773,-0.2771061658859253,-0.03845958411693573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
