step,track_lin_vel_xy_exp,track_ang_vel_z_exp,lin_vel_z_l2,ang_vel_xy_l2,dof_torques_l2,dof_acc_l2,action_rate_l2,flat_orientation_l2,dof_pos_limits,termination_penalty,curr_vel,cmd_vel_given,track_lin_vel_xy,joint_angles,joint_symmetry_reward,stride_consistency,torso_orientation,phase_contact,phase_contact_per_cycle,alternation_contact,progressive_step,foot_cycle_sym,symmetric_foot_airtime,feet_no_slip_condition,com_step_reward,paper_cycle_reward,alive,curr_x_L,curr_x_R,curr_z_L,curr_z_R,left_target,rcs_phase_with_place,right_target,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6],policy[7],policy[8],policy[9],policy[10],policy[11],policy[12],policy[13],policy[14],policy[15],policy[16],policy[17],policy[18],policy[19],policy[20],policy[21],policy[22],policy[23],policy[24],policy[25],policy[26],policy[27],policy[28],critic[0],critic[1],critic[2],critic[3],critic[4],critic[5],critic[6],critic[7],critic[8],critic[9],critic[10],critic[11],critic[12],critic[13],critic[14],critic[15],critic[16],critic[17],critic[18],critic[19],critic[20],critic[21],critic[22],critic[23],critic[24],critic[25],critic[26],critic[27],critic[28],critic[29],critic[30],critic[31]
826,0.8182987570762634,0.5,0.0,0.0,-3.2208800315856934,-0.04281136021018028,-0.003837214084342122,0.0,-0.7602639198303223,0.0,-5.527955523887407e-11,-3.351131871998092e-11,14.789305686950684,-0.27884194254875183,-18.507373809814453,-0.2515411376953125,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.06066707894206047,0.0,35.185001373291016,0.15000000596046448,-1.3376452168145647e-09,-1.3306579171867838e-09,5.0481290155002245e-12,5.914452955169125e-12,-2.8501225685095832e-11,65.8644027709961,-5.16377461623474e-11,0.07848356664180756,-0.30869218707084656,0.1954292505979538,0.14252901077270508,-0.03753418102860451,-0.9498645663261414,-0.6702264547348022,0.0,0.0,0.32882001996040344,-13.378342628479004,0.1672258824110031,-0.2462904304265976,-0.3496744930744171,0.00466038566082716,-0.003673491533845663,-0.039882268756628036,-0.05985274538397789,-0.007104024291038513,0.09271567314863205,0.1513909548521042,-0.1510361284017563,-0.03566476330161095,-0.22467143833637238,-0.2543186545372009,-8.402582168579102,-4.290885925292969,-0.9238804578781128,-0.3826812207698822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,0.6612731218338013,0.5,0.0,0.0,-3.2054357528686523,-6.451655644923449e-05,-0.03553192690014839,0.0,-0.7503536343574524,0.0,-5.980758943646691e-11,-3.351131871998092e-11,12.145605087280273,-0.25005725026130676,-18.507373809814453,-0.2515411376953125,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.008734878152608871,0.0,35.2618408203125,0.15000000596046448,-1.337761457165243e-09,-1.3331994397347557e-09,5.0407278177899695e-12,5.56760453712668e-12,-2.8384876046838592e-11,66.8978042602539,-4.909620279769378e-11,-0.18897660076618195,-0.6334269642829895,0.03863890469074249,0.1422184258699417,0.026497896760702133,-0.9967283010482788,-0.6702264547348022,0.0,0.0,0.33466583490371704,-13.397817611694336,0.16553202271461487,-0.2405155897140503,-0.30769646167755127,0.0048692477867007256,0.0013687033206224442,-0.051918745040893555,-0.028567016124725342,-0.025674283504486084,0.049472201615571976,0.1660502701997757,0.039836585521698,0.029605120420455933,-0.21355976164340973,-0.23154784739017487,-8.579900741577148,-2.414424180984497,-0.9723691344261169,-0.23344853520393372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,0.7261846661567688,0.5,0.0,0.0,-3.2017133235931396,-0.00042948080226778984,-0.01962335966527462,0.0,-0.7500919699668884,0.0,-6.411741970691054e-11,-3.351131871998092e-11,11.4677152633667,-0.22399698197841644,-18.507373809814453,-0.2515411376953125,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.012139011174440384,0.0,35.29669952392578,0.15000000596046448,-1.3377933205660497e-09,-1.3356785677487437e-09,5.037646948896635e-12,5.266298248179924e-12,-2.8353023054372706e-11,67.21060180664062,-4.661703315034238e-11,-0.19522696733474731,-0.5803056955337524,0.041996315121650696,0.11067192256450653,-0.03656688332557678,-0.9743407368659973,-0.6702264547348022,0.0,0.0,0.3208477795124054,-13.402012825012207,0.1445559859275818,-0.2478816658258438,-0.2735559046268463,-0.004715121816843748,-0.005640566349029541,-0.005451327655464411,-0.05033347010612488,-0.10300800949335098,0.0027553082909435034,0.1603652685880661,-0.01304975152015686,0.015960806980729103,-0.22957828640937805,-0.20607586205005646,-8.167937278747559,-1.0758739709854126,-0.996916651725769,-0.07846798747777939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,0.7754907011985779,0.5,0.0,0.0,-3.2077066898345947,-9.474975377088413e-05,-0.31407201290130615,0.0,-0.37405937910079956,0.0,-6.056542073418214e-11,-3.351131871998092e-11,12.920412063598633,-0.23628489673137665,-18.507373809814453,-0.2515411376953125,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.011574731208384037,0.0,35.29669952392578,0.15000000596046448,-1.3378258501006712e-09,-1.341433852886098e-09,5.034498859468606e-12,4.842623697876025e-12,-2.8320503928092045e-11,67.46306610107422,-4.086179658524536e-11,0.12049095332622528,-0.40767425298690796,0.005862876772880554,0.18779362738132477,-0.046274956315755844,-0.9618851542472839,-0.6702264547348022,0.0,0.0,0.32186564803123474,-13.430354118347168,0.132839635014534,-0.2433074712753296,-0.2571018934249878,0.0018855463713407516,0.09351526200771332,0.044170599430799484,-0.011135322041809559,-0.013955718837678432,0.018730252981185913,0.09347210079431534,0.007186412811279297,0.5380110144615173,-0.25929415225982666,-0.18231554329395294,-7.800663471221924,4.516161918640137,-0.9969172477722168,0.07845977693796158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,0.8242946863174438,0.5,0.0,0.0,-3.2005767822265625,-5.625556150334887e-05,-0.019668977707624435,0.0,-0.3750786781311035,0.0,-5.743008499314861e-11,-3.351131871998092e-11,14.256856918334961,-0.27645212411880493,-18.507373809814453,-0.2515411376953125,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.016189174726605415,0.0,35.2618408203125,0.15000000596046448,-1.337865151995743e-09,-1.3474652504896767e-09,5.030757060930924e-12,4.9208224300878456e-12,-2.828121244136117e-11,67.70198822021484,-3.483037816498502e-11,-0.19660994410514832,-0.16890309751033783,-0.14542829990386963,0.10538527369499207,0.01884351298213005,-1.0294214487075806,-0.6702264547348022,0.0,0.0,0.3149251639842987,-13.432685852050781,0.13610722124576569,-0.24526065587997437,-0.2350553423166275,-0.0062774308025836945,0.19096186757087708,0.04843093082308769,-0.07222134619951248,-0.037123363465070724,0.029615605250000954,0.127538800239563,0.019357765093445778,0.4636295437812805,-0.24515609443187714,-0.1956685483455658,-8.707239151000977,3.4462833404541016,-0.9723711013793945,0.23344051837921143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,0.7440624833106995,0.5,0.0,0.0,-3.200193405151367,-2.3974380383151583e-05,-0.06474427133798599,0.0,-0.374935507774353,0.0,-5.757297763531177e-11,-3.351131871998092e-11,13.489060401916504,-0.32525041699409485,-18.507373809814453,-0.2515411376953125,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.015927424654364586,0.0,35.18500518798828,0.15000000596046448,-1.3379040098016048e-09,-1.3535884635373918e-09,5.026256754553371e-12,5.525901784764198e-12,-2.824239800358619e-11,67.85767364501953,-2.8707028074115293e-11,0.10543178021907806,-0.2765701413154602,-0.19484716653823853,0.1003122478723526,-0.0013105347752571106,-0.9996013641357422,-0.6702264547348022,0.0,0.0,0.33455222845077515,-13.441110610961914,0.1323171705007553,-0.2518829107284546,-0.2089688628911972,-0.005628569517284632,0.29481539130210876,-0.017966290935873985,-0.053009431809186935,-0.04423528537154198,0.028352385386824608,0.1596190482378006,0.018433690071105957,0.514227569103241,-0.24677687883377075,-0.15113985538482666,-9.575952529907227,5.837471008300781,-0.9238777756690979,0.3826877176761627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,0.7126712799072266,0.5,0.0,0.0,-3.2046377658843994,-4.491550134844147e-05,-0.02877495437860489,0.0,-0.37525567412376404,0.0,-6.146308462184891e-11,-3.351131871998092e-11,12.10899829864502,-0.3881458044052124,-18.507373809814453,-0.2515411376953125,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.016823705285787582,0.0,35.0487060546875,0.15000000596046448,-1.337945310098121e-09,-1.3596780368274608e-09,5.021744738792355e-12,6.675042463211156e-12,-2.8201101176517085e-11,67.91680145263672,-2.2617531111879252e-11,0.014491289854049683,-0.362154483795166,-0.19097819924354553,0.06579050421714783,0.007007434964179993,-0.9590686559677124,-0.6702264547348022,0.0,0.0,0.3350451588630676,-13.447856903076172,0.12451594322919846,-0.24811400473117828,-0.1909787654876709,-0.008539415895938873,0.4009782671928406,0.01465660985559225,-0.019675809890031815,-0.03659743815660477,-0.002152049681171775,0.12717501819133759,0.03599261865019798,0.501725971698761,-0.2315869927406311,-0.14952872693538666,-11.11646842956543,5.127490043640137,-0.852640688419342,0.5224977135658264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,0.6936570405960083,0.5,0.0,0.0,-3.2175211906433105,-6.692169699817896e-05,-0.09434878081083298,0.0,-0.375446081161499,0.0,-6.306752342588595e-11,-3.351131871998092e-11,11.487975120544434,-0.4716058671474457,-18.507373809814453,-0.2515411376953125,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.017658859491348267,0.0,34.81589126586914,0.15000000596046448,-1.3379882757291739e-09,-1.3652632357974426e-09,5.016553145109626e-12,8.272235327289046e-12,-2.8157996767586013e-11,67.80132293701172,-1.7032432755859084e-11,0.17067261040210724,-0.5613288879394531,-0.05496181547641754,0.13590691983699799,0.049347151070833206,-1.0057406425476074,-0.6702264547348022,0.0,0.0,0.3329579830169678,-13.462528228759766,0.09949450939893723,-0.2514383792877197,-0.16118012368679047,4.197657108306885e-05,0.5012953281402588,0.05058789253234863,-0.1058717891573906,-0.0324828140437603,-0.0005639583105221391,0.050307393074035645,0.026746809482574463,0.4952952563762665,-0.2202131599187851,-0.15997673571109772,-12.758392333984375,2.5315845012664795,-0.7604103088378906,0.6494429707527161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,0.8158595561981201,0.5,0.0,0.0,-1.6031957864761353,-0.000346289569279179,-0.04228895530104637,0.0,-0.37497493624687195,0.0,-6.067766428197174e-11,-3.351131871998092e-11,13.265718460083008,-0.5044733285903931,-18.507373809814453,-0.2515411376953125,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.02883465215563774,0.0,34.40552520751953,0.15000000596046448,-1.3380313523825293e-09,-1.368524737976884e-09,5.009336695449562e-12,8.958518822599348e-12,-2.8114986033722644e-11,67.33704376220703,-1.377086639164915e-11,-0.11572687327861786,0.13480369746685028,-0.14257746934890747,0.15044550597667694,-0.011609263718128204,-0.9926725029945374,-0.6702264547348022,0.0,0.0,0.3189558982849121,-13.47081470489502,0.0994054302573204,-0.26583731174468994,-0.15898393094539642,-0.0032033510506153107,0.5331627130508423,-0.012980661354959011,-0.10494022816419601,-0.032465435564517975,-0.042418576776981354,0.009893315844237804,0.007909351959824562,0.10722921043634415,-0.2728622555732727,-0.13824674487113953,-12.095009803771973,0.5859289765357971,-0.6494458317756653,0.7604078650474548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,0.9413341283798218,0.5,0.0,0.0,-3.209601640701294,-0.002069524023681879,-0.18125605583190918,0.0,-0.37537455558776855,0.0,-5.19626563999509e-11,-3.351131871998092e-11,16.9057674407959,-0.413713276386261,-18.507373809814453,-0.2515411376953125,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.11428721249103546,0.0,33.62113952636719,0.15000000596046448,-1.3380947461172354e-09,-1.3676890731062485e-09,4.999910208081104e-12,7.293211173875491e-12,-2.8051663422679063e-11,66.28411865234375,-1.4606571160924453e-11,-0.08822301775217056,0.5490189790725708,-0.10718861222267151,0.09474271535873413,0.0027460306882858276,-0.9948655366897583,-0.6702264547348022,0.0,0.0,0.33583369851112366,-13.483793258666992,0.12051733583211899,-0.2770840525627136,-0.12957821786403656,-0.007726412266492844,0.42474496364593506,0.0008917927625589073,-0.0812765583395958,0.04677301645278931,-0.13535279035568237,0.004129618406295776,0.0631500855088234,-0.4773333668708801,-0.31160882115364075,-0.13709703087806702,-9.434163093566895,-2.7373223304748535,-0.5225009322166443,0.8526387214660645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,0.9339370727539062,0.5,0.0,0.0,-3.2128512859344482,-0.0003032076929230243,-0.6769015192985535,0.0,-0.3745638132095337,0.0,-4.6116353791259e-11,-3.351131871998092e-11,18.064754486083984,-0.3453187644481659,-18.507373809814453,-0.2515411376953125,8.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.0514368936419487,0.0,31.905498504638672,0.15000000596046448,-1.3381651342569967e-09,-1.3669165799257144e-09,4.9883010048989984e-12,5.839326418233259e-12,-2.7981282221811732e-11,63.41453170776367,-1.5379046994223877e-11,0.09276945888996124,0.6280648708343506,-0.029595285654067993,0.0983390361070633,0.015163276344537735,-0.9543231129646301,-0.6702264547348022,0.0,0.0,0.336643785238266,-13.502230644226074,0.12277590483427048,-0.3110201358795166,-0.13106349110603333,-0.006227532401680946,0.33484721183776855,0.03331872820854187,-0.07154732197523117,0.0190868079662323,-0.15690839290618896,0.12491688877344131,-0.036091312766075134,-0.5017226338386536,-0.38914966583251953,-0.06733494997024536,-2.2519760131835938,-6.749237060546875,-0.3826912045478821,0.9238763451576233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,0.9842774868011475,0.5,0.0,0.0,-3.225309371948242,-0.0009786133887246251,-0.966804563999176,0.0,-0.08716046810150146,0.0,-3.8836524274277195e-11,-3.351131871998092e-11,19.973663330078125,-0.34085702896118164,-18.507373809814453,-0.2515411376953125,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.03225872293114662,0.0,27.33893394470215,0.15000000596046448,-1.3382071006873275e-09,-1.3666681120128032e-09,4.989604649591195e-12,4.599610189254255e-12,-2.7939128441345495e-11,54.59348678588867,-1.5627383068150813e-11,0.18988065421581268,0.954266369342804,0.18212740123271942,0.12468039989471436,-0.03355611115694046,-1.003085970878601,-0.6702264547348022,0.0,0.0,0.3419032692909241,-13.509299278259277,0.14210455119609833,-0.38625630736351013,-0.12506087124347687,0.04967425763607025,0.2231612205505371,-0.015039282850921154,0.009873688220977783,0.07661920040845871,-0.41151976585388184,0.05812744051218033,0.395554780960083,-0.5356959700584412,-0.602138102054596,-0.09161131083965302,3.7155709266662598,-14.560952186584473,-0.2334441989660263,0.9723702073097229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,0.7068415880203247,0.5,0.0,0.0,-3.2220773696899414,-0.005919191054999828,-0.2341795712709427,0.0,0.0,0.0,-1.795426481099316e-11,-3.351131871998092e-11,15.502469062805176,-0.40608495473861694,-18.507373809814453,-0.7849693298339844,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.29112765192985535,0.0,-13.147603034973145,0.15000000596046448,-1.3384889863132798e-09,-1.3665296672016325e-09,5.164022855164152e-12,3.792589940015967e-12,-2.765741455301729e-11,-77.7055435180664,-1.576595277941184e-11,0.09816683828830719,1.7145817279815674,-0.12833240628242493,0.17172612249851227,-0.00260910764336586,-1.020021915435791,-0.6702264547348022,0.0,0.0,0.33504223823547363,-13.512709617614746,0.16801008582115173,-0.4497809410095215,-0.140828475356102,0.11571054905653,0.15811602771282196,-0.04214834049344063,-0.02259046770632267,0.18288002908229828,-0.44146963953971863,-0.1644807606935501,0.36026832461357117,-0.1711718589067459,-0.6571511626243591,-0.23922915756702423,6.315249443054199,-18.6395320892334,-0.07846354693174362,0.9969169497489929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,0.7548081278800964,0.5,0.0,0.0,-3.2550904750823975,-0.0011369342682883143,-0.008932818658649921,0.0,0.0,0.0,-5.233227913514771e-12,-3.351131871998092e-11,12.384780883789062,-0.5040359497070312,-19.163232803344727,-0.7849693298339844,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.3521786630153656,0.0,13.146749496459961,0.15000000596046448,-1.3401214582486887e-09,-1.3667055265287331e-09,5.765147473996146e-12,3.814786160571959e-12,-6.288957549172025e-11,78.5356216430664,-1.559009518703469e-11,-0.18442510068416595,1.667161226272583,-0.19438812136650085,0.23961417376995087,0.02912098541855812,-1.0013552904129028,-0.6702264547348022,0.0,0.0,0.34846001863479614,-13.50647258758545,0.2093188613653183,-0.526398241519928,-0.161549910902977,0.20491768419742584,0.11143658310174942,0.03462496027350426,-0.03278382867574692,0.10492029041051865,-0.2977111339569092,-0.07229294627904892,0.3463967442512512,-0.3075698912143707,-0.6233534216880798,-0.25548797845840454,5.713579177856445,-17.911611557006836,0.07844900339841843,0.9969181418418884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,0.681259036064148,0.5,0.0,0.0,-3.2993838787078857,-0.0007747841882519424,-0.01491566188633442,0.0,-0.1266634166240692,0.0,-5.20971590520225e-12,-3.351131871998092e-11,11.740933418273926,-0.6042068600654602,-19.163232803344727,-0.7849693298339844,0.0,0.0,0.0,4.0,4.0,0.0,8.0,-0.32637810707092285,0.0,27.338651657104492,0.15000000596046448,-1.3431158407684052e-09,-1.366879054387482e-09,6.106914453296586e-12,3.83523247882156e-12,-5.98951305219586e-11,165.03143310546875,-1.5416432019854653e-11,0.17526493966579437,1.729979157447815,-0.08490338176488876,0.28632354736328125,0.019207697361707687,-0.9855460524559021,-0.6702264547348022,0.0,0.0,0.33922094106674194,-13.507378578186035,0.24971486628055573,-0.5852660536766052,-0.19115056097507477,0.2645600736141205,0.0465083122253418,0.009470010176301003,0.040450967848300934,0.13586729764938354,-0.2664003074169159,-0.14157818257808685,0.33483386039733887,-0.237119659781456,-0.6340062022209167,-0.3156774044036865,6.345224380493164,-18.955093383789062,0.23344485461711884,0.9723700284957886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,0.622464120388031,0.5,0.0,0.0,-3.3301665782928467,-0.004115200601518154,-0.011147559620440006,0.0,-0.35766151547431946,0.0,-1.1550008996094596e-12,-3.351131871998092e-11,10.106663703918457,-0.7191721796989441,-19.163232803344727,-0.7849693298339844,-79.99999237060547,0.0,0.0,4.0,4.0,0.0,8.0,-0.1450810581445694,0.0,31.90540313720703,0.15000000596046448,-1.34788469274838e-09,-1.3669450016351448e-09,6.175085616455522e-12,3.846973087306971e-12,-5.5126379155945315e-11,193.345458984375,-1.5350628754240425e-11,-0.11051984131336212,1.894641637802124,-0.09656839817762375,0.31674128770828247,0.010888438671827316,-0.9179474115371704,-0.6702264547348022,0.0,0.0,0.3466861844062805,-13.512338638305664,0.269082635641098,-0.6349397897720337,-0.22314676642417908,0.35762619972229004,0.0015856726095080376,-0.004344278480857611,0.0508488193154335,0.15670417249202728,-0.11918939650058746,-0.17267556488513947,0.3700120151042938,-0.21943874657154083,-0.6192544102668762,-0.38698744773864746,5.648187160491943,-19.74477195739746,0.38267773389816284,0.9238818883895874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,0.8370165824890137,0.5,0.0,0.0,-3.2397360801696777,-0.0008609770447947085,-0.009295645169913769,0.0,-0.37433409690856934,0.0,-4.419607908812129e-12,-3.351131871998092e-11,12.927111625671387,-0.8204882740974426,-19.163232803344727,-0.7849693298339844,-79.99999237060547,0.0,0.0,4.0,4.0,0.0,8.0,-0.05357721820473671,0.0,33.621097564697266,0.15000000596046448,-1.35449729210535e-09,-1.3671243026536217e-09,6.145124339940189e-12,3.851376682850738e-12,-4.8513790207316276e-11,205.97067260742188,-1.5171336409380842e-11,0.015243202447891235,1.3670228719711304,-0.0334833562374115,0.3214626908302307,0.026362981647253036,-0.9990440011024475,-0.6702264547348022,0.0,0.0,0.34492456912994385,-13.515424728393555,0.3084072768688202,-0.6330937147140503,-0.2722068130970001,0.4311373829841614,0.0025655189529061317,-0.019262373447418213,-0.052940484136343,0.14714550971984863,0.010076391510665417,-0.24161744117736816,0.38831910490989685,-0.00034161508665420115,-0.5823103785514832,-0.3981785476207733,5.34874153137207,-20.660417556762695,0.5225014686584473,0.8526383638381958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,0.9425380229949951,0.5,0.0,0.0,-3.2107319831848145,-0.00016475538723170757,-0.0001920720678754151,0.0,-0.3754357695579529,0.0,-1.599211214842189e-11,-3.351131871998092e-11,17.133052825927734,-0.9062957167625427,-19.163232803344727,-0.7849693298339844,-79.99999237060547,0.0,0.0,4.0,4.0,0.0,8.0,-0.03517599776387215,0.0,34.40550231933594,0.15000000596046448,-1.3619269045861415e-09,-1.3671866971876057e-09,6.506814184681353e-12,3.853814403015354e-12,-4.108409445979788e-11,211.5682373046875,-1.510877707666669e-11,0.04394720494747162,0.9995867609977722,0.19681204855442047,0.3321295976638794,0.03685498610138893,-0.9358100891113281,-0.6702264547348022,0.0,0.0,0.3638927936553955,-13.516633033752441,0.33691710233688354,-0.632915198802948,-0.3011247515678406,0.4940732717514038,0.008222723379731178,0.004834407474845648,0.0004237413522787392,0.11846859753131866,0.112439826130867,-0.12762461602687836,0.433260053396225,0.0069855512119829655,-0.6026155352592468,-0.35135209560394287,5.347960472106934,-20.789264678955078,0.6494463682174683,0.7604073882102966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,0.9975696802139282,0.5,0.0,0.0,-3.2198212146759033,-8.992417133413255e-05,-0.018973855301737785,0.0,-0.3756570518016815,0.0,-2.522674430460725e-11,-3.351131871998092e-11,19.503013610839844,-0.9850652813911438,-19.163232803344727,-0.7849693298339844,-79.99999237060547,0.0,0.0,4.0,4.0,0.0,8.0,-0.02193409390747547,0.0,34.81588363647461,0.15000000596046448,-1.3692348366234341e-09,-1.3672405430043e-09,7.427187337372132e-12,3.855386496165458e-12,-3.3776186708633915e-11,214.78115844726562,-1.5055083915638257e-11,0.033586740493774414,0.3433634042739868,0.09197263419628143,0.30323508381843567,0.025254007428884506,-0.9860068559646606,-0.6702264547348022,0.0,0.0,0.3644220530986786,-13.510493278503418,0.3387102484703064,-0.5978024005889893,-0.3249545395374298,0.5770590305328369,-0.002936740405857563,0.052263807505369186,0.011231762357056141,0.06053772196173668,0.08224325627088547,-0.1596943736076355,0.44045183062553406,-0.055178750306367874,-0.5660048127174377,-0.3426142930984497,5.638768672943115,-22.135147094726562,0.7604008316993713,0.6494540572166443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,0.9966201782226562,0.5,0.0,0.0,-3.2280478477478027,-4.684545274358243e-05,-0.01008391473442316,0.0,-0.3756488561630249,0.0,-3.319518965261281e-11,-3.351131871998092e-11,19.992799758911133,-1.068310022354126,-19.163232803344727,-0.7849693298339844,-79.99999237060547,0.0,0.0,4.0,4.0,0.0,8.0,-0.015839900821447372,0.0,35.0486946105957,0.15000000596046448,-1.3761154438185486e-09,-1.3672840637468653e-09,8.910685557472764e-12,3.856013598702024e-12,-2.6895619412159455e-11,216.78147888183594,-1.5011596132818994e-11,-0.033983781933784485,0.20464982092380524,-0.10272403806447983,0.3850306570529938,0.04687060788273811,-0.9213759899139404,-0.6702264547348022,0.0,0.0,0.3634764552116394,-13.523138046264648,0.3567476272583008,-0.5826395750045776,-0.35574302077293396,0.6606385111808777,-5.214475095272064e-06,-0.016708051785826683,-0.00027807356673292816,0.04549289867281914,0.13230690360069275,-0.07433833926916122,0.42358168959617615,0.0067032696679234505,-0.5392667651176453,-0.33838778734207153,5.666220664978027,-23.138593673706055,0.8526410460472107,0.5224971175193787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,0.9475659728050232,0.5,0.0,0.0,-3.2549426555633545,-0.00010194954666076228,-0.020211951807141304,0.0,-0.37584277987480164,0.0,-3.989836933060431e-11,-3.351131871998092e-11,19.19141387939453,-1.1608351469039917,-19.163232803344727,-0.7849693298339844,-79.99999237060547,0.0,0.0,4.0,4.0,0.0,8.0,-0.00792444497346878,0.0,35.185001373291016,0.15000000596046448,-1.3822769595606132e-09,-1.3673198129282582e-09,1.0879203787839131e-11,3.855945077124723e-12,-2.073411754788257e-11,218.092041015625,-1.4975833073638256e-11,0.1897164136171341,-0.13021230697631836,0.11840082705020905,0.37531283497810364,-0.003760930150747299,-0.9396867156028748,-0.6702264547348022,0.0,0.0,0.3474641740322113,-13.526598930358887,0.34261834621429443,-0.5490885376930237,-0.3611833453178406,0.7395797371864319,-0.005526334047317505,-0.035137929022312164,-0.004462838172912598,-0.01895408146083355,0.19738776981830597,-0.05265415832400322,0.4091794192790985,-0.05150085687637329,-0.5133141279220581,-0.3064459264278412,5.830913543701172,-24.55010986328125,0.923878014087677,0.3826870918273926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,0.8775593638420105,0.5,0.0,0.0,-3.2441015243530273,-0.00010279046546202153,-0.031186377629637718,0.0,-0.3757197856903076,0.0,-4.770158226752308e-11,-3.351131871998092e-11,17.216960906982422,-1.2683018445968628,-19.163232803344727,-0.7849693298339844,-79.99999237060547,0.0,0.0,4.0,4.0,0.0,8.0,-0.004523800686001778,0.0,35.2618408203125,0.15000000596046448,-1.3875729454326802e-09,-1.3673464582808492e-09,1.3215409669364853e-11,3.855784181522326e-12,-1.5438079634111368e-11,218.91970825195312,-1.4949035065381366e-11,0.053270623087882996,-0.5418408513069153,0.10979752242565155,0.31696000695228577,0.041742581874132156,-0.9065806865692139,-0.6702264547348022,0.0,0.0,0.35806041955947876,-13.537612915039062,0.33968624472618103,-0.5177106261253357,-0.3594458997249603,0.8247867822647095,-0.010082263499498367,-0.016107147559523582,-0.07770085334777832,-0.04977532848715782,0.11025798320770264,0.06820511072874069,0.4260910153388977,-0.04656960442662239,-0.47643712162971497,-0.293937087059021,4.515727996826172,-25.72799301147461,0.9723677039146423,0.23345470428466797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,0.9485385417938232,0.5,0.0,0.0,-3.2356061935424805,-0.00021059754362795502,-0.05412544682621956,0.0,-0.37571701407432556,0.0,-4.895042704511354e-11,-3.351131871998092e-11,17.65570831298828,-1.4135297536849976,-19.163232803344727,-0.7849693298339844,-79.99999237060547,0.0,0.0,4.0,4.0,0.0,8.0,-0.005348739214241505,0.0,35.29669952392578,0.15000000596046448,-1.3918804997459233e-09,-1.3673745469233722e-09,1.572180406694823e-11,3.8552238658395854e-12,-1.1130523586144747e-11,219.50411987304688,-1.4921093874353808e-11,-0.054742276668548584,-0.3036302924156189,-0.1824517846107483,0.280953049659729,0.00958653911948204,-0.9683219194412231,-0.6702264547348022,0.0,0.0,0.35642772912979126,-13.553608894348145,0.3309054672718048,-0.49032115936279297,-0.3515772521495819,0.9103060960769653,-0.001098080538213253,0.021407276391983032,-0.0032213330268859863,-0.06467664241790771,0.04136698320508003,0.025728566572070122,0.38949528336524963,0.027659058570861816,-0.4874957799911499,-0.3114045262336731,2.193484306335449,-25.589061737060547,0.9969173073768616,0.07845910638570786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
