step,sim_time,env_id,prismz,prismx,RevoluteJoint,q1_left,q1_right,q2_left,q2_right,act_q1_left,act_q2_left,act_q1_right,act_q2_right,cur_foot_l_x,cur_foot_l_y,cur_foot_l_z,cur_foot_r_x,cur_foot_r_y,cur_foot_r_z,tgt_foot_l_x,tgt_foot_l_y,tgt_foot_l_z,tgt_foot_r_x,tgt_foot_r_y,tgt_foot_r_z,com_x,com_y,com_z
27,0.13500000000000004,0,0.40954160690307617,-0.019998587667942047,0.023392101749777794,0.46605178713798523,0.465312123298645,-0.9392451047897339,-0.9173173308372498,0.0,0.0,0.0,0.0,-0.0366479754447937,-0.09685090184211731,0.046544358134269714,-0.044591136276721954,0.10071627050638199,0.04254664480686188,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666644938290119,9.968873504462294e-10,1.0054664611816406
28,0.14000000000000004,0,0.40954163670539856,-0.01999860629439354,0.023393481969833374,0.46604910492897034,0.46530893445014954,-0.9392444491386414,-0.9173172116279602,0.0,0.0,0.0,0.0,-0.0366477370262146,-0.09685086458921432,0.046544745564460754,-0.044590309262275696,0.10071626305580139,0.042546987533569336,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666788384318352,9.969353120808933e-10,1.0054666996002197
29,0.14500000000000005,0,0.40954166650772095,-0.01999860443174839,0.0233941450715065,0.46604806184768677,0.4653078317642212,-0.939244270324707,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664781153202057,-0.09685087203979492,0.04654456675052643,-0.04459049552679062,0.10071627050638199,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666998863220215,9.969672865040025e-10,1.0054666996002197
30,0.15000000000000005,0,0.40954163670539856,-0.019998598843812943,0.023394381627440453,0.46604764461517334,0.4653075337409973,-0.9392444491386414,-0.9173168540000916,0.0,0.0,0.0,0.0,-0.036647967994213104,-0.09685090184211731,0.046544551849365234,-0.04459071159362793,0.1007162556052208,0.04254677891731262,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667103171348572,9.969833847378595e-10,1.0054664611816406
31,0.15500000000000005,0,0.40954160690307617,-0.019998600706458092,0.023394489660859108,0.46604761481285095,0.465307354927063,-0.939244270324707,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.036647967994213104,-0.09685090184211731,0.046544551849365234,-0.04459042102098465,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667103171348572,9.969833847378595e-10,1.0054664611816406
32,0.16000000000000006,0,0.40954163670539856,-0.019998595118522644,0.023394368588924408,0.46604764461517334,0.46530717611312866,-0.9392434358596802,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664842247962952,-0.09685088694095612,0.046544238924980164,-0.04459041357040405,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667099446058273,9.969833847378595e-10,1.0054664611816406
33,0.16500000000000006,0,0.4095415771007538,-0.0199985820800066,0.02339421585202217,0.46604737639427185,0.46530741453170776,-0.9392431974411011,-0.9173168540000916,0.0,0.0,0.0,0.0,-0.03664766997098923,-0.09685088694095612,0.04654444754123688,-0.044590167701244354,0.10071627795696259,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666976511478424,9.969672865040025e-10,1.0054666996002197
34,0.17000000000000007,0,0.40954163670539856,-0.01999858394265175,0.02339431829750538,0.46604737639427185,0.46530741453170776,-0.939243495464325,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.0366474911570549,-0.09685090184211731,0.04654449224472046,-0.044590167701244354,0.10071627795696259,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054666996002197
35,0.17500000000000007,0,0.40954145789146423,-0.01999860256910324,0.023394543677568436,0.4660474359989166,0.46530723571777344,-0.9392445683479309,-0.9173169136047363,0.0,0.0,0.0,0.0,-0.03664783388376236,-0.09685089439153671,0.04654492437839508,-0.04459042102098465,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666710689663887,9.969833847378595e-10,1.0054666996002197
36,0.18000000000000008,0,0.40954160690307617,-0.019998598843812943,0.02339434064924717,0.46604737639427185,0.4653073847293854,-0.9392435550689697,-0.9173169136047363,0.0,0.0,0.0,0.0,-0.03664802014827728,-0.09685087949037552,0.0465443879365921,-0.04459042102098465,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667103171348572,9.969833847378595e-10,1.0054664611816406
37,0.18500000000000008,0,0.40954160690307617,-0.019998589530587196,0.02339433878660202,0.46604740619659424,0.465307354927063,-0.9392434358596802,-0.9173169136047363,0.0,0.0,0.0,0.0,-0.036648139357566833,-0.09685087949037552,0.04654425382614136,-0.04459041357040405,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667091995477676,9.969833847378595e-10,1.0054664611816406
38,0.19000000000000009,0,0.40954166650772095,-0.019998587667942047,0.023394329473376274,0.4660473167896271,0.46530747413635254,-0.939243495464325,-0.9173169136047363,0.0,0.0,0.0,0.0,-0.0366474986076355,-0.09685090184211731,0.04654449224472046,-0.04459017515182495,0.10071627795696259,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666698396205902,9.969672865040025e-10,1.0054666996002197
39,0.1950000000000001,0,0.4095415472984314,-0.019998598843812943,0.023394335061311722,0.4660474359989166,0.4653072655200958,-0.9392443895339966,-0.9173169136047363,0.0,0.0,0.0,0.0,-0.036647967994213104,-0.09685090184211731,0.046544790267944336,-0.04459042102098465,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667103171348572,9.969833847378595e-10,1.0054666996002197
40,0.2000000000000001,0,0.4095415472984314,-0.019998610019683838,0.023394517600536346,0.4660476744174957,0.4653071165084839,-0.9392444491386414,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.036647967994213104,-0.09685090184211731,0.046544790267944336,-0.04459042847156525,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667114347219467,9.969833847378595e-10,1.0054666996002197
41,0.2050000000000001,0,0.4095414876937866,-0.019998598843812943,0.02339440956711769,0.4660477340221405,0.46530717611312866,-0.939243733882904,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.0366482138633728,-0.0968509167432785,0.04654468595981598,-0.04459042102098465,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667103171348572,9.969833847378595e-10,1.0054666996002197
42,0.2100000000000001,0,0.4095414876937866,-0.019998593255877495,0.023394327610731125,0.46604764461517334,0.4653073251247406,-0.9392439126968384,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664765506982803,-0.09685089439153671,0.046544551849365234,-0.04458995163440704,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666698768734932,9.969672865040025e-10,1.0054666996002197
43,0.2150000000000001,0,0.40954166650772095,-0.019998585805296898,0.023394182324409485,0.46604761481285095,0.4653073251247406,-0.9392433762550354,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664787858724594,-0.0968509167432785,0.04654441773891449,-0.04458993673324585,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054666996002197
44,0.2200000000000001,0,0.4095415771007538,-0.019998610019683838,0.02339431643486023,0.4660477042198181,0.4653070867061615,-0.9392437934875488,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.03664776682853699,-0.09685090184211731,0.04654458165168762,-0.04458996653556824,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667006313800812,9.969672865040025e-10,1.0054666996002197
45,0.22500000000000012,0,0.4095415771007538,-0.019998587667942047,0.023394253104925156,0.46604758501052856,0.4653072655200958,-0.9392434358596802,-0.9173169136047363,0.0,0.0,0.0,0.0,-0.03664788603782654,-0.0968509167432785,0.04654441773891449,-0.04458994418382645,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666698396205902,9.969672865040025e-10,1.0054666996002197
46,0.23000000000000012,0,0.40954169631004333,-0.01999858394265175,0.023394236341118813,0.4660475254058838,0.4653072655200958,-0.9392433166503906,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.03664787858724594,-0.0968509167432785,0.04654417932033539,-0.04458993673324585,0.1007162481546402,0.04254671931266785,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054664611816406
47,0.23500000000000013,0,0.40954142808914185,-0.019998600706458092,0.023394456133246422,0.46604791283607483,0.4653070271015167,-0.9392436742782593,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664854168891907,-0.09685087949037552,0.046544477343559265,-0.04459042102098465,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667103171348572,9.969833847378595e-10,1.0054666996002197
48,0.24000000000000013,0,0.40954142808914185,-0.01999860256910324,0.023394286632537842,0.46604785323143005,0.46530717611312866,-0.9392434358596802,-0.9173170924186707,0.0,0.0,0.0,0.0,-0.0366482138633728,-0.0968509167432785,0.04654458165168762,-0.04458995908498764,0.1007162481546402,0.04254719614982605,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666998863220215,9.969672865040025e-10,1.0054669380187988
49,0.24500000000000013,0,0.40954166650772095,-0.019998598843812943,0.023394450545310974,0.4660477936267853,0.4653070867061615,-0.9392436146736145,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.0366482138633728,-0.0968509167432785,0.04654444754123688,-0.04459042102098465,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667103171348572,9.969833847378595e-10,1.0054664611816406
50,0.2500000000000001,0,0.40954160690307617,-0.019998610019683838,0.023394417017698288,0.4660477042198181,0.46530720591545105,-0.9392440319061279,-0.9173170924186707,0.0,0.0,0.0,0.0,-0.03664815425872803,-0.09685085713863373,0.04654450714588165,-0.04459042847156525,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667114347219467,9.969833847378595e-10,1.0054664611816406
51,0.2550000000000001,0,0.40954163670539856,-0.019998591393232346,0.023394286632537842,0.4660474359989166,0.46530744433403015,-0.9392437934875488,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664775192737579,-0.09685090184211731,0.04654458165168762,-0.04459018260240555,0.10071627795696259,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666698768734932,9.969672865040025e-10,1.0054666996002197
52,0.2600000000000001,0,0.4095414876937866,-0.019998615607619286,0.023394444957375526,0.46604764461517334,0.4653071165084839,-0.9392440915107727,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.036648161709308624,-0.09685085713863373,0.046544745564460754,-0.044590435922145844,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667118072509766,9.969833847378595e-10,1.0054666996002197
53,0.2650000000000001,0,0.4095415771007538,-0.019998600706458092,0.023394430056214333,0.4660477936267853,0.4653071165084839,-0.9392435550689697,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.0366482138633728,-0.0968509167432785,0.04654444754123688,-0.04459042102098465,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667103171348572,9.969833847378595e-10,1.0054664611816406
54,0.27000000000000013,0,0.40954169631004333,-0.01999860815703869,0.023394254967570305,0.4660476744174957,0.4653071165084839,-0.9392436742782593,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664776682853699,-0.09685090184211731,0.04654434323310852,-0.04458996653556824,0.1007162481546402,0.04254671931266785,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667002588510513,9.969672865040025e-10,1.0054664611816406
55,0.27500000000000013,0,0.40954160690307617,-0.019998598843812943,0.023394407704472542,0.4660477936267853,0.4653070867061615,-0.9392436146736145,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.0366482138633728,-0.0968509167432785,0.04654444754123688,-0.04459042102098465,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667103171348572,9.969833847378595e-10,1.0054664611816406
56,0.28000000000000014,0,0.409541517496109,-0.019998593255877495,0.02339421585202217,0.46604761481285095,0.465307354927063,-0.9392435550689697,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664775192737579,-0.09685090184211731,0.04654458165168762,-0.04458995163440704,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666698768734932,9.969672865040025e-10,1.0054666996002197
