step,sim_time,env_id,prismz,prismx,RevoluteJoint,q1_left,q1_right,q2_left,q2_right,act_q1_left,act_q2_left,act_q1_right,act_q2_right,cur_foot_l_x,cur_foot_l_y,cur_foot_l_z,cur_foot_r_x,cur_foot_r_y,cur_foot_r_z,tgt_foot_l_x,tgt_foot_l_y,tgt_foot_l_z,tgt_foot_r_x,tgt_foot_r_y,tgt_foot_r_z,com_x,com_y,com_z
57,0.28500000000000014,0,0.40954166650772095,-0.019998595118522644,0.023394066840410233,0.4660477638244629,0.4653071463108063,-0.9392433166503906,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.036647893488407135,-0.0968509167432785,0.04654441773891449,-0.04458995163440704,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666991412639618,9.969672865040025e-10,1.0054666996002197
58,0.29000000000000015,0,0.40954169631004333,-0.01999858394265175,0.02339428849518299,0.4660475552082062,0.4653072953224182,-0.9392432570457458,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664787858724594,-0.0968509167432785,0.04654417932033539,-0.04458993673324585,0.1007162481546402,0.04254671931266785,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054664611816406
59,0.29500000000000015,0,0.4095415472984314,-0.019998598843812943,0.02339436672627926,0.4660477340221405,0.46530717611312866,-0.9392436146736145,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.0366482138633728,-0.0968509167432785,0.04654468595981598,-0.04459042102098465,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667103171348572,9.969833847378595e-10,1.0054666996002197
60,0.30000000000000016,0,0.40954169631004333,-0.01999858394265175,0.023394158110022545,0.4660475552082062,0.4653072953224182,-0.9392432570457458,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664787858724594,-0.0968509167432785,0.04654417932033539,-0.04458993673324585,0.1007162481546402,0.04254671931266785,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054664611816406
61,0.30500000000000016,0,0.40954166650772095,-0.019998593255877495,0.023394333198666573,0.4660477936267853,0.4653071463108063,-0.9392433166503906,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664842247962952,-0.09685088694095612,0.046544238924980164,-0.04459041357040405,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667095720767975,9.969833847378595e-10,1.0054664611816406
62,0.31000000000000016,0,0.4095415472984314,-0.019998585805296898,0.023394236341118813,0.4660475552082062,0.4653072953224182,-0.9392436146736145,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.0366477370262146,-0.09685090184211731,0.04654458165168762,-0.04458993673324585,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054666996002197
63,0.31500000000000017,0,0.40954169631004333,-0.019998585805296898,0.023394230753183365,0.4660475254058838,0.46530741453170776,-0.939243495464325,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.0366477370262146,-0.09685090184211731,0.04654434323310852,-0.044590167701244354,0.10071627795696259,0.04254671931266785,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054664611816406
64,0.3200000000000002,0,0.40954163670539856,-0.019998596981167793,0.023394204676151276,0.4660474359989166,0.46530741453170776,-0.9392436742782593,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664775192737579,-0.09685090184211731,0.04654458165168762,-0.04459018260240555,0.10071627795696259,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666991412639618,9.969672865040025e-10,1.0054666996002197
65,0.3250000000000002,0,0.4095415771007538,-0.019998610019683838,0.02339429222047329,0.4660476744174957,0.4653071463108063,-0.9392439126968384,-0.9173171520233154,0.0,0.0,0.0,0.0,-0.03664766997098923,-0.09685089439153671,0.046544551849365234,-0.04458996653556824,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667006313800812,9.969672865040025e-10,1.0054666996002197
66,0.3300000000000002,0,0.40954160690307617,-0.019998587667942047,0.023394301533699036,0.466047465801239,0.465307354927063,-0.9392436742782593,-0.9173170924186707,0.0,0.0,0.0,0.0,-0.0366477444767952,-0.09685090184211731,0.04654458165168762,-0.04458994418382645,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666698396205902,9.969672865040025e-10,1.0054666996002197
67,0.3350000000000002,0,0.40954163670539856,-0.01999858394265175,0.023394158110022545,0.4660474956035614,0.46530741453170776,-0.9392431974411011,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.03664787858724594,-0.0968509167432785,0.04654441773891449,-0.044590167701244354,0.10071627795696259,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054666996002197
68,0.3400000000000002,0,0.40954166650772095,-0.01999858394265175,0.023394305258989334,0.4660475552082062,0.4653072953224182,-0.9392432570457458,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664787858724594,-0.0968509167432785,0.04654441773891449,-0.04458993673324585,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054666996002197
69,0.3450000000000002,0,0.40954163670539856,-0.019998596981167793,0.023394176736474037,0.4660477638244629,0.46530717611312866,-0.9392433166503906,-0.9173170924186707,0.0,0.0,0.0,0.0,-0.036647893488407135,-0.0968509167432785,0.04654441773891449,-0.04458995163440704,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666991412639618,9.969672865040025e-10,1.0054666996002197
70,0.3500000000000002,0,0.40954142808914185,-0.01999860256910324,0.023394174873828888,0.46604782342910767,0.4653071165084839,-0.9392440319061279,-0.9173170924186707,0.0,0.0,0.0,0.0,-0.03664793074131012,-0.09685088694095612,0.0465448796749115,-0.04458995908498764,0.1007162481546402,0.04254719614982605,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666998863220215,9.969672865040025e-10,1.0054669380187988
71,0.3550000000000002,0,0.4095415771007538,-0.01999860629439354,0.02339424006640911,0.4660477042198181,0.46530723571777344,-0.9392438530921936,-0.9173169136047363,0.0,0.0,0.0,0.0,-0.03664766997098923,-0.09685089439153671,0.046544551849365234,-0.04458996653556824,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667002588510513,9.969672865040025e-10,1.0054666996002197
72,0.3600000000000002,0,0.4095415771007538,-0.01999860256910324,0.023394405841827393,0.46604782342910767,0.4653071165084839,-0.9392437934875488,-0.9173168540000916,0.0,0.0,0.0,0.0,-0.03664854168891907,-0.09685087949037552,0.046544238924980164,-0.04459042102098465,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666710689663887,9.969833847378595e-10,1.0054664611816406
73,0.3650000000000002,0,0.4095414876937866,-0.019998615607619286,0.02339431829750538,0.4660477340221405,0.4653071165084839,-0.9392443895339966,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.0366474986076355,-0.09685087203979492,0.0465446412563324,-0.04458996653556824,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666701003909111,9.969672865040025e-10,1.0054666996002197
74,0.3700000000000002,0,0.40954166650772095,-0.019998591393232346,0.023394376039505005,0.46604737639427185,0.4653073251247406,-0.9392438530921936,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664790093898773,-0.09685087203979492,0.046544358134269714,-0.04459041357040405,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667095720767975,9.969833847378595e-10,1.0054664611816406
75,0.3750000000000002,0,0.40954145789146423,-0.01999860256910324,0.023394398391246796,0.4660474359989166,0.4653072655200958,-0.939243733882904,-0.9173170924186707,0.0,0.0,0.0,0.0,-0.0366482138633728,-0.0968509167432785,0.04654468595981598,-0.04459042102098465,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666710689663887,9.969833847378595e-10,1.0054666996002197
76,0.3800000000000002,0,0.40954160690307617,-0.01999860256910324,0.023394271731376648,0.46604737639427185,0.4653073847293854,-0.9392438530921936,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.03664737194776535,-0.09685090184211731,0.046544626355171204,-0.04458995908498764,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666998863220215,9.969672865040025e-10,1.0054666996002197
77,0.38500000000000023,0,0.4095415771007538,-0.019998585805296898,0.023394320160150528,0.4660475254058838,0.465307354927063,-0.9392436742782593,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.0366477370262146,-0.09685090184211731,0.04654458165168762,-0.04458993673324585,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054666996002197
78,0.39000000000000024,0,0.4095415771007538,-0.019998587667942047,0.02339419536292553,0.4660474359989166,0.4653073847293854,-0.939243495464325,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.0366477444767952,-0.09685090184211731,0.04654458165168762,-0.04458994418382645,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666698396205902,9.969672865040025e-10,1.0054666996002197
79,0.39500000000000024,0,0.4095415771007538,-0.01999860815703869,0.023394253104925156,0.4660477042198181,0.46530717611312866,-0.9392437934875488,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664776682853699,-0.09685090184211731,0.04654458165168762,-0.04458996653556824,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667002588510513,9.969672865040025e-10,1.0054666996002197
80,0.40000000000000024,0,0.40954160690307617,-0.019998595118522644,0.023394295945763588,0.46604740619659424,0.46530741453170776,-0.9392441511154175,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664736449718475,-0.09685090184211731,0.046544626355171204,-0.04459018260240555,0.10071627795696259,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666991412639618,9.969672865040025e-10,1.0054666996002197
81,0.40500000000000025,0,0.40954142808914185,-0.019998598843812943,0.02339443750679493,0.4660477340221405,0.4653071463108063,-0.9392436742782593,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.0366482138633728,-0.0968509167432785,0.04654468595981598,-0.04459042102098465,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667103171348572,9.969833847378595e-10,1.0054666996002197
82,0.41000000000000025,0,0.40954142808914185,-0.01999860629439354,0.023394443094730377,0.46604761481285095,0.4653071165084839,-0.9392445683479309,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.03664784133434296,-0.09685089439153671,0.04654492437839508,-0.04459042847156525,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666711062192917,9.969833847378595e-10,1.0054666996002197
83,0.41500000000000026,0,0.4095415771007538,-0.01999860815703869,0.023394376039505005,0.46604764461517334,0.4653071165084839,-0.9392436146736145,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.0366482138633728,-0.0968509167432785,0.04654444754123688,-0.04459042847156525,0.100716233253479,0.04254676401615143,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666711062192917,9.969833847378595e-10,1.0054664611816406
84,0.42000000000000026,0,0.40954169631004333,-0.01999858394265175,0.023394141346216202,0.4660475254058838,0.4653072655200958,-0.9392433762550354,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664787858724594,-0.0968509167432785,0.04654417932033539,-0.04458993673324585,0.1007162481546402,0.04254671931266785,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054664611816406
85,0.42500000000000027,0,0.409541517496109,-0.01999860815703869,0.023394325748085976,0.46604764461517334,0.4653070569038391,-0.939243733882904,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.03664776682853699,-0.09685090184211731,0.04654458165168762,-0.04458996653556824,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667002588510513,9.969672865040025e-10,1.0054666996002197
86,0.43000000000000027,0,0.4095414876937866,-0.019998615607619286,0.023394454270601273,0.4660476744174957,0.46530696749687195,-0.9392442107200623,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.0366479828953743,-0.09685090184211731,0.046544790267944336,-0.044590167701244354,0.1007162481546402,0.042546942830085754,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667118072509766,9.969833847378595e-10,1.0054666996002197
87,0.4350000000000003,0,0.40954145789146423,-0.019998595118522644,0.02339434064924717,0.4660477042198181,0.46530720591545105,-0.9392442107200623,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664795309305191,-0.09685090184211731,0.046544790267944336,-0.04459041357040405,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667099446058273,9.969833847378595e-10,1.0054666996002197
88,0.4400000000000003,0,0.40954163670539856,-0.01999860443174839,0.023394273594021797,0.4660477936267853,0.4653070867061615,-0.939243733882904,-0.9173170924186707,0.0,0.0,0.0,0.0,-0.03664775937795639,-0.09685090184211731,0.04654458165168762,-0.04458995908498764,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666998863220215,9.969672865040025e-10,1.0054666996002197
89,0.4450000000000003,0,0.409541517496109,-0.019998610019683838,0.02339453436434269,0.4660477936267853,0.4653070271015167,-0.9392444491386414,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.036647967994213104,-0.09685090184211731,0.046544790267944336,-0.04459042847156525,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667114347219467,9.969833847378595e-10,1.0054666996002197
90,0.4500000000000003,0,0.4095417261123657,-0.019998587667942047,0.023394225165247917,0.4660475552082062,0.46530741453170776,-0.9392434358596802,-0.9173169136047363,0.0,0.0,0.0,0.0,-0.03664788603782654,-0.0968509167432785,0.04654417932033539,-0.04459017515182495,0.10071627795696259,0.04254671931266785,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666698396205902,9.969672865040025e-10,1.0054664611816406
91,0.4550000000000003,0,0.4095417261123657,-0.019998589530587196,0.02339419163763523,0.46604758501052856,0.46530744433403015,-0.9392433166503906,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664788603782654,-0.0968509167432785,0.04654417932033539,-0.04459017515182495,0.10071627795696259,0.04254671931266785,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666698396205902,9.969672865040025e-10,1.0054664611816406
92,0.4600000000000003,0,0.4095414876937866,-0.019998615607619286,0.02339441515505314,0.4660477340221405,0.4653070271015167,-0.9392441511154175,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.036648161709308624,-0.09685085713863373,0.046544745564460754,-0.044590435922145844,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026667118072509766,9.969833847378595e-10,1.0054666996002197
93,0.4650000000000003,0,0.4095415472984314,-0.019998600706458092,0.023394282907247543,0.4660477638244629,0.4653070271015167,-0.9392435550689697,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664775192737579,-0.09685090184211731,0.04654458165168762,-0.04458995163440704,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666995137929916,9.969672865040025e-10,1.0054666996002197
94,0.4700000000000003,0,0.409541517496109,-0.01999860629439354,0.02339446358382702,0.46604764461517334,0.4653070867061615,-0.9392444491386414,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.036647967994213104,-0.09685090184211731,0.046544790267944336,-0.04459042847156525,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666711062192917,9.969833847378595e-10,1.0054666996002197
95,0.4750000000000003,0,0.40954163670539856,-0.019998593255877495,0.023394307121634483,0.4660477340221405,0.4653071165084839,-0.9392432570457458,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.036647893488407135,-0.0968509167432785,0.04654441773891449,-0.04458995163440704,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666698768734932,9.969672865040025e-10,1.0054666996002197
96,0.4800000000000003,0,0.40954163670539856,-0.019998587667942047,0.023394174873828888,0.4660476744174957,0.46530723571777344,-0.9392428994178772,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664807230234146,-0.09685089439153671,0.04654437303543091,-0.04458994418382645,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666698396205902,9.969672865040025e-10,1.0054666996002197
97,0.4850000000000003,0,0.40954166650772095,-0.019998595118522644,0.023394286632537842,0.4660477340221405,0.4653071165084839,-0.9392433166503906,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.036647893488407135,-0.0968509167432785,0.04654441773891449,-0.04458995163440704,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666991412639618,9.969672865040025e-10,1.0054666996002197
98,0.4900000000000003,0,0.40954166650772095,-0.019998585805296898,0.023394174873828888,0.4660475552082062,0.4653072953224182,-0.9392432570457458,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664787858724594,-0.0968509167432785,0.04654441773891449,-0.04458993673324585,0.1007162481546402,0.04254695773124695,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.026666980236768723,9.969672865040025e-10,1.0054666996002197
99,0.49500000000000033,0,0.40954142808914185,-0.01999860629439354,0.023394443094730377,0.46604758501052856,0.4653070271015167,-0.9392445683479309,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.03664784133434296,-0.09685089439153671,0.04654492437839508,-0.04459042847156525,0.100716233253479,0.04254700243473053,-3.7737855507202767e-08,-0.09685084968805313,0.0,-2.981977331728558e-08,0.10071631520986557,0.0,-0.02666711062192917,9.969833847378595e-10,1.0054666996002197
100,0.5000000000000003,0,0.4095415771007538,-0.01999860815703869,0.023394346237182617,0.46604761481285095,0.4653070867061615,-0.9392436146736145,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.0366482138633728,-0.0968509167432785,0.04654444754123688,-0.04459042847156525,0.100716233253479,0.04254676401615143,-0.0366482138633728,-0.0968509167432785,0.04654444754123688,-0.04459042847156525,0.100716233253479,0.04254676401615143,-0.02666711062192917,9.969833847378595e-10,1.0054664611816406
101,0.5050000000000003,0,0.4095415771007538,-0.01999860443174839,0.023394165560603142,0.4660477340221405,0.46530720591545105,-0.9392436146736145,-0.9173170924186707,0.0,0.0,0.0,0.0,-0.03664775937795639,-0.09685090184211731,0.04654458165168762,-0.04458995908498764,0.1007162481546402,0.04254695773124695,-0.0366482138633728,-0.0968509167432785,0.041372842258877225,-0.04459042847156525,0.100716233253479,0.04254676401615143,-0.026666998863220215,9.969672865040025e-10,1.0054666996002197
102,0.5100000000000003,0,0.4095415472984314,-0.01999860815703869,0.023394398391246796,0.4660476744174957,0.4653070867061615,-0.9392448663711548,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664784133434296,-0.09685089439153671,0.04654492437839508,-0.04459042847156525,0.100716233253479,0.04254700243473053,-0.0366482138633728,-0.0968509167432785,0.03620123697651757,-0.04459042847156525,0.100716233253479,0.04254676401615143,-0.02666711062192917,9.969833847378595e-10,1.0054666996002197
103,0.5150000000000003,0,0.4095417559146881,-0.01999860443174839,0.02339433878660202,0.46604758501052856,0.4653073847293854,-0.9392440319061279,-0.9173170328140259,0.0,0.0,0.0,0.0,-0.03664815425872803,-0.09685085713863373,0.04654450714588165,-0.04459042847156525,0.100716233253479,0.04254676401615143,-0.0366482138633728,-0.0968509167432785,0.03102963169415792,-0.04459042847156525,0.100716233253479,0.04254676401615143,-0.02666710689663887,9.969833847378595e-10,1.0054664611816406
104,0.5200000000000004,0,0.40954169631004333,-0.01999858394265175,0.023394260555505753,0.4660475254058838,0.465307354927063,-0.9392433762550354,-0.9173169732093811,0.0,0.0,0.0,0.0,-0.03664787858724594,-0.0968509167432785,0.04654417932033539,-0.04458993673324585,0.1007162481546402,0.04254671931266785,-0.0366482138633728,-0.0968509167432785,0.025858026411798265,-0.04459042847156525,0.100716233253479,0.04254676401615143,-0.026666980236768723,9.969672865040025e-10,1.0054664611816406
105,0.5250000000000004,0,0.42547938227653503,-0.01172091905027628,-0.0016400138847529888,0.5470898747444153,0.5712518095970154,-1.0208885669708252,-1.0443484783172607,0.0,0.0,0.0,0.0,-0.02581646293401718,-0.09685088694095612,0.04662574827671051,-0.034415438771247864,0.1007162407040596,0.05168361961841583,-0.0366482138633728,-0.0968509167432785,0.020686421129438613,-0.04459042847156525,0.100716233253479,0.04254676401615143,-0.011253491044044495,-6.989851752958742e-11,0.9894512891769409
106,0.5300000000000004,0,0.4381346106529236,0.007918098010122776,0.013775862753391266,0.577786386013031,0.6107829809188843,-1.0761761665344238,-1.090574026107788,0.0,0.0,0.0,0.0,-0.02619042992591858,-0.09685089439153671,0.04591895639896393,-0.04427472501993179,0.1007162481546402,0.04993642866611481,-0.0366482138633728,-0.0968509167432785,0.01551481584707896,-0.04459042847156525,0.100716233253479,0.04254676401615143,0.0039911032654345036,5.871043096128403e-10,0.976822555065155
107,0.5350000000000004,0,0.4410221576690674,0.019998636096715927,0.01999497227370739,0.5901003479957581,0.6255501508712769,-1.0880911350250244,-1.1079611778259277,0.0,0.0,0.0,0.0,-0.025942564010620117,-0.09685088694095612,0.046030133962631226,-0.04354636371135712,0.1007162481546402,0.05147057771682739,-0.0366482138633728,-0.0968509167432785,0.010343210564719306,-0.04459042847156525,0.100716233253479,0.04254676401615143,0.014298946596682072,8.521367500513577e-10,0.9739647507667542
108,0.5400000000000004,0,0.44147396087646484,0.01998886652290821,0.01826454885303974,0.5940840840339661,0.6303258538246155,-1.090095043182373,-1.114484429359436,0.0,0.0,0.0,0.0,-0.02593192458152771,-0.09685088694095612,0.04603862762451172,-0.04234734922647476,0.10071626305580139,0.052414849400520325,-0.0366482138633728,-0.0968509167432785,0.005171605282359656,-0.04459042847156525,0.100716233253479,0.04254676401615143,0.014782419428229332,7.783930167093445e-10,0.973503589630127
109,0.5450000000000004,0,0.4281713664531708,0.014403339475393295,-0.004069135058671236,0.5898971557617188,0.6634559631347656,-1.0292296409606934,-1.109924077987671,0.0,0.0,0.0,0.0,-0.02462104707956314,-0.09685088694095612,0.04665087163448334,-0.04614634066820145,0.10071627050638199,0.06540006399154663,-0.0366482138633728,-0.0968509167432785,0.0,-0.04459042847156525,0.100716233253479,0.04254676401615143,0.015563233755528927,-1.734279109211201e-10,0.986761212348938
110,0.5500000000000004,0,0.42085519433021545,0.010400688275694847,-0.01952660083770752,0.5903000831604004,0.6744786500930786,-0.9935120344161987,-1.1087833642959595,0.0,0.0,0.0,0.0,-0.023802071809768677,-0.0968509092926979,0.047002241015434265,-0.03972738981246948,0.1007162407040596,0.07232242822647095,-0.0366482138633728,-0.0968509167432785,-0.03,-0.04459042847156525,0.100716233253479,0.04254676401615143,0.01596665568649769,-8.32173163711758e-10,0.9941293001174927
111,0.5550000000000004,0,0.4189651608467102,0.008480356074869633,-0.024071307852864265,0.5900536179542542,0.6787096858024597,-0.9840853810310364,-1.1082148551940918,0.0,0.0,0.0,0.0,-0.023621737957000732,-0.09685088694095612,0.047083839774131775,-0.03937341272830963,0.100716233253479,0.07413645088672638,-0.0366482138633728,-0.0968509167432785,-0.03,-0.04459042847156525,0.100716233253479,0.04254676401615143,0.015341531485319138,-1.025817097932702e-09,0.9960474967956543
112,0.5600000000000004,0,0.4186338186264038,0.0068439217284321785,-0.025653546676039696,0.5896784663200378,0.6804704070091248,-0.982530415058136,-1.1079118251800537,0.0,0.0,0.0,0.0,-0.023638077080249786,-0.09685089439153671,0.047078847885131836,-0.040462009608745575,0.100716233253479,0.07444131374359131,-0.0366482138633728,-0.0968509167432785,-0.03,-0.04459042847156525,0.100716233253479,0.04254676401615143,0.014156011864542961,-1.0932330596347128e-09,0.9963899850845337
113,0.5650000000000004,0,0.3928743004798889,0.01041356846690178,-0.013708322308957577,0.5014390349388123,0.6739935278892517,-0.8496614098548889,-1.1099642515182495,0.0,0.0,0.0,0.0,-0.02162139117717743,-0.09685087203979492,0.047950491309165955,-0.0459369495511055,0.10071627050638199,0.1008039265871048,-0.0366482138633728,-0.0968509167432785,-0.03,-0.04459042847156525,0.100716233253479,0.04254676401615143,0.014321165159344673,-5.842317185589252e-10,1.0220826864242554
114,0.5700000000000004,0,0.38147589564323425,0.008199467323720455,-0.019240664318203926,0.47111979126930237,0.66994309425354,-0.7833066582679749,-1.1113777160644531,0.0,0.0,0.0,0.0,-0.020359139889478683,-0.09685085713863373,0.04836198687553406,-0.03807132691144943,0.100716233253479,0.11194281280040741,-0.0366482138633728,-0.0968509167432785,-0.03,-0.04459042847156525,0.100716233253479,0.04254676401615143,0.013683895580470562,-8.199808609887782e-10,1.0335067510604858
