step,sim_time,env_id,prismz,prismx,RevoluteJoint,q1_left,q1_right,q2_left,q2_right,act_q1_left,act_q2_left,act_q1_right,act_q2_right,foot_l_x,foot_l_y,foot_l_z,foot_r_x,foot_r_y,foot_r_z,com_x,com_y,com_z
131,0.6550000000000005,0,0.37104809284210205,0.11524543166160583,0.05237845331430435,-0.2906029522418976,-0.3365999460220337,0.6741030216217041,0.778584361076355,-0.602562665939331,-0.24713094532489777,7.595191478729248,-20.330673217773438,0.004253357648849487,-0.09685078263282776,0.04679693281650543,-6.017833948135376e-05,0.10071636736392975,0.06285086274147034,0.1003207415342331,2.2313539904672552e-09,1.044273018836975
132,0.6600000000000005,0,0.36908090114593506,0.109586700797081,0.0523655004799366,-0.2927702069282532,-0.33562129735946655,0.6650881767272949,0.7800738215446472,-0.543971836566925,-0.29377639293670654,6.912014007568359,-21.88133430480957,0.0038169920444488525,-0.09685078263282776,0.04697461426258087,-0.0070139095187187195,0.10071639716625214,0.06520785391330719,0.09466563910245895,2.230812201631238e-09,1.0462398529052734
133,0.6650000000000005,0,0.3581133186817169,0.10512388497591019,0.052372533828020096,-0.25770267844200134,-0.3380856513977051,0.5875341892242432,0.8097214698791504,-0.543971836566925,-0.29377639293670654,6.912014007568359,-21.88133430480957,0.0021716877818107605,-0.09685078263282776,0.0476546585559845,-0.020676329731941223,0.10071638226509094,0.08214156329631805,0.09020090103149414,2.2310990832608013e-09,1.057207703590393
134,0.6700000000000005,0,0.3532863259315491,0.09961424022912979,0.05235155671834946,-0.24616602063179016,-0.33868107199668884,0.5530321598052979,0.82086181640625,-0.543971836566925,-0.29377639293670654,6.912014007568359,-21.88133430480957,0.001255616545677185,-0.09685079753398895,0.04798881709575653,-0.02982337400317192,0.10071635246276855,0.08931304514408112,0.08469721674919128,2.2302066859936076e-09,1.0620343685150146
135,0.6750000000000005,0,0.35133597254753113,0.09624985605478287,0.052287932485342026,-0.24287094175815582,-0.3385411500930786,0.5393342971801758,0.8250214457511902,-0.543971836566925,-0.29377639293670654,6.912014007568359,-21.88133430480957,0.0008361898362636566,-0.09685078263282776,0.04813355207443237,-0.034744493663311005,0.10071635246276855,0.0921800285577774,0.08135086297988892,2.2275121747128424e-09,1.0639837980270386
136,0.6800000000000005,0,0.3508003354072571,0.09572884440422058,0.0523570217192173,-0.24141789972782135,-0.3385811746120453,0.5351870656013489,0.8265106678009033,-0.5388827919960022,-0.2928209900856018,6.664676189422607,-22.683183670043945,0.0007297694683074951,-0.09685078263282776,0.048171818256378174,-0.03586868569254875,0.10071638971567154,0.09304824471473694,0.08081023395061493,2.230445383943902e-09,1.0645204782485962
137,0.6850000000000005,0,0.3422486484050751,0.09685653448104858,0.05237974226474762,-0.19758616387844086,-0.3386220633983612,0.45432567596435547,0.8496337532997131,-0.5388827919960022,-0.2928209900856018,6.664676189422607,-22.683183670043945,-0.0007299706339836121,-0.09685078263282776,0.048662468791007996,-0.04316713660955429,0.10071638226509094,0.1067872941493988,0.08193142712116241,2.2314177172688687e-09,1.0730725526809692
138,0.6900000000000005,0,0.3389609754085541,0.09545368701219559,0.05236988887190819,-0.18170280754566193,-0.3386076092720032,0.42109808325767517,0.8582557439804077,-0.5388827919960022,-0.2928209900856018,6.664676189422607,-22.683183670043945,-0.0014222562313079834,-0.09685079753398895,0.04886913299560547,-0.04767966270446777,0.10071637481451035,0.11205948889255524,0.08053145557641983,2.230987838913734e-09,1.0763602256774902
139,0.6950000000000005,0,0.3375665545463562,0.09353963285684586,0.05236509442329407,-0.17680330574512482,-0.3382834792137146,0.4075927138328552,0.861480176448822,-0.5388827919960022,-0.2928209900856018,6.664676189422607,-22.683183670043945,-0.001772817224264145,-0.09685079753398895,0.04896619915962219,-0.050990235060453415,0.10071636736392975,0.11424034833908081,0.07861868292093277,2.2307966585088934e-09,1.077754259109497
140,0.7000000000000005,0,0.33696767687797546,0.09229438006877899,0.052363552153110504,-0.17535708844661713,-0.3380504846572876,0.4020971357822418,0.8626866340637207,-0.504285454750061,-0.3218567371368408,5.958383560180664,-22.11910057067871,-0.0019337423145771027,-0.09685078263282776,0.049011752009391785,-0.052840568125247955,0.10071638226509094,0.11514797806739807,0.07737395912408829,2.2307169444957253e-09,1.0783531665802002
141,0.7050000000000005,0,0.33254626393318176,0.09140581637620926,0.05237724259495735,-0.14829710125923157,-0.32935529947280884,0.34890323877334595,0.8696979880332947,-0.504285454750061,-0.3218567371368408,5.958383560180664,-22.11910057067871,-0.0029791705310344696,-0.09685079753398895,0.049292176961898804,-0.06274691969156265,0.10071635991334915,0.12230217456817627,0.07648145407438278,2.2313062508771964e-09,1.0827747583389282
142,0.7100000000000005,0,0.33063846826553345,0.08883001655340195,0.05236847698688507,-0.13914436101913452,-0.32578152418136597,0.3259980082511902,0.8724133968353271,-0.504285454750061,-0.3218567371368408,5.958383560180664,-22.11910057067871,-0.0035384930670261383,-0.09685081988573074,0.04942597448825836,-0.06893754005432129,0.10071641206741333,0.12532490491867065,0.07390810549259186,2.2309394331898602e-09,1.0846827030181885
143,0.7150000000000005,0,0.3297552168369293,0.08653085678815842,0.05236333981156349,-0.1365915983915329,-0.3242713212966919,0.3161684274673462,0.8734687566757202,-0.504285454750061,-0.3218567371368408,5.958383560180664,-22.11910057067871,-0.0038358867168426514,-0.09685080498456955,0.04949311912059784,-0.07272758334875107,0.10071638226509094,0.12666229903697968,0.07161043584346771,2.2307169444957253e-09,1.0855656862258911
144,0.7200000000000005,0,0.329396516084671,0.08542966842651367,0.052364032715559006,-0.13581500947475433,-0.32369041442871094,0.3122866749763489,0.8738669157028198,-0.4381411075592041,-0.3600267767906189,2.5524613857269287,-20.085813522338867,-0.003958370536565781,-0.09685081243515015,0.04952172935009003,-0.07440261542797089,0.10071640461683273,0.12719517946243286,0.07050903886556625,2.2307486968742296e-09,1.0859242677688599
145,0.7250000000000005,0,0.32944729924201965,0.08465604484081268,0.05237601697444916,-0.137689471244812,-0.2957104742527008,0.31406331062316895,0.842490553855896,-0.4381411075592041,-0.3600267767906189,2.5524613857269287,-20.085813522338867,-0.003947988152503967,-0.09685081243515015,0.04952681064605713,-0.08498828113079071,0.10071638971567154,0.12343071401119232,0.06973200291395187,2.2312585112871375e-09,1.0858739614486694
146,0.7300000000000005,0,0.329215407371521,0.08268141001462936,0.05236825346946716,-0.13938261568546295,-0.2846869230270386,0.31297385692596436,0.8309831023216248,-0.4381411075592041,-0.3600267767906189,2.5524613857269287,-20.085813522338867,-0.004066258668899536,-0.09685080498456955,0.04954862594604492,-0.09113578498363495,0.10071635991334915,0.12248888611793518,0.06775960326194763,2.2309238900675155e-09,1.0861055850982666
147,0.7350000000000005,0,0.32898926734924316,0.08104892075061798,0.05236490070819855,-0.14051739871501923,-0.2806757688522339,0.3115486800670624,0.8267717361450195,-0.4381411075592041,-0.3600267767906189,2.5524613857269287,-20.085813522338867,-0.004166770726442337,-0.09685081243515015,0.049570515751838684,-0.09428046643733978,0.10071638226509094,0.12229394912719727,0.06612807512283325,2.230780671297339e-09,1.0863314867019653
148,0.7400000000000005,0,0.32889223098754883,0.08037185668945312,0.05236515402793884,-0.14095546305179596,-0.2792699635028839,0.31089892983436584,0.8252145051956177,-0.3436087369918823,-0.3545430898666382,-6.69053840637207,-15.135631561279297,-0.004212770611047745,-0.09685082733631134,0.04958024621009827,-0.09546076506376266,0.10071640461683273,0.1222255527973175,0.06545090675354004,2.2307966585088934e-09,1.0864286422729492
149,0.7450000000000006,0,0.3290281593799591,0.0796787366271019,0.05238541588187218,-0.14375285804271698,-0.22430124878883362,0.31404292583465576,0.7397788763046265,-0.3436087369918823,-0.3545430898666382,-6.69053840637207,-15.135631561279297,-0.003945101052522659,-0.09685079753398895,0.049581244587898254,-0.1071876585483551,0.10071638226509094,0.11048868298530579,0.06475202739238739,2.2316577474867927e-09,1.08629310131073
150,0.7500000000000006,0,0.32884833216667175,0.07765746116638184,0.05236886814236641,-0.14582116901874542,-0.20296166837215424,0.31358712911605835,0.7082377672195435,-0.3436087369918823,-0.3545430898666382,-6.69053840637207,-15.135631561279297,-0.004053432494401932,-0.09685081243515015,0.04960019886493683,-0.11405438929796219,0.10071637481451035,0.10694347321987152,0.06273543834686279,2.2309558644906247e-09,1.086472749710083
151,0.7550000000000006,0,0.3286195695400238,0.0758366659283638,0.05236268788576126,-0.14717131853103638,-0.19531849026679993,0.31216907501220703,0.6966233849525452,-0.3436087369918823,-0.3545430898666382,-6.69053840637207,-15.135631561279297,-0.0041627176105976105,-0.09685080498456955,0.04962259531021118,-0.11749587208032608,0.10071641206741333,0.10581989586353302,0.060916461050510406,2.230684748028011e-09,1.0867012739181519
152,0.7600000000000006,0,0.32851794362068176,0.07505524903535843,0.05236274376511574,-0.1477186381816864,-0.19262300431728363,0.3114983141422272,0.6923326849937439,-0.1803429275751114,-0.27579599618911743,-15.326142311096191,-2.6993916034698486,-0.004213955253362656,-0.09685079753398895,0.04963347315788269,-0.11878056824207306,0.10071638226509094,0.10540851950645447,0.060135044157505035,2.230684748028011e-09,1.0868029594421387
153,0.7650000000000006,0,0.3285561203956604,0.07377810776233673,0.05167587473988533,-0.15063677728176117,-0.11341020464897156,0.31416988372802734,0.5574673414230347,-0.1803429275751114,-0.27579599618911743,-15.326142311096191,-2.6993916034698486,-0.0032996535301208496,-0.09685080498456955,0.049634188413619995,-0.13057860732078552,0.10071635991334915,0.09007304906845093,0.0590534508228302,2.201449689209767e-09,1.0867547988891602
154,0.7700000000000006,0,0.32838448882102966,0.07249149680137634,0.05236849933862686,-0.15266692638397217,-0.08168252557516098,0.3131304681301117,0.5078083276748657,-0.1803429275751114,-0.27579599618911743,-15.326142311096191,-2.6993916034698486,-0.0033970624208450317,-0.09685081243515015,0.049661293625831604,-0.1388522833585739,0.10071638971567154,0.08620913326740265,0.057569585740566254,2.2309394331898602e-09,1.0869364738464355
155,0.7750000000000006,0,0.3282202184200287,0.0710417777299881,0.052361100912094116,-0.15380030870437622,-0.07078862935304642,0.3121176064014435,0.48941221833229065,-0.1803429275751114,-0.27579599618911743,-15.326142311096191,-2.6993916034698486,-0.0034803077578544617,-0.09685081243515015,0.04967842996120453,-0.14186204969882965,0.10071637481451035,0.08479824662208557,0.05612200126051903,2.2306212432710026e-09,1.087100625038147
156,0.7800000000000006,0,0.328168123960495,0.07057969272136688,0.05236198753118515,-0.15416979789733887,-0.06698098033666611,0.31180596351623535,0.48260271549224854,0.0006128000095486641,-0.14240743219852448,-14.949718475341797,8.708881378173828,-0.003509044647216797,-0.09685081243515015,0.04968535900115967,-0.14272621273994446,0.10071637481451035,0.08424368500709534,0.0556597039103508,2.230653217694112e-09,1.0871528387069702
157,0.7850000000000006,0,0.32807984948158264,0.06630051881074905,0.04386816546320915,-0.15511396527290344,0.06125101074576378,0.3181477189064026,0.26156073808670044,0.0006128000095486641,-0.14240743219852448,-14.949718475341797,8.708881378173828,0.0015634037554264069,-0.09685079753398895,0.04970249533653259,-0.1517239212989807,0.10071635991334915,0.0687595009803772,0.053799036890268326,1.8690653469377594e-09,1.0871245861053467
158,0.7900000000000006,0,0.3275969326496124,0.06908499449491501,0.0523732528090477,-0.16065174341201782,0.11574354767799377,0.3093898892402649,0.16870340704917908,0.0006128000095486641,-0.14240743219852448,-14.949718475341797,8.708881378173828,0.001329813152551651,-0.09685081243515015,0.049755945801734924,-0.1665469855070114,0.10071633756160736,0.06852978467941284,0.05416180565953255,2.2311308356393056e-09,1.087724208831787
159,0.7950000000000006,0,0.3277257978916168,0.06977719813585281,0.052365511655807495,-0.1605553925037384,0.13334853947162628,0.310730516910553,0.13403305411338806,0.0006128000095486641,-0.14240743219852448,-14.949718475341797,8.708881378173828,0.0013904683291912079,-0.09685082733631134,0.04974573850631714,-0.16597318649291992,0.10071633756160736,0.06730295717716217,0.05485614389181137,2.230812201631238e-09,1.087594985961914
160,0.8000000000000006,0,0.3278726041316986,0.07079285383224487,0.05236648768186569,-0.16008172929286957,0.13937321305274963,0.31203898787498474,0.12116853892803192,0.056738708168268204,0.13124969601631165,-15.105363845825195,16.306520462036133,0.0014665424823760986,-0.09685081243515015,0.049732476472854614,-0.16458123922348022,0.10071635246276855,0.06670533120632172,0.05587158352136612,2.2308441760543474e-09,1.0874485969543457
161,0.8050000000000006,0,0.32807376980781555,0.06830956786870956,0.04700051248073578,-0.1614997237920761,0.2570686340332031,0.31904783844947815,-0.08288579434156418,0.056738708168268204,0.13124969601631165,-15.105363845825195,16.306520462036133,0.004307739436626434,-0.09685083478689194,0.049723222851753235,-0.17076094448566437,0.10071634501218796,0.06720922887325287,0.05491601675748825,2.0024371050197942e-09,1.087171196937561
162,0.8100000000000006,0,0.327688992023468,0.06962715834379196,0.05237049609422684,-0.1650557518005371,0.3056904673576355,0.3126799464225769,-0.1630716174840927,0.056738708168268204,0.13124969601631165,-15.105363845825195,16.306520462036133,0.004121750593185425,-0.09685079753398895,0.04976615309715271,-0.18190227448940277,0.10071635991334915,0.07254280149936676,0.05470471829175949,2.2310191472030283e-09,1.087632179260254
163,0.8150000000000006,0,0.3275860548019409,0.06864003837108612,0.05236073583364487,-0.16578245162963867,0.3218841850757599,0.3119339942932129,-0.19289962947368622,0.056738708168268204,0.13124969601631165,-15.105363845825195,16.306520462036133,0.0040586963295936584,-0.09685081243515015,0.04977668821811676,-0.1832886040210724,0.10071632266044617,0.07390770316123962,0.05372036620974541,2.230605256059448e-09,1.0877348184585571
164,0.8200000000000006,0,0.3275490999221802,0.06828532367944717,0.0523587204515934,-0.16604922711849213,0.3275735080242157,0.311671644449234,-0.2039364129304886,0.019931752234697342,0.09366098046302795,-14.853331565856934,18.829944610595703,0.004036039113998413,-0.09685081988573074,0.049781545996665955,-0.18353819847106934,0.10071631520986557,0.07438884675502777,0.05336618795990944,2.230525764090885e-09,1.0877718925476074
165,0.8250000000000006,0,0.3274519443511963,0.06265351921319962,0.04824792221188545,-0.16765162348747253,0.22841323912143707,0.3145873546600342,-0.02204137109220028,0.019931752234697342,0.09366098046302795,-14.853331565856934,18.829944610595703,0.003937099128961563,-0.09685081988573074,0.04981134831905365,-0.18027593195438385,0.10071634501218796,0.06804460287094116,0.04890473186969757,2.0555483981610223e-09,1.0878099203109741
166,0.8300000000000006,0,0.32719963788986206,0.055756665766239166,0.04351230338215828,-0.1686323583126068,0.1885935217142105,0.3154788613319397,0.04639028012752533,0.019931752234697342,0.09366098046302795,-14.853331565856934,18.829944610595703,0.003738194704055786,-0.09685079753398895,0.049842700362205505,-0.1771436333656311,0.10071633756160736,0.06632392108440399,0.0433565117418766,1.8539162427444467e-09,1.0880002975463867
167,0.8350000000000006,0,0.3267907500267029,0.049667008221149445,0.040888454765081406,-0.17026694118976593,0.1752486675977707,0.31311172246932983,0.07186079770326614,0.019931752234697342,0.09366098046302795,-14.853331565856934,18.829944610595703,0.0034620575606822968,-0.09685080498456955,0.04988841712474823,-0.17950044572353363,0.10071636736392975,0.0663718730211258,0.03801417723298073,1.7421849518584054e-09,1.088377594947815
168,0.8400000000000006,0,0.32647261023521423,0.04418720304965973,0.03808842971920967,-0.17125187814235687,0.17074233293533325,0.3113713562488556,0.08132720738649368,0.026027802377939224,0.10831764340400696,-15.725423812866211,18.433658599853516,0.0032325759530067444,-0.09685078263282776,0.049926817417144775,-0.18156522512435913,0.10071636736392975,0.06627202033996582,0.033332012593746185,1.622931011802109e-09,1.0886640548706055
169,0.8450000000000006,0,0.3262699842453003,0.0396525077521801,0.037280935794115067,-0.1747373342514038,0.17906631529331207,0.3104753792285919,0.05900473892688751,0.026027802377939224,0.10831764340400696,-15.725423812866211,18.433658599853516,0.003016749396920204,-0.09685082733631134,0.04996170103549957,-0.18259647488594055,0.10071632266044617,0.06533581018447876,0.029027335345745087,1.5885417425920423e-09,1.0888581275939941
170,0.8500000000000006,0,0.32605409622192383,0.03582218289375305,0.036223337054252625,-0.17662817239761353,0.18271712958812714,0.30886778235435486,0.050832562148571014,0.026027802377939224,0.10831764340400696,-15.725423812866211,18.433658599853516,0.002823345363140106,-0.09685081988573074,0.049992576241493225,-0.1846274733543396,0.10071635991334915,0.06511692702770233,0.025498300790786743,1.5434963307470184e-09,1.0890629291534424
171,0.8550000000000006,0,0.3259449005126953,0.032347261905670166,0.03405318409204483,-0.17710474133491516,0.18385683000087738,0.3086525797843933,0.047782257199287415,0.026027802377939224,0.10831764340400696,-15.725423812866211,18.433658599853516,0.002704959362745285,-0.09685081243515015,0.05001194775104523,-0.18492546677589417,0.10071633756160736,0.06463520228862762,0.02264156937599182,1.4510714851923012e-09,1.0891504287719727
172,0.8600000000000007,0,0.32587864995002747,0.02939058281481266,0.03189889341592789,-0.17718763649463654,0.18419823050498962,0.30877792835235596,0.04664389789104462,0.027492765337228775,0.09592863917350769,-15.926111221313477,17.372085571289062,0.0026166383177042007,-0.09685079753398895,0.05002528429031372,-0.18486632406711578,0.10071635991334915,0.0641772449016571,0.020298749208450317,1.3592950098839651e-09,1.0891964435577393
173,0.8650000000000007,0,0.3257960379123688,0.027872975915670395,0.03312283381819725,-0.18036772310733795,0.1789056956768036,0.30783894658088684,0.049645017832517624,0.027492765337228775,0.09592863917350769,-15.926111221313477,17.372085571289062,0.0024968795478343964,-0.09685080498456955,0.05004367232322693,-0.1849381923675537,0.10071634501218796,0.06381009519100189,0.018432430922985077,1.4114296398304305e-09,1.0892903804779053
174,0.8700000000000007,0,0.3257373869419098,0.026286890730261803,0.03289223834872246,-0.18158894777297974,0.1769525557756424,0.30738312005996704,0.05076143145561218,0.027492765337228775,0.09592863917350769,-15.926111221313477,17.372085571289062,0.002415331080555916,-0.09685081988573074,0.05005590617656708,-0.18510036170482635,0.10071634501218796,0.06356121599674225,0.01691196858882904,1.4016184879395155e-09,1.0893468856811523
175,0.8750000000000007,0,0.32570236921310425,0.024924498051404953,0.032216232270002365,-0.18202608823776245,0.17623735964298248,0.3072553873062134,0.05117366835474968,0.027492765337228775,0.09592863917350769,-15.926111221313477,17.372085571289062,0.0023624859750270844,-0.09685082733631134,0.050063639879226685,-0.18516699969768524,0.10071635246276855,0.06336037814617157,0.01574217900633812,1.3728229664167202e-09,1.089375615119934
176,0.8800000000000007,0,0.3256801664829254,0.023914825171232224,0.0315844900906086,-0.1821793019771576,0.17597369849681854,0.30722033977508545,0.05132557451725006,0.03294539824128151,0.05234602838754654,-16.03010368347168,15.824556350708008,0.002330595627427101,-0.09685081988573074,0.05006815493106842,-0.1851973831653595,0.10071636736392975,0.06321565806865692,0.014912517741322517,1.3459099390544793e-09,1.089392066001892
177,0.8850000000000007,0,0.3255595266819,0.0257832333445549,0.03635242208838463,-0.18598249554634094,0.12836508452892303,0.30431562662124634,0.13503892719745636,0.03294539824128151,0.05234602838754654,-16.03010368347168,15.824556350708008,0.002249928191304207,-0.09685082733631134,0.050082623958587646,-0.1854182332754135,0.10071638226509094,0.065018430352211,0.01542254351079464,1.5489995952577829e-09,1.0895588397979736
178,0.8900000000000007,0,0.3256877362728119,0.025922823697328568,0.03570092096924782,-0.18586891889572144,0.10921554267406464,0.3063187003135681,0.1657867431640625,0.03294539824128151,0.05234602838754654,-16.03010368347168,15.824556350708008,0.0023114774376153946,-0.09685083478689194,0.05007275938987732,-0.18147163093090057,0.10071635991334915,0.06504595279693604,0.01574777625501156,1.5212441306644564e-09,1.0894241333007812
179,0.8950000000000007,0,0.3256804347038269,0.026443827897310257,0.03654450550675392,-0.18639816343784332,0.10274898260831833,0.305948406457901,0.17723047733306885,0.03294539824128151,0.05234602838754654,-16.03010368347168,15.824556350708008,0.002308463677763939,-0.09685080498456955,0.050072088837623596,-0.18148000538349152,0.10071636736392975,0.06551297008991241,0.016028404235839844,1.5571824940607826e-09,1.089439868927002
180,0.9000000000000007,0,0.3256648778915405,0.02727416716516018,0.03763067349791527,-0.18682686984539032,0.10060112923383713,0.305341511964798,0.1814923733472824,0.020971331745386124,-0.07091972231864929,-16.290233612060547,12.751092910766602,0.002310546115040779,-0.09685083478689194,0.05007147789001465,-0.1820659041404724,0.10071634501218796,0.06591778993606567,0.016549352556467056,1.6034394922925799e-09,1.0894672870635986
181,0.9050000000000007,0,0.32561010122299194,0.029702099040150642,0.04221032187342644,-0.19004040956497192,0.0845840647816658,0.30309629440307617,0.2053181529045105,0.020971331745386124,-0.07091972231864929,-16.290233612060547,12.751092910766602,0.0022733379155397415,-0.09685083478689194,0.05007728934288025,-0.182342067360878,0.10071633756160736,0.06714797019958496,0.017672721296548843,1.7984823630357027e-09,1.0895740985870361
182,0.9100000000000007,0,0.32565557956695557,0.03167830780148506,0.04428008198738098,-0.190913125872612,0.07830553501844406,0.30289116501808167,0.21408244967460632,0.020971331745386124,-0.07091972231864929,-16.290233612060547,12.751092910766602,0.0023153703659772873,-0.09685081988573074,0.05007109045982361,-0.18154408037662506,0.10071634501218796,0.06757453083992004,0.019059497863054276,1.8866070927714418e-09,1.0895540714263916
183,0.9150000000000007,0,0.3257025480270386,0.03399207070469856,0.046367112547159195,-0.19136255979537964,0.07613153010606766,0.3025708794593811,0.217337965965271,0.020971331745386124,-0.07091972231864929,-16.290233612060547,12.751092910766602,0.002371193841099739,-0.09685080498456955,0.05006253719329834,-0.18151721358299255,0.10071638226509094,0.068020299077034,0.02077886275947094,1.9754740065991427e-09,1.089534044265747
184,0.9200000000000007,0,0.32577064633369446,0.03677669167518616,0.048623114824295044,-0.19158229231834412,0.07538378983736038,0.3023383617401123,0.21854694187641144,0.008929972536861897,-0.18820147216320038,-16.9556884765625,8.156915664672852,0.002447810024023056,-0.09685080498456955,0.05005131661891937,-0.1815638244152069,0.10071635246276855,0.06847028434276581,0.02292104810476303,2.0715240633961685e-09,1.0894966125488281
185,0.9250000000000007,0,0.32586735486984253,0.040115758776664734,0.05116978660225868,-0.19167743623256683,0.07511765509843826,0.30221396684646606,0.2189931571483612,0.008929972536861897,-0.18820147216320038,-16.9556884765625,8.156915664672852,0.0025462619960308075,-0.09685079753398895,0.05003631114959717,-0.18151406943798065,0.10071635991334915,0.0689462423324585,0.02553515136241913,2.1799122507104585e-09,1.0894358158111572
186,0.9300000000000007,0,0.3260365426540375,0.04305146634578705,0.05237160250544548,-0.1909111887216568,0.07491929084062576,0.30355653166770935,0.21911391615867615,0.008929972536861897,-0.18820147216320038,-16.9556884765625,8.156915664672852,0.0026916246861219406,-0.09685080498456955,0.05001729726791382,-0.18003547191619873,0.10071638971567154,0.06902278959751129,0.02812870405614376,2.231066886793087e-09,1.0892844200134277
187,0.9350000000000007,0,0.32615169882774353,0.04422144591808319,0.052370958030223846,-0.19025924801826477,0.07457857578992844,0.30486008524894714,0.21910429000854492,0.008929972536861897,-0.18820147216320038,-16.9556884765625,8.156915664672852,0.002774519845843315,-0.09685083478689194,0.0500045120716095,-0.17858612537384033,0.10071636736392975,0.06883931159973145,0.029298897832632065,2.2310355785037927e-09,1.0891693830490112
188,0.9400000000000007,0,0.32614773511886597,0.04415452852845192,0.05236850306391716,-0.19030727446079254,0.0745513066649437,0.30481481552124023,0.21912524104118347,0.021086279302835464,-0.2283468246459961,-17.101118087768555,0.9033238887786865,0.0027695447206497192,-0.09685081243515015,0.05000413954257965,-0.1786368489265442,0.10071635991334915,0.06884036958217621,0.02923261560499668,2.2309394331898602e-09,1.0891733169555664
189,0.9450000000000007,0,0.3260815143585205,0.043444108217954636,0.05236461013555527,-0.1907206028699875,0.07467369735240936,0.30406883358955383,0.21916720271110535,0.021086279302835464,-0.2283468246459961,-17.101118087768555,0.9033238887786865,0.0027201641350984573,-0.09685079753398895,0.05001130700111389,-0.17945712804794312,0.10071637481451035,0.06893572211265564,0.028523370623588562,2.230765128174994e-09,1.089239239692688
190,0.9500000000000007,0,0.3260113000869751,0.04268897697329521,0.05236141383647919,-0.191156804561615,0.0748143196105957,0.3032686412334442,0.21920765936374664,0.021086279302835464,-0.2283468246459961,-17.101118087768555,0.9033238887786865,0.002666739746928215,-0.09685082733631134,0.05001877248287201,-0.18033812940120697,0.10071634501218796,0.06903861463069916,0.027769092470407486,2.230637452527162e-09,1.0893094539642334
191,0.9550000000000007,0,0.3259689509868622,0.042233243584632874,0.05236059054732323,-0.1914207935333252,0.07490020245313644,0.30278292298316956,0.21923160552978516,0.021086279302835464,-0.2283468246459961,-17.101118087768555,0.9033238887786865,0.002634875476360321,-0.09685082733631134,0.050023630261421204,-0.1808716356754303,0.10071635991334915,0.06910118460655212,0.02731357142329216,2.230605256059448e-09,1.0893518924713135
192,0.9600000000000007,0,0.3259592354297638,0.042135681957006454,0.052362389862537384,-0.19147877395153046,0.07491792738437653,0.3026748299598694,0.2192372828722,0.1654396653175354,-0.21673226356506348,-13.03604507446289,-7.07951545715332,0.002628784626722336,-0.09685079008340836,0.05002492666244507,-0.1809878647327423,0.10071633756160736,0.06911572813987732,0.027215585112571716,2.2306689828610615e-09,1.0893616676330566
193,0.9650000000000007,0,0.32597193121910095,0.042273834347724915,0.052364204078912735,-0.191399484872818,0.07489088177680969,0.3028186559677124,0.21923084557056427,0.1654396653175354,-0.21673226356506348,-13.03604507446289,-7.07951545715332,0.0026382561773061752,-0.09685079008340836,0.05002352595329285,-0.18082761764526367,0.10071636736392975,0.06909686326980591,0.027353204786777496,2.2307486968742296e-09,1.0893489122390747
194,0.9700000000000008,0,0.3259908854961395,0.04248018562793732,0.0523647703230381,-0.19127972424030304,0.07485125213861465,0.30303752422332764,0.21922075748443604,0.1654396653175354,-0.21673226356506348,-13.03604507446289,-7.07951545715332,0.002652401104569435,-0.09685082733631134,0.0500212162733078,-0.18058648705482483,0.10071637481451035,0.06906910240650177,0.027559343725442886,2.230780671297339e-09,1.0893298387527466
195,0.9750000000000008,0,0.3260054588317871,0.042635057121515274,0.05236499384045601,-0.1911901831626892,0.07482148706912994,0.30320310592651367,0.21921297907829285,0.1654396653175354,-0.21673226356506348,-13.03604507446289,-7.07951545715332,0.0026635434478521347,-0.09685084968805313,0.050019532442092896,-0.18040427565574646,0.10071636736392975,0.06904749572277069,0.027714215219020844,2.230780671297339e-09,1.0893152952194214
196,0.9800000000000008,0,0.3260110020637512,0.04269564151763916,0.052364882081747055,-0.1911550611257553,0.07480987161397934,0.30326834321022034,0.21920986473560333,0.3451939821243286,-0.1453484445810318,-2.2160491943359375,-12.286131858825684,0.002667410299181938,-0.09685081243515015,0.05001915991306305,-0.18033310770988464,0.10071636736392975,0.06903932988643646,0.02777479961514473,2.230780671297339e-09,1.089309811592102
197,0.9850000000000008,0,0.32600951194763184,0.042679425328969955,0.05236470326781273,-0.19116464257240295,0.07481303811073303,0.3032512962818146,0.2192106544971466,0.3451939821243286,-0.1453484445810318,-2.2160491943359375,-12.286131858825684,0.0026664994657039642,-0.09685081988573074,0.05001947283744812,-0.1803523600101471,0.10071636736392975,0.0690416693687439,0.027758583426475525,2.230780671297339e-09,1.0893112421035767
198,0.9900000000000008,0,0.3260047435760498,0.04262834042310715,0.05236449092626572,-0.19119389355182648,0.07482273131608963,0.30319744348526,0.21921312808990479,0.3451939821243286,-0.1453484445810318,-2.2160491943359375,-12.286131858825684,0.0026627928018569946,-0.09685081988573074,0.0500197559595108,-0.1804114282131195,0.10071638226509094,0.06904831528663635,0.027707602828741074,2.230765128174994e-09,1.0893160104751587
199,0.9950000000000008,0,0.3260005712509155,0.042580462992191315,0.05236435681581497,-0.19122181832790375,0.07483194023370743,0.30314603447914124,0.21921557188034058,0.3451939821243286,-0.1453484445810318,-2.2160491943359375,-12.286131858825684,0.002659732475876808,-0.09685081243515015,0.05002020299434662,-0.1804679036140442,0.10071636736392975,0.06905458867549896,0.02765972539782524,2.230765128174994e-09,1.0893203020095825
