step,sim_time,env_id,prismz,prismx,RevoluteJoint,q1_left,q1_right,q2_left,q2_right,act_q1_left,act_q2_left,act_q1_right,act_q2_right,foot_l_x,foot_l_y,foot_l_z,foot_r_x,foot_r_y,foot_r_z,com_x,com_y,com_z
10,0.049999999999999996,0,0.32664868235588074,0.04081010818481445,0.037383753806352615,-0.160866379737854,-0.16093818843364716,0.30985623598098755,0.3015908896923065,-0.25910404324531555,0.00419115275144577,7.839112281799316,-17.69325828552246,-0.007131829857826233,-0.09685080498456955,0.04986736178398132,-0.003593210130929947,0.10071632266044617,0.04922468960285187,0.030155595391988754,1.5929283447846387e-09,1.0884804725646973
11,0.05499999999999999,0,0.3271009027957916,0.050427116453647614,0.044488146901130676,-0.16120411455631256,-0.1611425280570984,0.3102932274341583,0.30208441615104675,-0.25910404324531555,0.00419115275144577,7.839112281799316,-17.69325828552246,-0.006821662187576294,-0.09685080498456955,0.04981367290019989,-0.003421485424041748,0.10071633756160736,0.049154043197631836,0.03774900361895561,1.8954733338460983e-09,1.088111400604248
12,0.05999999999999999,0,0.32770347595214844,0.06166103482246399,0.05242052674293518,-0.1610027402639389,-0.16095897555351257,0.3107610046863556,0.3022860884666443,-0.33111944794654846,-0.0511055551469326,11.201385498046875,-17.22343635559082,-0.006443070247769356,-0.09685078263282776,0.04975549876689911,-0.0029224827885627747,0.10071634501218796,0.049043744802474976,0.04672430455684662,2.233155438347012e-09,1.087618112564087
13,0.06499999999999999,0,0.3285289704799652,0.0676538273692131,0.05238451808691025,-0.1576690524816513,-0.16212153434753418,0.3175601363182068,0.3020261526107788,-0.33111944794654846,-0.0511055551469326,11.201385498046875,-17.22343635559082,-0.005993593484163284,-0.09685083478689194,0.04967533051967621,0.004185821861028671,0.10071630775928497,0.048150792717933655,0.05272744223475456,2.231609341762919e-09,1.0867923498153687
14,0.06999999999999999,0,0.32877522706985474,0.06931442022323608,0.052379559725522995,-0.1567910611629486,-0.16256967186927795,0.31953415274620056,0.30193957686424255,-0.33111944794654846,-0.0511055551469326,11.201385498046875,-17.22343635559082,-0.0058746300637722015,-0.09685081988573074,0.04965008795261383,0.0062583573162555695,0.10071633756160736,0.04788023233413696,0.05438941717147827,2.231402174146524e-09,1.0865458250045776
15,0.075,0,0.32858920097351074,0.06792809069156647,0.05237248167395592,-0.15761688351631165,-0.16235628724098206,0.3180988132953644,0.30201518535614014,-0.33111944794654846,-0.0511055551469326,11.201385498046875,-17.22343635559082,-0.0059721097350120544,-0.09685079008340836,0.049665048718452454,0.004673868417739868,0.10071633756160736,0.04808002710342407,0.05300511419773102,2.2310990832608013e-09,1.0867317914962769
16,0.08,0,0.32825660705566406,0.0654817596077919,0.05236590653657913,-0.15902963280677795,-0.16191458702087402,0.31546303629875183,0.30214834213256836,-0.35632675886154175,-0.07440924644470215,11.731167793273926,-15.810553550720215,-0.006144300103187561,-0.09685079753398895,0.04969532787799835,0.0018160678446292877,0.10071635246276855,0.04843965172767639,0.0505605973303318,2.2308284108873977e-09,1.087064266204834
17,0.085,0,0.3279884159564972,0.06350720673799515,0.05236170440912247,-0.16015656292438507,-0.1615530252456665,0.31329408288002014,0.30225563049316406,-0.35632675886154175,-0.07440924644470215,11.731167793273926,-15.810553550720215,-0.006277410313487053,-0.09685078263282776,0.049722522497177124,-0.0004958286881446838,0.10071632266044617,0.048730120062828064,0.048587217926979065,2.230653217694112e-09,1.0873326063156128
18,0.09000000000000001,0,0.3278636336326599,0.06258288025856018,0.052362553775310516,-0.16067160665988922,-0.16139507293701172,0.31225359439849854,0.30230411887168884,-0.35632675886154175,-0.07440924644470215,11.731167793273926,-15.810553550720215,-0.0063428450375795364,-0.09685078263282776,0.04973424971103668,-0.0015718154609203339,0.10071633011102676,0.048864707350730896,0.04766267538070679,2.230684748028011e-09,1.0874571800231934
19,0.09500000000000001,0,0.3278632164001465,0.06259970366954803,0.052365921437740326,-0.16065503656864166,-0.1614045649766922,0.3122483491897583,0.3023035526275635,-0.35632675886154175,-0.07440924644470215,11.731167793273926,-15.810553550720215,-0.006341852247714996,-0.09685081243515015,0.04973505437374115,-0.0015514381229877472,0.10071632266044617,0.04886484146118164,0.047678541392087936,2.2308284108873977e-09,1.0874576568603516
20,0.10000000000000002,0,0.3279309868812561,0.06311862915754318,0.05236849561333656,-0.1603543907403946,-0.1615043729543686,0.3128008544445038,0.30227556824684143,-0.35906437039375305,-0.06983132660388947,11.959366798400879,-15.028995513916016,-0.00630548782646656,-0.09685081988573074,0.04972858726978302,-0.0009419433772563934,0.10071630775928497,0.04879143834114075,0.04819671809673309,2.2309394331898602e-09,1.0873901844024658
21,0.10500000000000002,0,0.3280057907104492,0.06368716806173325,0.052369728684425354,-0.16002702713012695,-0.1616116315126419,0.31341490149497986,0.30224475264549255,-0.35906437039375305,-0.06983132660388947,11.959366798400879,-15.028995513916016,-0.006265206262469292,-0.09685079008340836,0.049721673130989075,-0.00027359649538993835,0.10071637481451035,0.04871000349521637,0.04876493662595749,2.230987838913734e-09,1.087315320968628
22,0.11000000000000003,0,0.32805314660072327,0.06403868645429611,0.0523698590695858,-0.15982528030872345,-0.16167746484279633,0.31379881501197815,0.30222538113594055,-0.35906437039375305,-0.06983132660388947,11.959366798400879,-15.028995513916016,-0.006240669637918472,-0.09685082733631134,0.049716800451278687,0.00014027953147888184,0.10071633756160736,0.04865826666355133,0.049116455018520355,2.230987838913734e-09,1.0872678756713867
23,0.11500000000000003,0,0.3280643820762634,0.06412235647439957,0.05236952751874924,-0.15977822244167328,-0.16169270873069763,0.3138917088508606,0.3022206425666809,-0.35906437039375305,-0.06983132660388947,11.959366798400879,-15.028995513916016,-0.006233938038349152,-0.09685080498456955,0.049715518951416016,0.00023914501070976257,0.10071635246276855,0.04864621162414551,0.049200233072042465,2.2309718517021793e-09,1.087256669998169
24,0.12000000000000004,0,0.3280518352985382,0.06402485817670822,0.05236890912055969,-0.1598343849182129,-0.1616741418838501,0.31378859281539917,0.3022257387638092,-0.3551170527935028,-0.06837107241153717,12.012540817260742,-14.402318954467773,-0.006241548806428909,-0.09685079008340836,0.04971684515476227,0.00012451410293579102,0.10071635246276855,0.048660144209861755,0.049102842807769775,2.2309558644906247e-09,1.0872693061828613
25,0.12500000000000003,0,0.3280312418937683,0.0638711228966713,0.05236843228340149,-0.15992258489131927,-0.16164518892765045,0.31362268328666687,0.3022339940071106,-0.3551170527935028,-0.06837107241153717,12.012540817260742,-14.402318954467773,-0.006252231076359749,-0.09685079753398895,0.04971875250339508,-5.543604493141174e-05,0.10071633756160736,0.04868216812610626,0.04894931986927986,2.2309238900675155e-09,1.087289810180664
26,0.13000000000000003,0,0.32801553606987,0.063752681016922,0.05236826837062836,-0.15999066829681396,-0.16162295639514923,0.3134936988353729,0.3022404611110687,-0.3551170527935028,-0.06837107241153717,12.012540817260742,-14.402318954467773,-0.006260555237531662,-0.09685081243515015,0.04972022771835327,-0.00019508972764015198,0.10071632266044617,0.048699378967285156,0.04883087798953056,2.2309238900675155e-09,1.0873055458068848
27,0.13500000000000004,0,0.32800912857055664,0.06370420753955841,0.052368275821208954,-0.1600181758403778,-0.16161401569843292,0.31344035267829895,0.30224305391311646,-0.3551170527935028,-0.06837107241153717,12.012540817260742,-14.402318954467773,-0.006264280527830124,-0.09685080498456955,0.049720630049705505,-0.0002520643174648285,0.10071634501218796,0.04870632290840149,0.04878240451216698,2.2309238900675155e-09,1.0873119831085205
28,0.14000000000000004,0,0.3280104696750641,0.06371435523033142,0.05236850306391716,-0.16001251339912415,-0.1616160124540329,0.31345033645629883,0.30224257707595825,-0.34705740213394165,-0.07044992595911026,11.944746971130371,-14.02042007446289,-0.006263326853513718,-0.09685080498456955,0.049720510840415955,-0.00024040788412094116,0.10071636736392975,0.048705026507377625,0.04879244416952133,2.2309394331898602e-09,1.087310552597046
29,0.14500000000000005,0,0.3280152976512909,0.06375204771757126,0.0523686520755291,-0.15999071300029755,-0.16162317991256714,0.3134908378124237,0.3022407293319702,-0.34705740213394165,-0.07044992595911026,11.944746971130371,-14.02042007446289,-0.0062604546546936035,-0.09685081243515015,0.04972009360790253,-0.00019610673189163208,0.10071635246276855,0.04869981110095978,0.04883013665676117,2.2309394331898602e-09,1.0873057842254639
30,0.15000000000000005,0,0.3280201256275177,0.06378836929798126,0.05236877128481865,-0.15996985137462616,-0.16163000464439392,0.31353023648262024,0.30223873257637024,-0.34705740213394165,-0.07044992595911026,11.944746971130371,-14.02042007446289,-0.0062580350786447525,-0.09685082733631134,0.049719810485839844,-0.00015325844287872314,0.10071633756160736,0.04869435727596283,0.04886645823717117,2.2309394331898602e-09,1.0873010158538818
31,0.15500000000000005,0,0.32802286744117737,0.06380835175514221,0.05236878618597984,-0.15995825827121735,-0.16163381934165955,0.3135523796081543,0.3022376000881195,-0.34705740213394165,-0.07044992595911026,11.944746971130371,-14.02042007446289,-0.006256839260458946,-0.09685081243515015,0.04971940815448761,-0.00012970343232154846,0.10071633011102676,0.048691391944885254,0.04888644069433212,2.2309394331898602e-09,1.0872981548309326
32,0.16000000000000006,0,0.32802316546440125,0.06381089985370636,0.05236869677901268,-0.15995678305625916,-0.16163422167301178,0.3135553300380707,0.3022374212741852,-0.3333415985107422,-0.0748586654663086,11.756555557250977,-13.919197082519531,-0.006256751716136932,-0.09685079008340836,0.049719393253326416,-0.00012684985995292664,0.10071635246276855,0.04869095981121063,0.04888898879289627,2.2309394331898602e-09,1.0872979164123535
33,0.16500000000000006,0,0.3280222713947296,0.0638030469417572,0.0523686558008194,-0.1599615067243576,-0.16163264214992523,0.3135468661785126,0.3022378981113434,-0.3333415985107422,-0.0748586654663086,11.756555557250977,-13.919197082519531,-0.0062569864094257355,-0.09685079753398895,0.049719467759132385,-0.0001360960304737091,0.10071635246276855,0.04869219660758972,0.04888113588094711,2.2309394331898602e-09,1.08729887008667
34,0.17000000000000007,0,0.32802069187164307,0.06379293650388718,0.0523686520755291,-0.15996728837490082,-0.1616308093070984,0.3135359585285187,0.3022383749485016,-0.3333415985107422,-0.0748586654663086,11.756555557250977,-13.919197082519531,-0.006257936358451843,-0.09685081988573074,0.04971970617771149,-0.00014790520071983337,0.10071633756160736,0.04869341850280762,0.04887102544307709,2.2309394331898602e-09,1.0873003005981445
35,0.17500000000000007,0,0.32802000641822815,0.06378588080406189,0.052368637174367905,-0.15997134149074554,-0.16162943840026855,0.31352829933166504,0.3022388219833374,-0.3333415985107422,-0.0748586654663086,11.756555557250977,-13.919197082519531,-0.006258338689804077,-0.09685079753398895,0.04971972107887268,-0.00015620887279510498,0.10071633756160736,0.04869440197944641,0.0488639697432518,2.2309394331898602e-09,1.0873010158538818
36,0.18000000000000008,0,0.3280194103717804,0.06378359347581863,0.052368637174367905,-0.15997271239757538,-0.1616290658712387,0.3135252892971039,0.3022390604019165,-0.31040704250335693,-0.07991570234298706,10.945577621459961,-13.944283485412598,-0.006258135661482811,-0.09685078263282776,0.04971994459629059,-0.00015880167484283447,0.10071633011102676,0.048695310950279236,0.048861682415008545,2.2309394331898602e-09,1.0873017311096191
37,0.18500000000000008,0,0.32801973819732666,0.06378474086523056,0.052368614822626114,-0.15997183322906494,-0.1616293042898178,0.31352698802948,0.30223897099494934,-0.31040704250335693,-0.07991570234298706,10.945577621459961,-13.944283485412598,-0.006258387118577957,-0.09685079008340836,0.04971970617771149,-0.0001576542854309082,0.10071633011102676,0.04869483411312103,0.04886282980442047,2.2309394331898602e-09,1.087301254272461
38,0.19000000000000009,0,0.3280200660228729,0.06378734111785889,0.05236869677901268,-0.15997067093849182,-0.16162975132465363,0.31352943181991577,0.3022388219833374,-0.31040704250335693,-0.07991570234298706,10.945577621459961,-13.944283485412598,-0.0062579624354839325,-0.09685079753398895,0.049719661474227905,-0.00015445426106452942,0.10071637481451035,0.04869450628757477,0.0488654300570488,2.2309394331898602e-09,1.0873010158538818
39,0.1950000000000001,0,0.3280203938484192,0.06378950923681259,0.052368659526109695,-0.15996918082237244,-0.16163010895252228,0.3135320544242859,0.30223870277404785,-0.31040704250335693,-0.07991570234298706,10.945577621459961,-13.944283485412598,-0.0062582772225141525,-0.09685081243515015,0.04971984028816223,-0.0001521185040473938,0.10071633756160736,0.04869411885738373,0.0488675981760025,2.2309394331898602e-09,1.0873007774353027
40,0.2000000000000001,0,0.32802045345306396,0.06379062682390213,0.052368663251399994,-0.15996843576431274,-0.16163039207458496,0.3135332465171814,0.3022386133670807,-0.26881128549575806,-0.08420054614543915,7.760448932647705,-14.111871719360352,-0.0062582530081272125,-0.09685082733631134,0.04971972107887268,-0.00015069171786308289,0.10071635246276855,0.04869398474693298,0.04886871576309204,2.2309394331898602e-09,1.0873005390167236
41,0.2050000000000001,0,0.3280204236507416,0.06379055231809616,0.052368663251399994,-0.1599685698747635,-0.16163043677806854,0.3135334551334381,0.3022386431694031,-0.26881128549575806,-0.08420054614543915,7.760448932647705,-14.111871719360352,-0.006257999688386917,-0.09685079008340836,0.0497196763753891,-0.00015076622366905212,0.10071635246276855,0.04869398474693298,0.04886864125728607,2.2309394331898602e-09,1.0873005390167236
42,0.2100000000000001,0,0.32802072167396545,0.06378993391990662,0.05236862599849701,-0.15996892750263214,-0.16163024306297302,0.3135327100753784,0.3022387623786926,-0.26881128549575806,-0.08420054614543915,7.760448932647705,-14.111871719360352,-0.006258051842451096,-0.09685081243515015,0.04971952736377716,-0.0001513846218585968,0.10071635246276855,0.04869374632835388,0.04886802285909653,2.2309394331898602e-09,1.0873003005981445
43,0.2150000000000001,0,0.32802027463912964,0.0637894868850708,0.05236870050430298,-0.15996922552585602,-0.16163018345832825,0.3135320544242859,0.3022388219833374,-0.26881128549575806,-0.08420054614543915,7.760448932647705,-14.111871719360352,-0.006258003413677216,-0.09685081988573074,0.049719810485839844,-0.00015199929475784302,0.10071634501218796,0.04869405925273895,0.04886757582426071,2.2309394331898602e-09,1.0873007774353027
44,0.2200000000000001,0,0.32802024483680725,0.06378909945487976,0.052368685603141785,-0.15996944904327393,-0.1616300791501999,0.3135315477848053,0.3022387623786926,-0.2160177081823349,-0.08111287653446198,1.8437288999557495,-13.470022201538086,-0.006258053705096245,-0.09685081988573074,0.04971970617771149,-0.0001525282859802246,0.10071633756160736,0.04869411885738373,0.04886718839406967,2.2309394331898602e-09,1.0873007774353027
45,0.22500000000000012,0,0.3280203938484192,0.06378892809152603,0.052368637174367905,-0.15996965765953064,-0.1616300642490387,0.31353136897087097,0.3022387623786926,-0.2160177081823349,-0.08111287653446198,1.8437288999557495,-13.470022201538086,-0.006257945671677589,-0.09685081988573074,0.0497196763753891,-0.00015269964933395386,0.10071633756160736,0.04869411885738373,0.04886701703071594,2.2309394331898602e-09,1.0873007774353027
46,0.23000000000000012,0,0.3280203938484192,0.06378898024559021,0.0523686408996582,-0.15996962785720825,-0.1616300493478775,0.31353139877319336,0.30223870277404785,-0.2160177081823349,-0.08111287653446198,1.8437288999557495,-13.470022201538086,-0.006257893517613411,-0.09685081988573074,0.0497196763753891,-0.0001526474952697754,0.10071633756160736,0.04869411885738373,0.04886706918478012,2.2309394331898602e-09,1.0873007774353027
47,0.23500000000000013,0,0.328020304441452,0.06378921121358871,0.05236868932843208,-0.15996944904327393,-0.16163012385368347,0.31353163719177246,0.3022385835647583,-0.2160177081823349,-0.08111287653446198,1.8437288999557495,-13.470022201538086,-0.006257941946387291,-0.09685081988573074,0.04971970617771149,-0.00015241652727127075,0.10071633756160736,0.04869411885738373,0.048867300152778625,2.2309394331898602e-09,1.0873007774353027
48,0.24000000000000013,0,0.32802021503448486,0.06378930062055588,0.0523686483502388,-0.15996919572353363,-0.16163022816181183,0.31353193521499634,0.3022386133670807,-0.11870672553777695,-0.08953819423913956,-9.142582893371582,-6.436647891998291,-0.006258009001612663,-0.09685079753398895,0.049719735980033875,-0.00015201792120933533,0.10071635246276855,0.048694223165512085,0.04886738955974579,2.2309394331898602e-09,1.0873007774353027
49,0.24500000000000013,0,0.32802021503448486,0.0637892335653305,0.0523686520755291,-0.15996940433979034,-0.16163013875484467,0.31353163719177246,0.30223870277404785,-0.11870672553777695,-0.08953819423913956,-9.142582893371582,-6.436647891998291,-0.0062579195946455,-0.09685081988573074,0.04971970617771149,-0.00015208497643470764,0.10071635246276855,0.048694223165512085,0.048867322504520416,2.2309394331898602e-09,1.0873007774353027
50,0.2500000000000001,0,0.3280203640460968,0.0637892335653305,0.0523686520755291,-0.1599695235490799,-0.16163010895252228,0.31353163719177246,0.30223870277404785,-0.11870672553777695,-0.08953819423913956,-9.142582893371582,-6.436647891998291,-0.0062579195946455,-0.09685081988573074,0.04971970617771149,-0.00015239417552947998,0.10071633756160736,0.04869411885738373,0.048867322504520416,2.2309394331898602e-09,1.0873007774353027
51,0.2550000000000001,0,0.32802021503448486,0.06378929316997528,0.0523686483502388,-0.15996921062469482,-0.16163021326065063,0.3135319948196411,0.30223873257637024,-0.11870672553777695,-0.08953819423913956,-9.142582893371582,-6.436647891998291,-0.00625801645219326,-0.09685079753398895,0.049719735980033875,-0.00015202537178993225,0.10071635246276855,0.048694223165512085,0.04886738210916519,2.2309394331898602e-09,1.0873007774353027
52,0.2600000000000001,0,0.32802027463912964,0.06378921866416931,0.0523686558008194,-0.15996937453746796,-0.16163015365600586,0.313531756401062,0.30223870277404785,-0.05072420462965965,-0.1344483196735382,-13.412420272827148,3.5706212520599365,-0.006258090957999229,-0.09685079753398895,0.049719735980033875,-0.0001520998775959015,0.10071635246276855,0.048694223165512085,0.04886730760335922,2.2309394331898602e-09,1.0873007774353027
53,0.2650000000000001,0,0.3280201852321625,0.06378928571939468,0.05236869677901268,-0.15996946394443512,-0.16163009405136108,0.31353169679641724,0.30223870277404785,-0.05072420462965965,-0.1344483196735382,-13.412420272827148,3.5706212520599365,-0.006258023902773857,-0.09685079753398895,0.049719974398612976,-0.00015234202146530151,0.10071633756160736,0.04869435727596283,0.048867374658584595,2.2309394331898602e-09,1.0873010158538818
54,0.27000000000000013,0,0.32802024483680725,0.0637892633676529,0.0523686520755291,-0.1599692702293396,-0.16163019835948944,0.31353193521499634,0.30223870277404785,-0.05072420462965965,-0.1344483196735382,-13.412420272827148,3.5706212520599365,-0.006258046254515648,-0.09685079753398895,0.049719735980033875,-0.00015205517411231995,0.10071635246276855,0.048694223165512085,0.048867352306842804,2.2309394331898602e-09,1.0873007774353027
55,0.27500000000000013,0,0.32802027463912964,0.0637892410159111,0.0523686558008194,-0.15996946394443512,-0.16163018345832825,0.313531756401062,0.30223867297172546,-0.05072420462965965,-0.1344483196735382,-13.412420272827148,3.5706212520599365,-0.006258068606257439,-0.09685079753398895,0.049719735980033875,-0.00015207752585411072,0.10071635246276855,0.048694223165512085,0.04886732995510101,2.2309394331898602e-09,1.0873007774353027
56,0.28000000000000014,0,0.32802021503448486,0.06378927081823349,0.05236869677901268,-0.1599694788455963,-0.16163012385368347,0.31353166699409485,0.30223867297172546,-0.0011191321536898613,-0.1754058450460434,-14.35287857055664,7.840267658233643,-0.0062578823417425156,-0.09685081988573074,0.04971970617771149,-0.00015235692262649536,0.10071633756160736,0.04869411885738373,0.0488673597574234,2.2309394331898602e-09,1.0873007774353027
57,0.28500000000000014,0,0.3280203938484192,0.06378921121358871,0.0523686558008194,-0.15996946394443512,-0.16163010895252228,0.31353163719177246,0.30223870277404785,-0.0011191321536898613,-0.1754058450460434,-14.35287857055664,7.840267658233643,-0.006257941946387291,-0.09685081988573074,0.04971970617771149,-0.00015241652727127075,0.10071633756160736,0.04869411885738373,0.048867300152778625,2.2309394331898602e-09,1.0873007774353027
58,0.29000000000000015,0,0.3280201852321625,0.0637892633676529,0.05236869677901268,-0.15996937453746796,-0.16163013875484467,0.31353169679641724,0.3022386431694031,-0.0011191321536898613,-0.1754058450460434,-14.35287857055664,7.840267658233643,-0.006258046254515648,-0.09685079753398895,0.049719974398612976,-0.00015205517411231995,0.10071635246276855,0.048694461584091187,0.048867352306842804,2.2309394331898602e-09,1.0873010158538818
59,0.29500000000000015,0,0.328020304441452,0.06378922611474991,0.0523686520755291,-0.15996931493282318,-0.16163013875484467,0.31353166699409485,0.30223867297172546,-0.0011191321536898613,-0.1754058450460434,-14.35287857055664,7.840267658233643,-0.006257927045226097,-0.09685081988573074,0.04971970617771149,-0.00015209242701530457,0.10071635246276855,0.048694223165512085,0.04886731505393982,2.2309394331898602e-09,1.0873007774353027
60,0.30000000000000016,0,0.328020304441452,0.06378920376300812,0.0523686520755291,-0.15996934473514557,-0.16163013875484467,0.3135317265987396,0.3022386431694031,-0.023924198001623154,-0.1850435584783554,-14.580177307128906,10.676183700561523,-0.006258105859160423,-0.09685079753398895,0.049719735980033875,-0.00015211477875709534,0.10071635246276855,0.048694223165512085,0.04886729270219803,2.2309394331898602e-09,1.0873007774353027
61,0.30500000000000016,0,0.3280201852321625,0.0637892410159111,0.05236870050430298,-0.1599695235490799,-0.16163009405136108,0.3135315477848053,0.3022385835647583,-0.023924198001623154,-0.1850435584783554,-14.580177307128906,10.676183700561523,-0.006257912144064903,-0.09685081988573074,0.04971994459629059,-0.00015238672494888306,0.10071633756160736,0.04869435727596283,0.04886732995510101,2.2309394331898602e-09,1.0873010158538818
62,0.31000000000000016,0,0.32802021503448486,0.0637892559170723,0.0523686520755291,-0.159969300031662,-0.16163018345832825,0.31353169679641724,0.3022385835647583,-0.023924198001623154,-0.1850435584783554,-14.580177307128906,10.676183700561523,-0.006258053705096245,-0.09685079753398895,0.049719735980033875,-0.00015206262469291687,0.10071635246276855,0.048694223165512085,0.04886734485626221,2.2309394331898602e-09,1.0873007774353027
63,0.31500000000000017,0,0.32802021503448486,0.06378931552171707,0.0523686483502388,-0.15996935963630676,-0.16163018345832825,0.31353190541267395,0.30223867297172546,-0.023924198001623154,-0.1850435584783554,-14.580177307128906,10.676183700561523,-0.006257994100451469,-0.09685079753398895,0.049719735980033875,-0.00015200302004814148,0.10071635246276855,0.048694223165512085,0.04886740446090698,2.2309394331898602e-09,1.0873007774353027
64,0.3200000000000002,0,0.32802048325538635,0.06378932297229767,0.05236861854791641,-0.1599695384502411,-0.16163010895252228,0.3135319650173187,0.30223870277404785,-0.03694051131606102,-0.19531457126140594,-14.611559867858887,12.290270805358887,-0.0062579866498708725,-0.09685079753398895,0.04971949756145477,-0.0001523047685623169,0.10071633756160736,0.048693880438804626,0.04886741191148758,2.2309394331898602e-09,1.0873005390167236
65,0.3250000000000002,0,0.3280203640460968,0.06378937512636185,0.05236869677901268,-0.15996931493282318,-0.16163018345832825,0.3135320246219635,0.3022387623786926,-0.03694051131606102,-0.19531457126140594,-14.611559867858887,12.290270805358887,-0.006257934495806694,-0.09685079753398895,0.049719735980033875,-0.0001519434154033661,0.10071635246276855,0.048694223165512085,0.04886746406555176,2.2309394331898602e-09,1.0873007774353027
66,0.3300000000000002,0,0.32802021503448486,0.06378934532403946,0.05236869677901268,-0.15996941924095154,-0.16163015365600586,0.313531756401062,0.30223867297172546,-0.03694051131606102,-0.19531457126140594,-14.611559867858887,12.290270805358887,-0.006257964298129082,-0.09685079753398895,0.049719735980033875,-0.00015197321772575378,0.10071635246276855,0.048694223165512085,0.04886743426322937,2.2309394331898602e-09,1.0873007774353027
