step,sim_time,env_id,prismz,prismx,RevoluteJoint,q1_left,q1_right,q2_left,q2_right,q1_left_ref,q2_left_ref,q1_right_ref,q2_right_ref
23,0.11500000000000003,0,0.3356178104877472,-0.1550886332988739,-0.012035408988595009,-0.2091592252254486,0.2152569442987442,-0.14721113443374634,-0.1834327131509781,-0.07740684598684311,-0.356294721364975,-0.03651120141148567,0.33979275822639465
24,0.12000000000000004,0,0.33189910650253296,-0.15033018589019775,0.016896601766347885,-0.12493769824504852,0.05490093678236008,-0.27859532833099365,0.058600444346666336,-0.039602551609277725,-0.40888938307762146,-0.03683492913842201,0.3276593089103699
25,0.12500000000000003,0,0.33615341782569885,-0.15379974246025085,0.004354766104370356,-0.06897637248039246,-0.006193664390593767,-0.36040619015693665,0.22631919384002686,-0.004785139113664627,-0.4550473392009735,-0.0007945428369566798,0.23443512618541718
26,0.13000000000000003,0,0.33951810002326965,-0.1560676097869873,-0.010467825457453728,-0.029105467721819878,-0.0005160152213647962,-0.4200707674026489,0.24260474741458893,0.027891241014003754,-0.4963756799697876,0.09808751195669174,0.036040473729372025
27,0.13500000000000004,0,0.33487173914909363,-0.15130406618118286,-0.004940082784742117,0.006682886276394129,0.06259915232658386,-0.468124121427536,0.11736861616373062,0.08860437572002411,-0.5679791569709778,0.021748846396803856,0.16646616160869598
28,0.14000000000000004,0,0.3365056812763214,-0.1397312432527542,0.012105423957109451,0.05893869325518608,0.03614773601293564,-0.5308893322944641,0.14801949262619019,0.11715023219585419,-0.5992598533630371,0.01432932261377573,0.16754169762134552
29,0.14500000000000005,0,0.338045597076416,-0.12544503808021545,0.026815315708518028,0.09633102267980576,0.021794937551021576,-0.5738216042518616,0.16251115500926971,0.14469394087791443,-0.6279488205909729,0.06515135616064072,0.04636937752366066
30,0.15000000000000005,0,0.3376390337944031,-0.10753580927848816,0.04579204320907593,0.12689973413944244,0.04956668242812157,-0.6078519821166992,0.09263832122087479,0.17131748795509338,-0.6542320847511292,0.050029732286930084,0.06184736639261246
31,0.15500000000000005,0,0.3389589190483093,-0.0952027291059494,0.052411723881959915,0.15589402616024017,0.05669911578297615,-0.6368982195854187,0.08588647097349167,0.22202856838703156,-0.7001440525054932,0.0419028177857399,0.06417788565158844
32,0.16000000000000006,0,0.33903151750564575,-0.09493188560009003,0.05240602791309357,0.19743414223194122,0.05583330988883972,-0.6767067313194275,0.08796323835849762,0.24617034196853638,-0.7199531197547913,0.04113398864865303,0.052682019770145416
33,0.16500000000000006,0,0.3375518321990967,-0.10348162055015564,0.05238489434123039,0.228379026055336,0.05210152268409729,-0.7038751840591431,0.07643841952085495,0.26951420307159424,-0.7377429008483887,0.043917421251535416,0.021540604531764984
34,0.17000000000000007,0,0.33530664443969727,-0.11713419109582901,0.05237303674221039,0.25446435809135437,0.050768960267305374,-0.7251333594322205,0.04921858012676239,0.29205456376075745,-0.7535496354103088,0.048466913402080536,2.5387396817677654e-05
35,0.17500000000000007,0,0.3333219885826111,-0.13182097673416138,0.05230153352022171,0.2784533202648163,0.0497971810400486,-0.7429268956184387,0.01948517933487892,0.33465951681137085,-0.7792940735816956,0.04156329482793808,4.0509242282219665e-14
36,0.18000000000000008,0,0.3319256603717804,-0.14539244771003723,0.04987155646085739,0.31403666734695435,0.044536348432302475,-0.7657369375228882,0.007248757407069206,0.3546740710735321,-0.7892458438873291,0.03464217483997345,-8.74138001566438e-19
37,0.18500000000000008,0,0.3309454917907715,-0.15638777613639832,0.047966741025447845,0.3401103615760803,0.03771211951971054,-0.7804157733917236,0.001958545297384262,0.3737868368625641,-0.7972458004951477,0.020791715011000633,-2.0398065316840075e-06
38,0.19000000000000009,0,0.33025676012039185,-0.16459618508815765,0.04908598214387894,0.3614462912082672,0.027058830484747887,-0.790927529335022,0.0009446730255149305,0.3919590711593628,-0.8032812476158142,0.013946563005447388,-0.00015957483265083283
39,0.1950000000000001,0,0.32976678013801575,-0.17123346030712128,0.049930404871702194,0.38086849451065063,0.018566537648439407,-0.7986068725585938,8.630123920738697e-05,0.42530402541160583,-0.8093739748001099,0.007735313847661018,-0.0015092008979991078
40,0.2000000000000001,0,0.32940149307250977,-0.17681609094142914,0.050238896161317825,0.4088156819343567,0.011944986879825592,-0.8053163290023804,-0.00041499710641801357,0.44037798047065735,-0.8093740344047546,0.002217458561062813,-0.0041613201610744
41,0.2050000000000001,0,0.32916948199272156,-0.18060168623924255,0.052365776151418686,0.4290727972984314,0.005612846929579973,-0.8077495694160461,-0.002964249113574624,0.4543347656726837,-0.8073328137397766,0.0,0.0
42,0.2100000000000001,0,0.32896122336387634,-0.1844494789838791,0.05127415806055069,0.44508200883865356,0.001960282912477851,-0.8073973655700684,-0.0011725610820576549,0.467157244682312,-0.8032814860343933,-0.013739379122853279,-0.00022922091011423618
43,0.2150000000000001,0,0.32878535985946655,-0.1879664957523346,0.05236821621656418,0.4589444100856781,-0.005940369330346584,-0.8047413229942322,0.0028288541361689568,0.478826642036438,-0.7972461581230164,-0.020789477974176407,-2.1567559542745585e-06
44,0.2200000000000001,0,0.32850876450538635,-0.19423118233680725,0.05236321687698364,0.471369206905365,-0.013680978678166866,-0.7999625205993652,0.0038935006596148014,0.4986189305782318,-0.7792946100234985,-0.027717730030417442,-4.093597960608264e-10
45,0.22500000000000012,0,0.3282390236854553,-0.20167091488838196,0.05235997959971428,0.4884377121925354,-0.0216981191188097,-0.7868838310241699,0.0029532171320170164,0.5066923499107361,-0.7673968076705933,-0.03464217483997345,-1.2883371127737908e-17
46,0.23000000000000012,0,0.32801464200019836,-0.20968319475650787,0.05219784751534462,0.5000109672546387,-0.029772678390145302,-0.7745230793952942,0.0013646502047777176,0.5135132074356079,-0.7535504102706909,-0.048483915627002716,6.533777195727453e-06
47,0.23500000000000013,0,0.3278575837612152,-0.21858908236026764,0.052330709993839264,0.5083823204040527,-0.04061457887291908,-0.761259913444519,0.002167745726183057,0.5190494656562805,-0.7377438545227051,-0.06685014814138412,0.02150624245405197
48,0.24000000000000013,0,0.32779109477996826,-0.22844059765338898,0.05164077505469322,0.5151193737983704,-0.057291556149721146,-0.7463724613189697,0.014285331591963768,0.5261170268058777,-0.700145423412323,-0.08331301808357239,0.03944200277328491
49,0.24500000000000013,0,0.32783111929893494,-0.23905092477798462,0.04889465495944023,0.521956205368042,-0.07377878576517105,-0.7171980142593384,0.03046696074306965,0.5275569558143616,-0.6782639026641846,-0.09726879745721817,0.05268198996782303
50,0.2500000000000001,0,0.3279992341995239,-0.2503306567668915,0.04534634202718735,0.5254598259925842,-0.0888037160038948,-0.6926031112670898,0.04482703655958176,0.5275210738182068,-0.6542266607284546,-0.11735507100820541,0.06450878828763962
51,0.2550000000000001,0,0.32839012145996094,-0.2618202865123749,0.043834585696458817,0.5265617966651917,-0.10674689710140228,-0.6683892607688904,0.0581904798746109,0.5259431600570679,-0.6279422640800476,-0.11457469314336777,0.04636938497424126
52,0.2600000000000001,0,0.32865574955940247,-0.27529293298721313,0.03963230550289154,0.5260763764381409,-0.11190065741539001,-0.6428614258766174,0.05130179226398468,0.5177504420280457,-0.5679791569709778,-0.11761250346899033,0.03916453197598457
53,0.2650000000000001,0,0.3290923535823822,-0.2904503047466278,0.033506929874420166,0.5206925868988037,-0.11569557338953018,-0.5956560373306274,0.04390615597367287,0.5108517408370972,-0.5338191390037537,-0.12943927943706512,0.04847518354654312
54,0.27000000000000013,0,0.32988181710243225,-0.30760565400123596,0.025623224675655365,0.5143548846244812,-0.12459077686071396,-0.5566578507423401,0.04689844697713852,0.5018036961555481,-0.4963757395744324,-0.11594824492931366,-0.0026050545275211334
55,0.27500000000000013,0,0.3308984935283661,-0.3271232545375824,0.018238689750432968,0.5061058402061462,-0.11902015656232834,-0.5186781287193298,0.016301453113555908,0.49027541279792786,-0.4550474286079407,-0.10310613363981247,-0.03936135396361351
56,0.28000000000000014,0,0.33263111114501953,-0.3499068319797516,0.0078004635870456696,0.496025025844574,-0.10942723602056503,-0.47856205701828003,-0.01993798278272152,0.45737674832344055,-0.35629454255104065,-0.16176900267601013,0.05777426064014435
57,0.28500000000000014,0,0.3349185585975647,-0.37454935908317566,-0.004508174490183592,0.47179538011550903,-0.14333045482635498,-0.40148934721946716,0.027056768536567688,0.4334763288497925,-0.29414892196655273,-0.16573433578014374,0.05275983735918999
58,0.29000000000000015,0,0.33820629119873047,-0.40470972657203674,-0.023417754098773003,0.44731682538986206,-0.1574924886226654,-0.3338662385940552,0.04403284564614296,0.39992305636405945,-0.2147110104560852,-0.16653023660182953,0.02881629392504692
59,0.29500000000000015,0,0.34274572134017944,-0.4388926327228546,-0.0417717769742012,0.4171152710914612,-0.1632910519838333,-0.2588171660900116,0.03487204760313034,0.3347034454345703,-0.07667262107133865,-0.16563379764556885,0.01391661912202835
60,0.30000000000000016,0,0.33975690603256226,-0.47322219610214233,-0.0653582289814949,0.3655911684036255,-0.16426104307174683,-0.14820259809494019,0.021075468510389328,0.33254238963127136,-0.04404977709054947,0.07681102305650711,-0.4535382091999054
61,0.30500000000000016,0,0.3368888795375824,-0.4915742576122284,-0.08700752258300781,0.34293270111083984,-0.016431139782071114,-0.08697595447301865,-0.22720307111740112,0.5355671644210815,-0.4117862284183502,-0.21480786800384521,0.08089505881071091
62,0.31000000000000016,0,0.3489881455898285,-0.4892759919166565,-0.06658750772476196,0.45972758531570435,-0.13169631361961365,-0.2776585519313812,-0.03786102682352066,0.23693431913852692,0.16054847836494446,-0.37609776854515076,0.3585606515407562
63,0.31500000000000017,0,0.345620721578598,-0.4736003577709198,-0.008647920563817024,0.32477477192878723,-0.2862853705883026,-0.07984839379787445,0.16699309647083282,0.5529367327690125,-0.42078569531440735,-0.304473876953125,0.21144278347492218
64,0.3200000000000002,0,0.35268154740333557,-0.4898732602596283,-0.06890463083982468,0.46793845295906067,-0.2993842363357544,-0.2607675790786743,0.19490675628185272,0.4099148213863373,-0.13483503460884094,0.03458372876048088,-0.4370674192905426
65,0.3250000000000002,0,0.35038307309150696,-0.48817747831344604,-0.08400406688451767,0.4406850039958954,-0.12265608459711075,-0.17226514220237732,-0.055614132434129715,0.5915535092353821,-0.4740983843803406,-0.07249630987644196,-0.24849478900432587
66,0.3300000000000002,0,0.3567845821380615,-0.47531360387802124,-0.057024288922548294,0.5319512486457825,-0.08802249282598495,-0.3502599000930786,-0.18230630457401276,0.3114842176437378,0.0673629641532898,-0.31582626700401306,0.18485207855701447
67,0.3350000000000002,0,0.35326912999153137,-0.4509407579898834,0.007459044922143221,0.39932867884635925,-0.24158504605293274,-0.15019918978214264,-0.021530482918024063,0.003149305935949087,0.653435230255127,-0.5064866542816162,0.5284179449081421
68,0.3400000000000002,0,0.3555811643600464,-0.4331033527851105,0.052495844662189484,0.21170777082443237,-0.4098280072212219,0.0651150494813919,0.2234656661748886,0.5216109156608582,-0.30859142541885376,-0.1602317988872528,-0.1353117823600769
69,0.3450000000000002,0,0.35082584619522095,-0.4774366617202759,-0.06666719913482666,0.39733433723449707,-0.2577008008956909,-0.100508913397789,0.006891436409205198,-0.7041095495223999,1.994901418685913,0.1966519057750702,-0.815616250038147
70,0.3500000000000002,0,0.3469690680503845,-0.47601041197776794,-0.048140041530132294,0.25197499990463257,-0.07039576768875122,0.11109063029289246,-0.24365025758743286,0.42356282472610474,-0.11481402814388275,-0.22236691415309906,-0.05317847803235054
71,0.3550000000000002,0,0.3472684323787689,-0.46060171723365784,0.018968021497130394,0.34837135672569275,-0.14897401630878448,-0.026053238660097122,-0.1390579491853714,1.0278955698013306,-1.2505321502685547,-0.5049808025360107,0.47286656498908997
72,0.3600000000000002,0,0.3516731262207031,-0.4604085683822632,0.0517486110329628,0.5392175316810608,-0.3418636918067932,-0.22089293599128723,0.11107518523931503,0.7738302946090698,-0.8635997176170349,-0.3150075376033783,0.09452693164348602
73,0.3650000000000002,0,0.35798710584640503,-0.4925999045372009,0.016734372824430466,0.6885850429534912,-0.3324652910232544,-0.4195069670677185,0.10000977665185928,0.5648818612098694,-0.381156861782074,0.37555044889450073,-1.2123249769210815
74,0.3700000000000002,0,0.3630366623401642,-0.5291680097579956,-0.029863376170396805,0.6191710829734802,-0.16379351913928986,-0.39489179849624634,-0.1561332494020462,0.49294787645339966,-0.24790070950984955,0.31659817695617676,-1.1259106397628784
75,0.3750000000000002,0,0.3682252764701843,-0.5650173425674438,-0.0815693661570549,0.5497635006904602,0.0267498716711998,-0.2859477400779724,-0.40664154291152954,0.23898805677890778,0.2224525660276413,0.2866326570510864,-1.081304669380188
76,0.3800000000000002,0,0.35294491052627563,-0.5613898634910583,-0.02664133533835411,0.36802390217781067,0.19077347218990326,-0.0836564153432846,-0.6558675765991211,-0.5775256156921387,1.7450098991394043,0.08177299052476883,-0.7084711790084839
77,0.38500000000000023,0,0.35890793800354004,-0.5550556182861328,0.05234492942690849,0.19553881883621216,0.13205641508102417,0.11691976338624954,-0.6880286335945129,0.19539403915405273,0.2868827283382416,-0.327059805393219,0.04635149613022804
78,0.39000000000000024,0,0.37170034646987915,-0.5823969841003418,0.04445117712020874,0.19092300534248352,-0.057730600237846375,0.22370804846286774,-0.4375317394733429,-0.6528300046920776,1.8706715106964111,-1.3019555807113647,1.8524714708328247
79,0.39500000000000024,0,0.3734399378299713,-0.6264946460723877,0.05235912650823593,0.02867966890335083,-0.2328542023897171,0.4202876389026642,-0.23252061009407043,0.504254162311554,-0.31856366991996765,-0.26284176111221313,-0.10668739676475525
80,0.40000000000000024,0,0.3587125241756439,-0.7147173285484314,-0.08456894755363464,0.21225079894065857,-0.2502609193325043,0.28039517998695374,-0.15218859910964966,0.19573767483234406,0.24524812400341034,-0.7422075867652893,0.8387515544891357
81,0.40500000000000025,0,0.35065901279449463,-0.7517430782318115,-0.08728542923927307,0.19929510354995728,-0.44882163405418396,0.25627392530441284,0.09480015188455582,0.25965961813926697,0.11239863932132721,-0.22631379961967468,-0.2114449292421341
82,0.41000000000000025,0,0.3446635603904724,-0.7647482752799988,-0.08214811235666275,0.23605497181415558,-0.3423708379268646,0.1657317727804184,-0.09607110917568207,0.20361816883087158,0.21413514018058777,-0.6100667715072632,0.5169967412948608
83,0.41500000000000026,0,0.36450353264808655,-0.7411865592002869,0.023314563557505608,0.21451693773269653,-0.49848875403404236,0.19600079953670502,0.15426477789878845,0.2956940829753876,0.023932667449116707,-0.19801799952983856,-0.2889098823070526
84,0.42000000000000026,0,0.3691146969795227,-0.7374180555343628,0.029223591089248657,0.26880159974098206,-0.3264475166797638,0.09594710171222687,-0.08915769308805466,0.28221094608306885,0.03783974424004555,-1.6332900524139404,2.3983285427093506
85,0.42500000000000027,0,0.37331199645996094,-0.7352191209793091,0.051972560584545135,0.2786617875099182,-0.47668805718421936,0.06081948056817055,0.14065617322921753,-0.4365316331386566,1.3629688024520874,0.13286134600639343,-0.9198533296585083
86,0.43000000000000027,0,0.36580249667167664,-0.7430694103240967,0.05237393453717232,0.11669079214334488,-0.35483789443969727,0.268155038356781,-0.11039717495441437,0.28485074639320374,-0.0023288866505026817,0.876419723033905,-2.319537878036499
87,0.4350000000000003,0,0.3565334379673004,-0.7631011605262756,0.020315805450081825,0.22151437401771545,-0.15858057141304016,0.11483360826969147,-0.34667885303497314,0.11009074002504349,0.3183722496032715,-0.9937176704406738,1.1858848333358765
88,0.4400000000000003,0,0.3657779097557068,-0.771486759185791,0.05230652540922165,0.1546102613210678,-0.3079055845737457,0.2431538701057434,-0.09835197776556015,-0.15312176942825317,0.7948028445243835,-0.48024991154670715,0.22196650505065918
89,0.4450000000000003,0,0.37396061420440674,-0.7974281311035156,0.05084294080734253,-0.011552834883332253,-0.4242973327636719,0.4632851779460907,0.09189843386411667,0.08211225271224976,0.328632116317749,-0.34868893027305603,-0.022429702803492546
90,0.4500000000000003,0,0.3637562096118927,-0.8315415978431702,0.006690785754472017,0.050755467265844345,-0.3780462145805359,0.3989763855934143,0.02020062506198883,0.005407046992331743,0.4689716696739197,-0.39460301399230957,0.06265538185834885
91,0.4550000000000003,0,0.36709827184677124,-0.8471053838729858,0.013292491436004639,0.022354114800691605,-0.3884223699569702,0.443002313375473,0.0468917191028595,0.2074357271194458,0.069019615650177,-0.7192161083221436,0.7123881578445435
92,0.4600000000000003,0,0.3568015396595001,-0.8501132130622864,0.012397147715091705,0.1315516233444214,-0.5592659115791321,0.258576899766922,0.29831573367118835,0.3623088002204895,-0.23600280284881592,0.5776128172874451,-1.749022364616394
93,0.4650000000000003,0,0.3460266888141632,-0.8757979869842529,-0.07099469751119614,0.28610262274742126,-0.3988266885280609,0.07976868748664856,0.04761359840631485,0.6873958706855774,-0.8680217862129211,-1.2040824890136719,1.6005996465682983
94,0.4700000000000003,0,0.3554087281227112,-0.8698689341545105,-0.05851948261260986,0.47993093729019165,-0.5465295910835266,-0.12040513753890991,0.29858794808387756,0.1665714979171753,0.09822803735733032,-0.4820079803466797,0.25098246335983276
95,0.4750000000000003,0,0.3761323392391205,-0.8475150465965271,0.0038149033207446337,0.35574692487716675,-0.5246955156326294,0.031418900936841965,0.2673952579498291,0.33536699414253235,-0.23186135292053223,-0.19420163333415985,-0.2756367325782776
96,0.4800000000000003,0,0.3688943684101105,-0.8269787430763245,0.03777148202061653,0.35440710186958313,-0.3469097316265106,-0.08247614651918411,-0.0009448209893889725,0.41648438572883606,-0.3967157006263733,-0.38653475046157837,0.09758531302213669
97,0.4850000000000003,0,0.364795982837677,-0.8149659633636475,0.05222659930586815,0.39640069007873535,-0.3705829679965973,-0.2563909590244293,0.050011731684207916,0.012272366322577,0.3365863859653473,-0.6069605350494385,0.5222287774085999
98,0.4900000000000003,0,0.35079526901245117,-0.8245896697044373,0.052373941987752914,0.24381260573863983,-0.5184356570243835,-0.02452620305120945,0.29650938510894775,0.3414671719074249,-0.2935372292995453,-0.5675299167633057,0.4596652686595917
99,0.49500000000000033,0,0.34103938937187195,-0.8577156662940979,0.007450162898749113,0.3086933195590973,-0.5507227182388306,-0.1625327467918396,0.39919546246528625,0.40743857622146606,-0.42999133467674255,-0.2858102321624756,-0.04406147450208664
100,0.5000000000000003,0,0.3395160734653473,-0.8855273127555847,-0.03804798796772957,0.38080963492393494,-0.39539772272109985,-0.30133190751075745,0.15419241786003113,0.39217516779899597,-0.4139854907989502,-0.2784024477005005,-0.04379921779036522
101,0.5050000000000003,0,0.34290939569473267,-0.8868834376335144,-0.01510891504585743,0.38665392994880676,-0.3192921578884125,-0.38073527812957764,0.02978157438337803,0.3831636607646942,-0.4224335849285126,-0.253042608499527,-0.07656892389059067
102,0.5100000000000003,0,0.345146507024765,-0.8835718631744385,0.002633455442264676,0.3827331066131592,-0.2751956582069397,-0.41740673780441284,-0.03672501817345619,0.10718895494937897,0.08320692926645279,-0.1710336059331894,-0.21472512185573578
103,0.5150000000000003,0,0.3315514922142029,-0.865348756313324,0.05238029360771179,0.22189860045909882,-0.20786020159721375,-0.22584393620491028,-0.14852000772953033,-0.03651120141148567,0.33979275822639465,-0.07740684598684311,-0.356294721364975
104,0.5200000000000004,0,0.32069703936576843,-0.8778136372566223,0.048815712332725525,0.06593316793441772,-0.12557542324066162,-0.015669289976358414,-0.27944591641426086,-0.03683492913842201,0.3276593089103699,-0.039602551609277725,-0.40888938307762146
105,0.5250000000000004,0,0.32282695174217224,-0.8979851603507996,0.017457706853747368,-0.0032808533869683743,-0.06772883981466293,0.16613784432411194,-0.36000144481658936,-0.0007945428369566798,0.23443512618541718,-0.004785139113664627,-0.4550473392009735
106,0.5300000000000004,0,0.324928343296051,-0.9140998721122742,-0.014164247550070286,9.003131708595902e-05,-0.02873409166932106,0.21849188208580017,-0.4195394814014435,0.09808751195669174,0.036040473729372025,0.027891241014003754,-0.4963756799697876
107,0.5350000000000004,0,0.32074683904647827,-0.9237304329872131,-0.024797726422548294,0.0635228380560875,0.006121971178799868,0.11023643612861633,-0.4676623046398163,0.021748846396803856,0.16646616160869598,0.08860437572002411,-0.5679791569709778
108,0.5400000000000004,0,0.3214392066001892,-0.9260377883911133,-0.019909046590328217,0.03688233345746994,0.05876881629228592,0.14567333459854126,-0.530375599861145,0.01432932261377573,0.16754169762134552,0.11715023219585419,-0.5992598533630371
109,0.5450000000000004,0,0.32174789905548096,-0.926270604133606,-0.016267959028482437,0.022315217182040215,0.09645973891019821,0.1617288738489151,-0.5732429623603821,0.06515135616064072,0.04636937752366066,0.14469394087791443,-0.6279488205909729
110,0.5500000000000004,0,0.3196238577365875,-0.9240565299987793,-0.008456718176603317,0.04977669566869736,0.12692418694496155,0.09197400510311127,-0.6072906255722046,0.050029732286930084,0.06184736639261246,0.17131748795509338,-0.6542320847511292
111,0.5550000000000004,0,0.3192839026451111,-0.9183869361877441,0.002404982689768076,0.04948477819561958,0.1556035280227661,0.07273318618535995,-0.636381983757019,0.0419028177857399,0.06417788565158844,0.22202856838703156,-0.7001440525054932
112,0.5600000000000004,0,0.319487601518631,-0.9111499786376953,0.011872004717588425,0.044947512447834015,0.19756759703159332,0.06886470317840576,-0.6761294603347778,0.04113398864865303,0.052682019770145416,0.24617034196853638,-0.7199531197547913
113,0.5650000000000004,0,0.31985077261924744,-0.9008721113204956,0.02439878135919571,0.04222794622182846,0.22881725430488586,0.0591413713991642,-0.7032520174980164,0.043917421251535416,0.021540604531764984,0.26951420307159424,-0.7377429008483887
114,0.5700000000000004,0,0.32041463255882263,-0.8873549103736877,0.04116828739643097,0.04344143345952034,0.25460174679756165,0.03656364232301712,-0.7245504260063171,0.048466913402080536,2.5387396817677654e-05,0.29205456376075745,-0.7535496354103088
115,0.5750000000000004,0,0.321340948343277,-0.8745534420013428,0.052400652319192886,0.049852944910526276,0.27859631180763245,0.018993349745869637,-0.7424257397651672,0.04156329482793808,4.0509242282219665e-14,0.33465951681137085,-0.7792940735816956
116,0.5800000000000004,0,0.32158249616622925,-0.872440755367279,0.05240067467093468,0.051846232265233994,0.31180232763290405,0.019772527739405632,-0.7656226754188538,0.03464217483997345,-8.74138001566438e-19,0.3546740710735321,-0.7892458438873291
117,0.5850000000000004,0,0.32088398933410645,-0.8786507844924927,0.05238378793001175,0.04629943519830704,0.3374979794025421,0.016878381371498108,-0.780357837677002,0.020791715011000633,-2.0398065316840075e-06,0.3737868368625641,-0.7972458004951477
